gene_name,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,internal_to_UTR_shift,is_significant,pA_type,condition
AHSA2P,PAS5704_AATAAA_0.3,2.2775911177705507e-5,1.918246590601848e-5,21.72065596304856,1,3.1537710022621925e-6,5.252870247851399e-5,0.04305513822337415,0.15117245642409005,0.1081173182007159,chr2,61191201,61191202,+,0.0971137973237321,2,MIXED,NA,TRUE,distal pA,ADMAi
AIF1L,PAS25648_AATAAA_0.2,0.00501045783197155,0,10.763514421551918,1,0.0010352062326252625,0.007768014434082804,0.6879375130751381,0.8286812389748426,0.14074372589970452,chr9,131123142,131123143,+,0.7583093760249904,2,TUTR,NA,TRUE,distal pA,ADMAi
AIG1,PAS18369_AATAAA_0.2,2.592425656721941e-12,0.004088517629887398,12.290529707740006,1,4.552625043819616e-4,0.003907646749508588,0.6467722656254276,0.7837317202380726,0.13695945461264503,chr6,143340301,143340302,+,0.71525199293175,2,ALE,NA,TRUE,distal pA,ADMAi
ALDH5A1,PAS17429_AATAAA_0.15,5.255824341891216e-4,0,15.577919985652898,1,7.917377543902816e-5,8.885286231656647e-4,0.5560480158129517,0.765818087918722,0.20977007210577023,chr6,24537205,24537206,+,0.6609330518658368,2,TUTR,NA,TRUE,distal pA,ADMAi
ALMS1,PAS5834_AATAAA_0.45,1.1102592414642472e-4,3.649219367897263e-5,19.163387689100432,1,1.19992938131662e-5,1.7239278956660928e-4,0.7879709482144784,0.4657982029717994,-0.32217274524267897,chr2,73609913,73609914,+,0.6268845755931389,2,iAPA,-0.5997930320660754,TRUE,distal pA,ADMAi
ANKRD42,PAS30350_ATTAAA_0.25,0.009178379537313411,0,9.445826622380764,1,0.002116300968040857,0.0139677161041152,0.06784410898013304,0.4479708833989597,0.3801267744188266,chr11,83256097,83256098,+,0.25790749618954634,2,ALE,NA,TRUE,distal pA,ADMAi
AP2A2,PAS29386_AATAAA_0.15,1.945479386946116e-7,0,32.38802535489231,1,1.2626213347849161e-8,3.714728560919119e-7,0.1052289957063134,0.29133077933849894,0.18610178363218555,chr11,1012238,1012239,+,0.19827988752240616,2,MIXED,NA,TRUE,distal pA,ADMAi
APBA2,PAS38226_AATAAA_0.25,0.0014059767816923198,0,13.494899497738515,1,2.3921278080891957e-4,0.002288621256108792,0.17091030798982332,0.3471856378679344,0.17627532987811106,chr15,29118310,29118311,+,0.2590479729288788,2,TUTR,NA,TRUE,distal pA,ADMAi
APOBEC3F,PAS51019_AATAAA_0.35,0.008844118169710608,0.005978196524285227,9.581255634315312,1,0.0019657392262795574,0.013098440586991503,0.4675324675324584,0.2386362629311313,-0.22889620460132712,chr22,39053648,39053649,+,0.35308436523179487,2,ALE,NA,TRUE,distal pA,ADMAi
ARAF,PAS51930_None_0.05,2.421309576253855e-4,0,17.213179300244974,1,3.3411044614271935e-5,4.217703732785064e-4,0.9526969585953556,0.8486449412575094,-0.10405201733784608,chrX,47571905,47571906,+,0.9006709499264325,2,ALE,NA,TRUE,distal pA,ADMAi
ARL4A,PAS20096_AATAAA_0.3,5.616778690339681e-5,2.676727499818029e-4,15.377814509905877,1,8.801564523813673e-5,9.76561017953896e-4,0.1963187713002481,0.4062499558518791,0.209931184551631,chr7,12690724,12690725,+,0.3012843635760636,2,MIXED,NA,TRUE,distal pA,ADMAi
ASB1,PAS7198_AATAAA_0.05,4.650914620129379e-7,0,30.521245902504237,1,3.302301687702585e-8,8.828895941687289e-7,0.684228291656797,0.8397357375614142,0.15550744590461718,chr2,238452248,238452249,+,0.7619820146091056,2,MIXED,NA,TRUE,distal pA,ADMAi
ASIC1,PAS32550_AATAAA_0.1,0.006511203381168769,0,10.197470002178877,1,0.0014063346391889248,0.010018796820902318,0.7924521450369819,0.9398756329785763,0.14742348794159443,chr12,50083609,50083610,+,0.8661638890077792,2,TUTR,NA,TRUE,distal pA,ADMAi
ATAD3B,PAS47_AATAAA_0.1,2.0180903683704904e-8,0,37.15602385513557,1,1.0904537119953678e-9,3.993879445838816e-8,0.6172459531414372,0.8059189288347884,0.18867297569335129,chr1,1496200,1496201,+,0.7115824409881129,2,iAPA,0.37734595138670257,TRUE,distal pA,ADMAi
ATF6,PAS1753_AATAAA_0.15,7.074101639920833e-17,3.773068022961876e-5,21.20098917893029,1,4.135510202799833e-6,6.686362442004295e-5,0.16973774573115985,0.3078162970996461,0.13807855136848624,chr1,161964068,161964069,+,0.23877702141540297,2,TUTR,NA,TRUE,distal pA,ADMAi
ATF7IP2,PAS40242_AATAAA_0.15,0.006215493057743471,0,10.29596646576067,1,0.001333213083687026,0.009580272596023957,0.3804330120884085,0.7722220544671857,0.3917890423787772,chr16,10483636,10483637,+,0.5763275332777971,2,ALE,NA,TRUE,distal pA,ADMAi
ATG4B,PAS7248_APA_0.2,1.2251198711733918e-10,1.0092806391756514e-8,36.33756115044525,1,1.6593487138575575e-9,5.90673287630353e-8,0.26746588654009207,0.4769958340653777,0.20952994752528564,chr2,241673853,241673854,+,0.3722308603027349,2,MIXED,NA,TRUE,distal pA,ADMAi
ATG7,PAS9191_AATAAA_0.45,1.3117090188340831e-8,1.4950907834016442e-9,38.71028056691739,1,4.916129116603502e-10,1.9355348565845162e-8,0.06985309857522748,0.24784933518125263,0.17799623660602515,chr3,11557662,11557663,+,0.15885121687824005,2,TUTR,NA,TRUE,distal pA,ADMAi
ATP11A,PAS35766_AATAAA_0.2,1.0634624221055043e-23,9.809956087804656e-16,66.6602834276855,1,3.2256911280084083e-16,3.1012716130709413e-14,0.7380947369631344,0.18055574908638328,-0.5575389878767512,chr13,112887165,112887166,+,0.45932524302475886,2,ALE,NA,TRUE,distal pA,ADMAi
ATP6V0A2,PAS33561_AATAAA_0.15,1.2703742707541335e-4,4.970030204231033e-6,24.3170684222132,1,8.171179459025269e-7,1.6026823390671057e-5,0.3044871788035264,0.4983606551293856,0.1938734763258592,chr12,123761751,123761752,+,0.40142391696645596,2,TUTR,NA,TRUE,distal pA,ADMAi
ATRNL1,PAS27894_APA_0.1,2.3928898872494503e-4,0,17.237660905990992,1,3.298326935982422e-5,4.173488184096207e-4,0.6483101843890249,0.9267070229467588,0.2783968385577339,chr10,115728145,115728146,+,0.7875086036678918,2,iAPA,-0.5567936771154678,TRUE,distal pA,ADMAi
B3GALT6,PAS29_ATTAAA_0.25,6.006970752131781e-10,5.173107616755807e-8,31.809017827596108,1,1.7010114208713274e-8,4.788625092795412e-7,0.3893147122096259,0.7150643322820027,0.32574962007237684,chr1,1235037,1235038,+,0.5521895222458143,2,TUTR,NA,TRUE,distal pA,ADMAi
B4GALNT3,PAS32031_ATTAAA_0.05,1.6724533551349465e-6,0,27.794178885282804,1,1.3493148533538864e-7,3.162007038283928e-6,0.6927027911845238,0.12130429462008774,-0.5713984965644361,chr12,563508,563509,+,0.4070035429023058,2,iAPA,-1.1427969931288722,TRUE,distal pA,ADMAi
BACE2,PAS50267_ATTAAA_0.35,3.763973708306116e-5,4.092739833609119e-4,16.6538613535713,1,4.485889794801302e-5,5.4432981053051e-4,0.377914440427076,0.23314103114145424,-0.14477340928562168,chr21,41275855,41275856,+,0.3055277357842651,2,iAPA,-0.26494295953974534,TRUE,distal pA,ADMAi
BAIAP2,PAS43519_AATAAA_0.15,3.502494257889616e-23,8.426879309556229e-21,91.07189624735202,1,1.3854552243829791e-21,2.3129584273109955e-19,0.8157492859738446,0.4927781155262124,-0.3229711704476322,chr17,81116223,81116224,+,0.6542637007500285,2,ALE,NA,TRUE,distal pA,ADMAi
BICD1,PAS32454_AATAAA_0.2,1.0239420023299612e-22,5.968462267762926e-17,76.02312164776959,1,2.8036263236269954e-18,3.370600439001385e-16,0.29715644392643925,0.044444439397194446,-0.2527120045292448,chr12,32383631,32383632,+,0.17080044166181685,2,ALE,NA,TRUE,distal pA,ADMAi
BICRAL,PAS17799_APA_0.35,0.010043597316630713,0.0018079876556890463,11.793123455283649,1,5.944990668974552e-4,0.004895374637845973,0.2465899166612208,0.4150624867374981,0.16847257007627736,chr6,42868551,42868552,+,0.33082620169935945,2,iAPA,0.3258161569032048,TRUE,distal pA,ADMAi
BLM,PAS39014_AATAAA_0.1,3.105115418369438e-8,1.0421975360104336e-5,21.561323027421626,1,3.426934142671998e-6,5.651030145220838e-5,0.5715359308832022,0.32440709162887504,-0.2471288392543272,chr15,90815460,90815461,+,0.4479715112560386,2,iAPA,-0.5731698281402379,TRUE,distal pA,ADMAi
BLTP1,PAS13189_AATAAA_0.2,0.043381439582790296,0,6.066902156114111,1,0.013773833079806388,0.060390766317700496,0.7571171982058754,0.893028497872311,0.13591129966643556,chr4,122362749,122362750,+,0.8250728480390932,2,TUTR,NA,TRUE,distal pA,ADMAi
BMP2K,PAS12979_AATAAA_0.25,0.006759360775085636,0,10.112071036485986,1,0.0014730134228547452,0.010394107822608058,0.8468909127810346,0.6222390599326788,-0.22465185284835576,chr4,78916362,78916363,+,0.7345649863568566,2,ALE,NA,TRUE,distal pA,ADMAi
BORA,PAS35600_AATAAA_0.15,0.0012391082727472764,0,13.756900676704277,1,2.080550955133986e-4,0.0020329739278478007,0.34943552911697234,0.6295231302167874,0.28008760109981506,chr13,72756193,72756194,+,0.4894793296668799,2,TUTR,NA,TRUE,distal pA,ADMAi
BTD,PAS9256_AATAAA_0.25,3.5880807562251965e-4,6.602919609714551e-4,13.676837448786046,1,2.1711594846471333e-4,0.0021024321340539867,0.4905883393972794,0.7735257224771743,0.2829373830798949,chr3,15645816,15645817,+,0.6320570309372269,2,ALE,NA,TRUE,distal pA,ADMAi
C11orf58,PAS29542_AATAAA_0.15,1.6242085921517094e-16,2.3267176584872498e-12,54.53101978281484,1,1.530133762309716e-13,1.0494573472962431e-11,0.5064448217155555,0.35484119434477385,-0.15160362737078165,chr11,16755890,16755891,+,0.43064300803016464,2,ALE,NA,TRUE,distal pA,ADMAi
C2orf49,PAS6111_AATAAA_0.2,0.013818991922143545,0,8.566035441654094,1,0.003424921338250819,0.02070820372142676,0.4396467669125512,0.2899377598895265,-0.14970900702302464,chr2,105348761,105348762,+,0.3647922634010389,2,TUTR,NA,TRUE,distal pA,ADMAi
C6orf89,PAS17744_ATTAAA_0.1,1.8276263336904326e-9,1.7747522668029078e-6,27.086781174226417,1,1.9452355648345854e-7,4.400482471037567e-6,0.3619099864795485,0.543350888149772,0.18144090167022345,chr6,36928961,36928962,+,0.45263043731466024,2,TUTR,NA,TRUE,distal pA,ADMAi
CACNG8,PAS47237_AATAAA_0.1,3.286360029580758e-4,0.002945632389002888,12.175209410488604,1,4.8428862364597946e-4,0.004121071774831977,0.6017683039527977,0.772602401981688,0.17083409802889027,chr19,53990213,53990214,+,0.6871853529672428,2,iAPA,0.3128406046684536,TRUE,distal pA,ADMAi
CALM3,PAS47004_AATAAA_0.05,1.4510927055296783e-23,0,109.19770009092464,1,1.468804762965438e-25,3.5541774578903e-23,0.7630225507468197,0.8879267700694529,0.12490421932263318,chr19,46610780,46610781,+,0.8254746604081362,2,TUTR,NA,TRUE,distal pA,ADMAi
CAMTA1,PAS113_AATAAA_0.15,0.0036386524714445024,0,11.44576057098584,1,7.165729710808391e-4,0.005736845912712621,0.2417187691791217,0.366685726266814,0.12496695708769227,chr1,6888198,6888199,+,0.30420224772296783,2,ALE,NA,TRUE,distal pA,ADMAi
CASP8,PAS6811_AATAAA_0.15,0.024901412130321,0,7.261107976882613,1,0.007046380538810411,0.03631230213864684,0.8839873854309368,0.7674337770678349,-0.11655360836310193,chr2,201287707,201287708,+,0.8257105812493859,2,ALE,NA,TRUE,distal pA,ADMAi
CCDC18,PAS1144_AATAAA_0.3,0.03891853979770704,0.024772790951358575,7.001148879528046,1,0.008145742067810524,0.04045818753975264,0.38541609654155656,0.6799981054161887,0.2945820088746321,chr1,93264942,93264943,+,0.5327071009788726,2,ALE,NA,TRUE,distal pA,ADMAi
CCDC62,PAS33509_None_0.2,0.016285262055660964,0,8.198614182639346,1,0.004192239862151423,0.024213939894929672,0.8875623835622997,0.5253035938875047,-0.36225878967479497,chr12,122811853,122811854,+,0.7064329887249021,2,TUTR,NA,TRUE,distal pA,ADMAi
CCDC97,PAS46855_ATTAAA_0.35,8.897788265110027e-6,0.01685051490710295,8.95284554734826,1,0.002770377153154988,0.017501567137091764,0.8217053945980272,0.7029702818587736,-0.11873511273925352,chr19,41324869,41324870,+,0.7623378382284004,2,iAPA,-0.229795031910074,TRUE,distal pA,ADMAi
CCNY,PAS27137_ATTAAA_0.1,7.39970929762684e-15,4.532674837334309e-6,24.49452546419343,1,7.452127653819209e-7,1.4750829150059786e-5,0.24244669849853956,0.3767138348286591,0.13426713633011958,chr10,35570345,35570346,+,0.30958026666359933,2,TUTR,NA,TRUE,distal pA,ADMAi
CCNYL1,PAS6898_AATAAA_0.3,6.890429023963497e-5,2.3467833866078645e-5,20.00681914899224,1,7.716648557631398e-6,1.1605149674381968e-4,0.4691188560856256,0.6538346608532627,0.1847158047676371,chr2,207756169,207756170,+,0.5614767584694441,2,TUTR,NA,TRUE,distal pA,ADMAi
CDC45,PAS50702_AATAAA_0.1,6.827264800625894e-5,0,19.914204799526715,1,8.099627934057954e-6,1.2096642662127052e-4,0.9275395387282308,0.7513122196806993,-0.17622731904753164,chr22,19520597,19520598,+,0.8394258792044651,2,iAPA,-0.35245463809506355,TRUE,distal pA,ADMAi
CDC6,PAS42772_APA_0.15,6.116264850495993e-8,9.37408449637194e-8,32.00068236973675,1,1.5411843295985124e-8,4.396151751289214e-7,0.46069129962689664,0.6420334646090053,0.1813421649821087,chr17,40302917,40302918,+,0.551362382117951,2,TUTR,NA,TRUE,distal pA,ADMAi
CDH4,PAS49307_AATAAA_0.1,1.4283518224517666e-21,1.1596275822494645e-22,98.18374838294363,1,3.813065390278456e-23,7.267095242923613e-21,0.8747484814094255,0.03245716111716379,-0.8422913202922617,chr20,61940615,61940616,+,0.45360282126329465,2,iAPA,-1.606875355922075,TRUE,distal pA,ADMAi
CDK16,PAS51923_ATTAAA_0.35,2.1373769827198178e-13,0,60.92878717723397,1,5.917715373413012e-15,4.882908746429986e-13,0.6018225532507715,0.832550589615828,0.23072803636505643,chrX,47229992,47229993,+,0.7171865714332997,2,MIXED,NA,TRUE,distal pA,ADMAi
CDS2,PAS48769_AATAAA_0.15,0.004954049579498938,0.003511774645493056,11.84756626504577,1,5.773675343773565e-4,0.004782379700134903,0.18083710277337683,0.326470290594274,0.14563318782089718,chr20,5197885,5197886,+,0.2536536966838254,2,TUTR,NA,TRUE,distal pA,ADMAi
CENPO,PAS5285_AATAAA_0.1,0.015317178790008611,0,8.339927217957666,1,0.003878315141679764,0.02281548379961496,0.7527053293064355,0.8577050865777675,0.10499975727133191,chr2,24822374,24822375,+,0.8052052079421015,2,TUTR,NA,TRUE,distal pA,ADMAi
CEP43,PAS18532_AATAAA_0.1,2.7927118459951947e-4,0.01906610826283353,8.727394770104183,1,0.003134640752649544,0.019310176034534936,0.2616239607168796,0.4310124094264345,0.16938844870955488,chr6,167042407,167042408,+,0.346318185071657,2,MIXED,NA,TRUE,distal pA,ADMAi
CEP55,PAS27603_AATAAA_0.25,5.401639450112855e-15,0,68.59993303232477,1,1.206082044532492e-16,1.2025084681042478e-14,0.976675532611638,0.8181010911605496,-0.15857444145108843,chr10,93529089,93529090,+,0.8973883118860938,2,iAPA,-0.3171488829021769,TRUE,distal pA,ADMAi
CEP78,PAS25096_APA_0.3,1.2328754651763208e-5,2.389700863624969e-4,16.905438967049122,1,3.9288844951976456e-5,4.848851374703524e-4,0.20382238387934715,0.02564103691892605,-0.1781813469604211,chr9,78278426,78278427,+,0.1147317103991366,2,ALE,NA,TRUE,distal pA,ADMAi
CEP95,PAS43252_AATAAA_0.3,0.0026672383525396565,0.006131728921135733,10.812608306056744,1,0.0010081117286981863,0.007601783679707334,0.785376023429598,0.6032227151454858,-0.18215330828411225,chr17,64537941,64537942,+,0.6942993692875419,2,iAPA,-0.30293864312683894,TRUE,distal pA,ADMAi
CGRRF1,PAS36636_AATAAA_0.4,6.910369925242709e-4,0,14.99672213027111,1,1.0769808442585765e-4,0.0011620170071118588,0.11138807846355026,0.2948848749807836,0.18349679651723327,chr14,54539282,54539283,+,0.20313647672216692,2,MIXED,NA,TRUE,distal pA,ADMAi
CHD7,PAS22950_AATAAA_0.45,2.433726327243553e-6,0,27.02289771776373,1,2.0105955814530693e-7,4.532158661816239e-6,0.9770306668496752,0.6965103525024605,-0.2805203143472146,chr8,60866895,60866896,+,0.8367705096760678,2,iAPA,-0.5610406286944292,TRUE,distal pA,ADMAi
CHMP4B,PAS48968_ATTAAA_0.1,1.398784744681791e-5,0,23.304801980364573,1,1.3825440167739049e-6,2.5734198742647198e-05,0.41147868904897794,0.5610172662596484,0.1495385772106705,chr20,33854362,33854363,+,0.48624797765431316,2,TUTR,NA,TRUE,distal pA,ADMAi
CHPF2,PAS21141_AATAAA_0.15,1.4846361962066583e-4,0,18.253507442585946,1,1.93369555177259e-5,2.6056679150567486e-4,0.28850419711658,0.10605373104699269,-0.18245046606958729,chr7,151240970,151240971,+,0.19727896408178633,2,ALE,NA,TRUE,distal pA,ADMAi
CHRNA5,PAS38877_APA_0.25,8.156640055845821e-7,2.4238227557919557e-5,22.04981274435977,1,2.6566559827053837e-6,4.526403737622083e-5,0.35010366429851,0.08599430397434639,-0.2641093603241636,chr15,78593568,78593569,+,0.21804898413642818,2,iAPA,-0.48956585312042955,TRUE,distal pA,ADMAi
CHST12,PAS19948_APA_0.05,1.5367433130610037e-6,3.6074966571274224e-6,23.599456434956664,1,1.1862101988083472e-6,2.248787221966247e-5,0.4643843465097628,0.646572283065223,0.18218793655546017,chr7,2434616,2434617,+,0.5554783147874929,2,TUTR,NA,TRUE,distal pA,ADMAi
CLCN6,PAS207_APA_0.15,0.01044725559717114,0,9.161887154369424,1,0.0024710760857256536,0.015923726685274586,0.20939025906860545,0.024657429728716207,-0.1847328293398892,chr1,11848077,11848078,+,0.11702384439866083,2,ALE,NA,TRUE,distal pA,ADMAi
CLEC16A,PAS40254_AATAAA_0.3,5.2652465208389296e-8,1.4837112075206862e-6,26.64932852831828,1,2.4393555056662666e-7,5.388098478977305e-6,0.6816561967909888,0.2799725545933449,-0.4016836421976439,chr16,11182180,11182181,+,0.48081437569216684,2,iAPA,-0.7313881569701988,TRUE,distal pA,ADMAi
CNIH4,PAS2312_AATAAA_0.2,1.203907036805263e-7,1.33513647651335e-8,34.442563002348834,1,4.390170402825231e-9,1.4281980331607882e-7,0.04553168431645194,0.1532404583414143,0.10770877402496236,chr1,224379448,224379449,+,0.09938607132893312,2,MIXED,NA,TRUE,distal pA,ADMAi
COG3,PAS35508_AATAAA_0.1,0.02210508092975896,0.008548403376237171,8.926340504295467,1,0.0028108697615522346,0.017669261875303245,0.698039392504806,0.8807953365258635,0.18275594402105755,chr13,45536623,45536624,+,0.7894173645153347,2,ALE,NA,TRUE,distal pA,ADMAi
COL6A2,PAS50362_AATAAA_0.1,5.00333530365301e-22,0,101.83560609876804,1,6.032601363495315e-24,1.202945397816992e-21,0.7894422127266957,0.5874659539254232,-0.20197625880127248,chr21,46132846,46132847,+,0.6884540833260595,2,ALE,NA,TRUE,distal pA,ADMAi
COPZ1,PAS32674_AATAAA_0.2,1.1089379557410668e-18,0,86.036728473322,1,1.766245329917499e-20,2.623300650016774e-18,0.715860514749842,0.883766109696262,0.16790559494642,chr12,54351842,54351843,+,0.799813312223052,2,TUTR,NA,TRUE,distal pA,ADMAi
COQ4,PAS25550_AATAAA_0.1,0.007081383578592149,0,10.008792265582995,1,0.0015579465509317054,0.010882885799826537,0.7787355872287468,0.8968299473192488,0.118094360090502,chr9,128334069,128334070,+,0.8377827672739978,2,ALE,NA,TRUE,distal pA,ADMAi
CRLS1,PAS48783_AATAAA_0.25,5.662416491795368e-5,4.73396653783365e-6,23.0767532185364,1,1.5566138853936487e-6,2.8457756057587117e-5,0.10752110144478776,0.22887707131258872,0.12135596986780096,chr20,6038043,6038044,+,0.16819908637868825,2,TUTR,NA,TRUE,distal pA,ADMAi
CRTC1,PAS46486_AATAAA_0.05,0.010896998525991594,0,9.068739774418418,1,0.002600162047806568,0.016572089334584865,0.13246792286423725,0.27130278854960266,0.1388348656853654,chr19,18782331,18782332,+,0.20188535570691996,2,TUTR,NA,TRUE,distal pA,ADMAi
CTIF,PAS45375_AATAAA_0.3,0.005706335548740035,0,10.47958075299357,1,0.0012070114341708232,0.008835553448777312,0.6862400163311078,0.8810186855839778,0.19477866925287,chr18,48863212,48863213,+,0.7836293509575427,2,TUTR,NA,TRUE,distal pA,ADMAi
CTNND1,PAS29864_ATTAAA_0.1,3.148273826183848e-4,0,16.634351241751574,1,4.532268622920632e-5,5.489703996806453e-4,0.14515535113426214,0.274565402465848,0.12941005133158578,chr11,57819178,57819179,+,0.20986037680005507,2,MIXED,NA,TRUE,distal pA,ADMAi
CYB5R4,PAS18078_AATAAA_0.3,3.500969628314685e-17,7.01834606871335e-16,69.4868594399793,1,7.69253074614855e-17,7.964727987935345e-15,0.8508927695863392,0.4334712391436411,-0.4174215304426981,chr6,83960424,83960425,+,0.6421820043649902,2,iAPA,-0.739887575365257,TRUE,distal pA,ADMAi
DCAF11,PAS36417_AATAAA_0.05,4.2897769802091774e-5,0,20.91472405171453,1,4.801893851023075e-6,7.62637064717057e-5,0.16174467886702715,0.3583325226829075,0.19658784381588035,chr14,24125240,24125241,+,0.2600386007749673,2,MIXED,NA,TRUE,distal pA,ADMAi
DCTN5,PAS40390_AATAAA_0.45,6.873424478662757e-9,9.12554960885344e-8,32.05288279151955,1,1.5003229447720492e-8,4.3138791640334905e-7,0.1428627817965581,0.32200976144720483,0.17914697965064674,chr16,23677454,23677455,+,0.23243627162188146,2,ALE,NA,TRUE,distal pA,ADMAi
DDX10,PAS30487_AATAAA_0.35,0.03431311671954957,0,6.55475161073764,1,0.010460444037164838,0.04875051347855052,0.8172145187720723,0.9204038357399558,0.10318931696788348,chr11,108940923,108940924,+,0.868809177256014,2,iAPA,0.20637863393576694,TRUE,distal pA,ADMAi
DENND3,PAS23509_AATAAA_0.25,0.0017745744189395785,1.9977209564016357e-4,15.931150156382046,1,6.568868104631159e-5,7.589439029041665e-4,0.5279232096961078,0.7459525167844463,0.21802930708833845,chr8,141195798,141195799,+,0.6369378632402771,2,MIXED,NA,TRUE,distal pA,ADMAi
DGKZ,PAS29804_APA_0,2.254528220202339e-5,0,22.27775895492141,1,2.3592339071196727e-6,4.113094269999353e-5,0.8932651509388755,0.7483380179342255,-0.14492713300465,chr11,46380550,46380551,+,0.8208015844365505,2,iAPA,-0.28985426600929987,TRUE,distal pA,ADMAi
DIAPH2,PAS52178_AATAAA_0.2,0.004902969911898448,0,10.81569969132272,1,0.0010064298166876672,0.007596324865349782,0.3172730999502036,0.646115285510104,0.3288421855599004,chrX,97604993,97604994,+,0.4816941927301538,2,ALE,NA,TRUE,distal pA,ADMAi
DLGAP4,PAS49042_AATAAA_0.2,4.802239932525028e-7,1.817453033307481e-5,21.82421131131923,1,2.988057271938245e-6,5.019563292391736e-5,0.4782955342126531,0.6213170075788321,0.14302147336617904,chr20,36528631,36528632,+,0.5498062708957426,2,TUTR,NA,TRUE,distal pA,ADMAi
DMXL1,PAS15267_AATAAA_0.25,0.021998394037976383,0.02460721706931862,7.013154677801083,1,0.008091298378405005,0.04030862870167249,0.6873857293870606,0.4000992117001029,-0.2872865176869576,chr5,119249119,119249120,+,0.5437424705435817,2,iAPA,-0.5393800305016249,TRUE,distal pA,ADMAi
