gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_48hrs_1,DMSO_48hrs_2,DMSO_48hrs_3,SDMAi_ADMAi_48hrs_1,SDMAi_ADMAi_48hrs_2,SDMAi_ADMAi_48hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
ABCB7_ENSG00000131269.19,PAS24257_AATAAA_0.35,0.482364173,NA,ABCB7_ENSG00000131269.19,0.012869882,1,0.909677366,0.945640407,ABCB7_ENSG00000131269.19,0.037356552,0.037356552,0.037356552,0.03946403,0.03946403,0.03946403,0.002107478,chrX,75051050,75051051,27,-,ENSG00000131269.19,ABCB7,UTR3
ABCB8_ENSG00000197150.13,PAS9439_APA_0.35,0.046016534,0,ABCB8_ENSG00000197150.13,5.353702447,1,0.020678316,0.055596047,ABCB8_ENSG00000197150.13,0.627362817,0.627362817,0.627362817,0.304171438,0.304171438,0.304171438,-0.323191379,chr7,151037586,151037587,14,+,ENSG00000197150.13,ABCB8,UTR3
ABCB8_ENSG00000197150.13,PAS9440_AATAAA_0.2,0.046016534,0,ABCB8_ENSG00000197150.13,5.353702447,1,0.020678316,0.055596047,ABCB8_ENSG00000197150.13,0.372637183,0.372637183,0.372637183,0.695828562,0.695828562,0.695828562,0.323191379,chr7,151047779,151047780,18,+,ENSG00000197150.13,ABCB8,UTR3
ABCC5_ENSG00000114770.17,PAS5504_AATAAA_0.35,0.009225808,0,ABCC5_ENSG00000114770.17,8.670257418,1,0.003234455,0.011594046,ABCC5_ENSG00000114770.17,0.575164214,0.575164214,0.575164214,0.738145552,0.738145552,0.738145552,0.162981338,chr3,183919937,183919938,125,-,ENSG00000114770.17,ABCC5,UTR3
ABCC5_ENSG00000114770.17,PAS5505_AATAAA_0.25,0.009225808,0,ABCC5_ENSG00000114770.17,8.670257418,1,0.003234455,0.011594046,ABCC5_ENSG00000114770.17,0.424835786,0.424835786,0.424835786,0.261854448,0.261854448,0.261854448,-0.162981338,chr3,183983753,183983754,60,-,ENSG00000114770.17,ABCC5,UTR3
ABCD3_ENSG00000117528.14,PAS534_AATAAA_0.3,0.048296019,0,ABCD3_ENSG00000117528.14,5.254648057,1,0.021888228,0.058294875,ABCD3_ENSG00000117528.14,0.146276943,0.146276943,0.146276943,0.072733924,0.072733924,0.072733924,-0.073543019,chr1,94478720,94478721,57,+,ENSG00000117528.14,ABCD3,UTR3
ABCD3_ENSG00000117528.14,PAS535_AATAAA_0.15,0.048296019,0,ABCD3_ENSG00000117528.14,5.254648057,1,0.021888228,0.058294875,ABCD3_ENSG00000117528.14,0.853723057,0.853723057,0.853723057,0.927266076,0.927266076,0.927266076,0.073543019,chr1,94518661,94518662,155,+,ENSG00000117528.14,ABCD3,UTR3
ABCE1_ENSG00000164163.11,PAS5976_ATTAAA_0.4,0.024635186,0.007444194,ABCE1_ENSG00000164163.11,8.587987516,1,0.003383878,0.012058834,ABCE1_ENSG00000164163.11,0.055880302,0.055880302,0.055880302,0.026249518,0.026249518,0.026249518,-0.029630785,chr4,145127623,145127624,19,+,ENSG00000164163.11,ABCE1,UTR3
ABCE1_ENSG00000164163.11,PAS5978_AATAAA_0.3,0.024635186,0.727635864,ABCE1_ENSG00000164163.11,0.945925783,1,0.330758527,0.481437684,ABCE1_ENSG00000164163.11,0.083909302,0.083909302,0.083909302,0.098395251,0.098395251,0.098395251,0.014485949,chr4,145129522,145129523,54,+,ENSG00000164163.11,ABCE1,UTR3
ABCE1_ENSG00000164163.11,PAS5977_AATAAA_0.2,0.024635186,0.866789332,ABCE1_ENSG00000164163.11,0.726521721,1,0.394012963,0.543149586,ABCE1_ENSG00000164163.11,0.860210396,0.860210396,0.860210396,0.875355231,0.875355231,0.875355231,0.015144835,chr4,145129158,145129159,134,+,ENSG00000164163.11,ABCE1,UTR3
ABCF1_ENSG00000204574.14,PAS7883_AATAAA_0.2,0.812024673,NA,ABCF1_ENSG00000204574.14,0.110708532,1,0.73933892,0.829627841,ABCF1_ENSG00000204574.14,0.991708659,0.991708659,0.991708659,0.990350306,0.990350306,0.990350306,-0.001358353,chr6,30591310,30591311,1538,+,ENSG00000204574.14,ABCF1,UTR3
ABCF1_ENSG00000204574.14,PAS7884_ATTAAA_0.3,0.812024673,NA,ABCF1_ENSG00000204574.14,0.110708532,1,0.73933892,0.829627841,ABCF1_ENSG00000204574.14,0.008291341,0.008291341,0.008291341,0.009649694,0.009649694,0.009649694,0.001358353,chr6,30592257,30592258,11,+,ENSG00000204574.14,ABCF1,UTR3
ABCF2_ENSG00000033050.9,PAS9949_AATAAA_0.3,0.647070893,NA,ABCF2_ENSG00000033050.9,0.373094725,1,0.541322191,0.674529565,ABCF2_ENSG00000033050.9,0.158736761,0.158736761,0.158736761,0.195534034,0.195534034,0.195534034,0.036797273,chr7,151212490,151212491,24,-,ENSG00000033050.9,ABCF2,UTR3
ABCF2_ENSG00000033050.9,PAS9950_AATAAA_0.1,0.647070893,NA,ABCF2_ENSG00000033050.9,0.373094725,1,0.541322191,0.674529565,ABCF2_ENSG00000033050.9,0.841263239,0.841263239,0.841263239,0.804465966,0.804465966,0.804465966,-0.036797273,chr7,151213510,151213511,184,-,ENSG00000033050.9,ABCF2,UTR3
ABHD10_ENSG00000144827.9,PAS4452_ATTAAA_0.35,0.011609613,0.002651734,ABHD10_ENSG00000144827.9,10.4820669,1,0.001205388,0.004983131,ABHD10_ENSG00000144827.9,0.169133624,0.169133624,0.169133624,0.0993376,0.0993376,0.0993376,-0.069796025,chr3,111991968,111991969,92,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4454_AATAAA_0.2,0.011609613,0.002965278,ABHD10_ENSG00000144827.9,10.27573078,1,0.001347915,0.005499796,ABHD10_ENSG00000144827.9,0.80387651,0.80387651,0.80387651,0.878554811,0.878554811,0.878554811,0.074678302,chr3,111993366,111993367,156,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4453_ATTAAA_0.3,0.011609613,1,ABHD10_ENSG00000144827.9,0.247676512,1,0.618715889,0.736058714,ABHD10_ENSG00000144827.9,0.026989866,0.026989866,0.026989866,0.022107589,0.022107589,0.022107589,-0.004882277,chr3,111992443,111992444,18,+,ENSG00000144827.9,ABHD10,UTR3
ABHD12_ENSG00000100997.20,PAS22827_AATAAA_0.35,0.335291453,NA,ABHD12_ENSG00000100997.20,1.457253509,1,0.227367622,0.368439763,ABHD12_ENSG00000100997.20,0.186928268,0.186928268,0.186928268,0.158264181,0.158264181,0.158264181,-0.028664088,chr20,25294743,25294744,61,-,ENSG00000100997.20,ABHD12,UTR3
ABHD12_ENSG00000100997.20,PAS22828_AATAAA_0.05,0.335291453,NA,ABHD12_ENSG00000100997.20,1.457253509,1,0.227367622,0.368439763,ABHD12_ENSG00000100997.20,0.813071732,0.813071732,0.813071732,0.841735819,0.841735819,0.841735819,0.028664088,chr20,25300213,25300214,717,-,ENSG00000100997.20,ABHD12,UTR3
ABHD13_ENSG00000139826.6,PAS16271_AATAAA_0.35,0.857447729,NA,ABHD13_ENSG00000139826.6,0.063972692,1,0.800323671,0.871322376,ABHD13_ENSG00000139826.6,0.778434301,0.778434301,0.778434301,0.75279736,0.75279736,0.75279736,-0.025636941,chr13,108230907,108230908,33,+,ENSG00000139826.6,ABHD13,UTR3
ABHD13_ENSG00000139826.6,PAS16272_ATTAAA_0.25,0.857447729,NA,ABHD13_ENSG00000139826.6,0.063972692,1,0.800323671,0.871322376,ABHD13_ENSG00000139826.6,0.221565699,0.221565699,0.221565699,0.24720264,0.24720264,0.24720264,0.025636941,chr13,108231987,108231988,16,+,ENSG00000139826.6,ABHD13,UTR3
ABHD15_ENSG00000168792.5,PAS20073_AATAAA_0.15,0.962518172,NA,ABHD15_ENSG00000168792.5,0.005441425,1,0.941196567,0.965680003,ABHD15_ENSG00000168792.5,0.404085242,0.404085242,0.404085242,0.396639032,0.396639032,0.396639032,-0.00744621,chr17,29560548,29560549,18,-,ENSG00000168792.5,ABHD15,UTR3
ABHD15_ENSG00000168792.5,PAS20074_ATTAAA_0.2,0.962518172,NA,ABHD15_ENSG00000168792.5,0.005441425,1,0.941196567,0.965680003,ABHD15_ENSG00000168792.5,0.595914758,0.595914758,0.595914758,0.603360968,0.603360968,0.603360968,0.00744621,chr17,29561293,29561294,20,-,ENSG00000168792.5,ABHD15,UTR3
ABHD17B_ENSG00000107362.14,PAS11636_APA_0.1,0.111571335,NA,ABHD17B_ENSG00000107362.14,3.561343104,1,0.059139869,0.129564693,ABHD17B_ENSG00000107362.14,0.447020599,0.447020599,0.447020599,0.326064235,0.326064235,0.326064235,-0.120956363,chr9,71865152,71865153,83,-,ENSG00000107362.14,ABHD17B,UTR3
ABHD17B_ENSG00000107362.14,PAS11637_AATAAA_0.35,0.111571335,NA,ABHD17B_ENSG00000107362.14,3.561343104,1,0.059139869,0.129564693,ABHD17B_ENSG00000107362.14,0.552979401,0.552979401,0.552979401,0.673935765,0.673935765,0.673935765,0.120956363,chr9,71865432,71865433,31,-,ENSG00000107362.14,ABHD17B,UTR3
ABHD18_ENSG00000164074.16,PAS5947_AATAAA_0.35,0.312865523,NA,ABHD18_ENSG00000164074.16,1.581846141,1,0.208494972,0.345286367,ABHD18_ENSG00000164074.16,0.450905542,0.450905542,0.450905542,0.582628014,0.582628014,0.582628014,0.131722472,chr4,128036318,128036319,39,+,ENSG00000164074.16,ABHD18,UTR3
ABHD18_ENSG00000164074.16,PAS5948_APA_0.15,0.312865523,NA,ABHD18_ENSG00000164074.16,1.581846141,1,0.208494972,0.345286367,ABHD18_ENSG00000164074.16,0.549094458,0.549094458,0.549094458,0.417371986,0.417371986,0.417371986,-0.131722472,chr4,128039708,128039709,27,+,ENSG00000164074.16,ABHD18,UTR3
ABHD2_ENSG00000140526.18,PAS17722_AATAAA_0.05,0.303081131,NA,ABHD2_ENSG00000140526.18,2.90621677,1,0.088238641,0.177919541,ABHD2_ENSG00000140526.18,0.830110381,0.830110381,0.830110381,0.882940006,0.882940006,0.882940006,0.052829625,chr15,89202353,89202354,164,+,ENSG00000140526.18,ABHD2,UTR3
ABHD2_ENSG00000140526.18,PAS17721_APA_0.35,0.303081131,NA,ABHD2_ENSG00000140526.18,1.971989278,1,0.16023687,0.281667743,ABHD2_ENSG00000140526.18,0.093299863,0.093299863,0.093299863,0.0617723,0.0617723,0.0617723,-0.031527563,chr15,89196963,89196964,27,+,ENSG00000140526.18,ABHD2,UTR3
ABHD2_ENSG00000140526.18,PAS17720_ATTAAA_0.25,0.303081131,NA,ABHD2_ENSG00000140526.18,1.042929219,1,0.30714119,0.456567343,ABHD2_ENSG00000140526.18,0.076589756,0.076589756,0.076589756,0.055287694,0.055287694,0.055287694,-0.021302062,chr15,89195749,89195750,13,+,ENSG00000140526.18,ABHD2,UTR3
ABHD3_ENSG00000158201.10,PAS20829_AATAAA_0.2,0.063544292,NA,ABHD3_ENSG00000158201.10,4.690975495,1,0.030321429,0.075793768,ABHD3_ENSG00000158201.10,0.592084329,0.592084329,0.592084329,0.768631998,0.768631998,0.768631998,0.176547669,chr18,21650903,21650904,61,-,ENSG00000158201.10,ABHD3,UTR3
ABHD3_ENSG00000158201.10,PAS20830_AATAAA_0.2,0.063544292,NA,ABHD3_ENSG00000158201.10,4.690975495,1,0.030321429,0.075793768,ABHD3_ENSG00000158201.10,0.407915671,0.407915671,0.407915671,0.231368002,0.231368002,0.231368002,-0.176547669,chr18,21654889,21654890,24,-,ENSG00000158201.10,ABHD3,UTR3
ABHD5_ENSG00000011198.10,PAS4234_AATAAA_0.2,0.196930929,NA,ABHD5_ENSG00000011198.10,3.773192484,1,0.052080142,0.116880457,ABHD5_ENSG00000011198.10,0.083146543,0.083146543,0.083146543,0.031888933,0.031888933,0.031888933,-0.05125761,chr3,43722723,43722724,12,+,ENSG00000011198.10,ABHD5,UTR3
ABHD5_ENSG00000011198.10,PAS4233_AATAAA_0.3,0.196930929,NA,ABHD5_ENSG00000011198.10,0.819087421,1,0.365447118,0.516543732,ABHD5_ENSG00000011198.10,0.147014706,0.147014706,0.147014706,0.18610845,0.18610845,0.18610845,0.039093744,chr3,43719872,43719873,30,+,ENSG00000011198.10,ABHD5,UTR3
ABHD5_ENSG00000011198.10,PAS4232_AATAAA_0.45,0.196930929,NA,ABHD5_ENSG00000011198.10,0.061311272,1,0.804435298,0.874175224,ABHD5_ENSG00000011198.10,0.769838752,0.769838752,0.769838752,0.782002618,0.782002618,0.782002618,0.012163866,chr3,43718798,43718799,45,+,ENSG00000011198.10,ABHD5,UTR3
ABHD6_ENSG00000163686.15,PAS4353_AATAAA_0.35,0.676124038,NA,ABHD6_ENSG00000163686.15,0.313465624,1,0.575561286,0.701809534,ABHD6_ENSG00000163686.15,0.44947453,0.44947453,0.44947453,0.506825919,0.506825919,0.506825919,0.057351389,chr3,58294512,58294513,15,+,ENSG00000163686.15,ABHD6,UTR3
ABHD6_ENSG00000163686.15,PAS4354_AATAAA_0.25,0.676124038,NA,ABHD6_ENSG00000163686.15,0.313465624,1,0.575561286,0.701809534,ABHD6_ENSG00000163686.15,0.55052547,0.55052547,0.55052547,0.493174081,0.493174081,0.493174081,-0.057351389,chr3,58294731,58294732,32,+,ENSG00000163686.15,ABHD6,UTR3
ABI1_ENSG00000136754.18,PAS12699_AATAAA_0.35,0.002841914,0.001007203,ABI1_ENSG00000136754.18,13.57744106,1,2.29E-04,0.00117044,ABI1_ENSG00000136754.18,0.241566693,0.241566693,0.241566693,0.155065806,0.155065806,0.155065806,-0.086500887,chr10,26746894,26746895,208,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS12701_ATTAAA_0.2,0.002841914,0.045299966,ABI1_ENSG00000136754.18,6.582967208,1,0.010295912,0.031083416,ABI1_ENSG00000136754.18,0.158170163,0.158170163,0.158170163,0.218088034,0.218088034,0.218088034,0.059917871,chr10,26748184,26748185,35,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS12700_AATAAA_0.3,0.002841914,1,ABI1_ENSG00000136754.18,0.889847642,1,0.345518599,0.495686462,ABI1_ENSG00000136754.18,0.574045353,0.574045353,0.574045353,0.603007975,0.603007975,0.603007975,0.028962622,chr10,26747814,26747815,192,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS12698_AATAAA_0.3,0.002841914,1,ABI1_ENSG00000136754.18,0.068811347,1,0.793075384,0.867267272,ABI1_ENSG00000136754.18,0.02621779,0.02621779,0.02621779,0.023838184,0.023838184,0.023838184,-0.002379607,chr10,26746597,26746598,27,-,ENSG00000136754.18,ABI1,UTR3
ABI2_ENSG00000138443.17,PAS3103_AATAAA_0.4,3.51E-23,0,ABI2_ENSG00000138443.17,105.4599737,1,9.68E-25,5.59E-23,ABI2_ENSG00000138443.17,0.528571339,0.528571339,0.528571339,0.149325584,0.149325584,0.149325584,-0.379245755,chr2,203427596,203427597,89,+,ENSG00000138443.17,ABI2,UTR3
ABI2_ENSG00000138443.17,PAS3104_AATAAA_0.2,3.51E-23,0,ABI2_ENSG00000138443.17,105.4599737,1,9.68E-25,5.59E-23,ABI2_ENSG00000138443.17,0.471428661,0.471428661,0.471428661,0.850674416,0.850674416,0.850674416,0.379245755,chr2,203432167,203432168,189,+,ENSG00000138443.17,ABI2,UTR3
ABITRAM_ENSG00000119328.12,PAS11289_AATAAA_0.4,0.03399446,0,ABITRAM_ENSG00000119328.12,5.980917545,1,0.014461477,0.04153958,ABITRAM_ENSG00000119328.12,0.995026099,0.995026099,0.995026099,0.956836496,0.956836496,0.956836496,-0.038189603,chr9,108940951,108940952,182,+,ENSG00000119328.12,ABITRAM,UTR3
ABITRAM_ENSG00000119328.12,PAS11290_AATAAA_0.2,0.03399446,0,ABITRAM_ENSG00000119328.12,5.980917545,1,0.014461477,0.04153958,ABITRAM_ENSG00000119328.12,0.004973901,0.004973901,0.004973901,0.043163504,0.043163504,0.043163504,0.038189603,chr9,108941616,108941617,10,+,ENSG00000119328.12,ABITRAM,UTR3
ABL2_ENSG00000143322.22,PAS2109_AATAAA_0.3,0.0072482,0,ABL2_ENSG00000143322.22,9.174357063,1,0.002454296,0.009165866,ABL2_ENSG00000143322.22,0.932350094,0.932350094,0.932350094,0.863326761,0.863326761,0.863326761,-0.069023333,chr1,179099332,179099333,300,-,ENSG00000143322.22,ABL2,UTR3
ABL2_ENSG00000143322.22,PAS2110_APA_0.25,0.0072482,0,ABL2_ENSG00000143322.22,9.174357063,1,0.002454296,0.009165866,ABL2_ENSG00000143322.22,0.067649906,0.067649906,0.067649906,0.136673239,0.136673239,0.136673239,0.069023333,chr1,179107614,179107615,49,-,ENSG00000143322.22,ABL2,UTR3
ABLIM1_ENSG00000099204.22,PAS13063_AATAAA_0.2,0.07769544,NA,ABLIM1_ENSG00000099204.22,4.286055095,1,0.038426226,0.092026129,ABLIM1_ENSG00000099204.22,0.685523744,0.685523744,0.685523744,0.805389799,0.805389799,0.805389799,0.119866055,chr10,114431112,114431113,82,-,ENSG00000099204.22,ABLIM1,UTR3
ABLIM1_ENSG00000099204.22,PAS13064_ATTAAA_0.3,0.07769544,NA,ABLIM1_ENSG00000099204.22,4.286055095,1,0.038426226,0.092026129,ABLIM1_ENSG00000099204.22,0.314476256,0.314476256,0.314476256,0.194610201,0.194610201,0.194610201,-0.119866055,chr10,114431774,114431775,19,-,ENSG00000099204.22,ABLIM1,UTR3
ABRAXAS2_ENSG00000165660.8,PAS12514_AATAAA_0.3,0.453360772,NA,ABRAXAS2_ENSG00000165660.8,2.353892125,1,0.124970641,0.232423344,ABRAXAS2_ENSG00000165660.8,0.132603963,0.132603963,0.132603963,0.083232386,0.083232386,0.083232386,-0.049371577,chr10,124835653,124835654,10,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABRAXAS2_ENSG00000165660.8,PAS12516_AATAAA_0.2,0.453360772,NA,ABRAXAS2_ENSG00000165660.8,1.93447112,1,0.164270111,0.286878947,ABRAXAS2_ENSG00000165660.8,0.721747593,0.721747593,0.721747593,0.782984608,0.782984608,0.782984608,0.061237016,chr10,124836666,124836667,89,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABRAXAS2_ENSG00000165660.8,PAS12513_AATAAA_0.45,0.453360772,NA,ABRAXAS2_ENSG00000165660.8,0.773936875,1,0.379001897,0.529187959,ABRAXAS2_ENSG00000165660.8,0.075354281,0.075354281,0.075354281,0.053049296,0.053049296,0.053049296,-0.022304986,chr10,124835292,124835293,12,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABRAXAS2_ENSG00000165660.8,PAS12515_AATAAA_0.4,0.453360772,NA,ABRAXAS2_ENSG00000165660.8,0.136499923,1,0.711785658,0.808489224,ABRAXAS2_ENSG00000165660.8,0.070294164,0.070294164,0.070294164,0.08073371,0.08073371,0.08073371,0.010439546,chr10,124835942,124835943,22,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABT1_ENSG00000146109.5,PAS7844_AATAAA_0.1,4.50E-06,0,ABT1_ENSG00000146109.5,24.56242774,1,7.19E-07,6.36E-06,ABT1_ENSG00000146109.5,0.972828249,0.972828249,0.972828249,0.912238221,0.912238221,0.912238221,-0.060590028,chr6,26599146,26599147,797,+,ENSG00000146109.5,ABT1,UTR3
ABT1_ENSG00000146109.5,PAS7845_AATAAA_0.35,4.50E-06,0,ABT1_ENSG00000146109.5,24.56242774,1,7.19E-07,6.36E-06,ABT1_ENSG00000146109.5,0.027171751,0.027171751,0.027171751,0.087761779,0.087761779,0.087761779,0.060590028,chr6,26600046,26600047,40,+,ENSG00000146109.5,ABT1,UTR3
ACACA_ENSG00000278540.5,PAS20117_AATAAA_0.2,0.747919551,NA,ACACA_ENSG00000278540.5,0.194953856,1,0.658825156,0.769049376,ACACA_ENSG00000278540.5,0.832006996,0.832006996,0.832006996,0.810184732,0.810184732,0.810184732,-0.021822264,chr17,37084992,37084993,187,-,ENSG00000278540.5,ACACA,UTR3
ACACA_ENSG00000278540.5,PAS20118_AATAAA_0.35,0.747919551,NA,ACACA_ENSG00000278540.5,0.194953856,1,0.658825156,0.769049376,ACACA_ENSG00000278540.5,0.167993004,0.167993004,0.167993004,0.189815268,0.189815268,0.189815268,0.021822264,chr17,37085459,37085460,14,-,ENSG00000278540.5,ACACA,UTR3
ACACB_ENSG00000076555.16,PAS15036_APA_0.35,0.047135466,0,ACACB_ENSG00000076555.16,5.303086403,1,0.021287672,0.05697434,ACACB_ENSG00000076555.16,0.181328665,0.181328665,0.181328665,0.074852568,0.074852568,0.074852568,-0.106476097,chr12,109266547,109266548,18,+,ENSG00000076555.16,ACACB,UTR3
ACACB_ENSG00000076555.16,PAS15037_AATAAA_0.25,0.047135466,0,ACACB_ENSG00000076555.16,5.303086403,1,0.021287672,0.05697434,ACACB_ENSG00000076555.16,0.818671335,0.818671335,0.818671335,0.925147432,0.925147432,0.925147432,0.106476097,chr12,109268222,109268223,84,+,ENSG00000076555.16,ACACB,UTR3
ACADSB_ENSG00000196177.13,PAS12506_AATAAA_0.15,0.812961534,NA,ACADSB_ENSG00000196177.13,0.1091528,1,0.741110729,0.830170017,ACADSB_ENSG00000196177.13,0.701301207,0.701301207,0.701301207,0.674410363,0.674410363,0.674410363,-0.026890844,chr10,123055135,123055136,62,+,ENSG00000196177.13,ACADSB,UTR3
ACADSB_ENSG00000196177.13,PAS12507_AATAAA_0.2,0.812961534,NA,ACADSB_ENSG00000196177.13,0.1091528,1,0.741110729,0.830170017,ACADSB_ENSG00000196177.13,0.298698793,0.298698793,0.298698793,0.325589637,0.325589637,0.325589637,0.026890844,chr10,123058288,123058289,50,+,ENSG00000196177.13,ACADSB,UTR3
