gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,SDMAi_ADMAi_96hrs_1,SDMAi_ADMAi_96hrs_2,SDMAi_ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
GPAT4_ENSG00000158669.11,PAS10116_AATAAA_0.2,4.87E-137,8.51E-123,GPAT4_ENSG00000158669.11,557.6982859,1,2.66E-123,1.27E-120,GPAT4_ENSG00000158669.11,0.040732962,0.040732962,0.040732962,0.426583993,0.426583993,0.426583993,0.385851032,chr8,41625000,41625001,93,+,ENSG00000158669.11,GPAT4,UTR3
EEF1A1_ENSG00000156508.19,PAS8650_AATAAA_0.3,1.25E-137,1.71E-122,EEF1A1_ENSG00000156508.19,556.3101858,1,5.34E-123,2.45E-120,EEF1A1_ENSG00000156508.19,0.115407392,0.115407392,0.115407392,0.433080815,0.433080815,0.433080815,0.317673423,chr6,73515751,73515752,1327,-,ENSG00000156508.19,EEF1A1,UTR3
RPL27A_ENSG00000166441.13,PAS13219_AATAAA_0.3,2.10E-189,3.66E-122,RPL27A_ENSG00000166441.13,556.1707442,1,5.72E-123,2.52E-120,RPL27A_ENSG00000166441.13,9.54E-04,9.54E-04,9.54E-04,0.011701807,0.011701807,0.011701807,0.010747512,chr11,8689643,8689644,83,+,ENSG00000166441.13,RPL27A,UTR3
RAN_ENSG00000132341.12,PAS15248_AATAAA_0.35,1.65E-118,2.56E-117,RAN_ENSG00000132341.12,532.5160079,1,8.01E-118,3.40E-115,RAN_ENSG00000132341.12,0.937745536,0.937745536,0.937745536,0.777779341,0.777779341,0.777779341,-0.159966195,chr12,130876278,130876279,443,+,ENSG00000132341.12,RAN,UTR3
KDELR2_ENSG00000136240.10,PAS9538_None_0.2,5.78E-203,3.57E-115,KDELR2_ENSG00000136240.10,522.6615644,1,1.12E-115,4.57E-113,KDELR2_ENSG00000136240.10,0.401511992,0.401511992,0.401511992,0.181626879,0.181626879,0.181626879,-0.219885113,chr7,6462787,6462788,1431,-,ENSG00000136240.10,KDELR2,UTR3
RBM17_ENSG00000134453.16,PAS12027_APA_0.2,4.69E-110,5.77E-111,RBM17_ENSG00000134453.16,501.9312327,1,3.61E-111,1.43E-108,RBM17_ENSG00000134453.16,0.903490318,0.903490318,0.903490318,0.670568448,0.670568448,0.670568448,-0.23292187,chr10,6115750,6115751,1596,+,ENSG00000134453.16,RBM17,UTR3
PHLDA1_ENSG00000139289.15,PAS15718_ATTAAA_0.15,3.23E-111,3.22E-108,PHLDA1_ENSG00000139289.15,492.5185199,1,4.03E-109,1.54E-106,PHLDA1_ENSG00000139289.15,0.530382688,0.530382688,0.530382688,0.22750456,0.22750456,0.22750456,-0.302878129,chr12,76029568,76029569,278,-,ENSG00000139289.15,PHLDA1,UTR3
GPAT4_ENSG00000158669.11,PAS10114_AATAAA_0.15,4.87E-137,3.80E-107,GPAT4_ENSG00000158669.11,485.7642518,1,1.19E-107,4.40E-105,GPAT4_ENSG00000158669.11,0.890540449,0.890540449,0.890540449,0.484462645,0.484462645,0.484462645,-0.406077805,chr8,41621911,41621912,1554,+,ENSG00000158669.11,GPAT4,UTR3
CD59_ENSG00000085063.18,PAS14015_AATAAA_0.25,2.69E-279,7.38E-106,CD59_ENSG00000085063.18,481.230078,1,1.15E-106,4.13E-104,CD59_ENSG00000085063.18,0.123272854,0.123272854,0.123272854,0.294226866,0.294226866,0.294226866,0.170954012,chr11,33705282,33705283,1212,-,ENSG00000085063.18,CD59,UTR3
SYNCRIP_ENSG00000135316.19,PAS8705_AATAAA_0.35,4.73E-137,1.63E-101,SYNCRIP_ENSG00000135316.19,461.2705507,1,2.54E-102,8.84E-100,SYNCRIP_ENSG00000135316.19,0.203404156,0.203404156,0.203404156,0.526649021,0.526649021,0.526649021,0.323244865,chr6,85614205,85614206,387,-,ENSG00000135316.19,SYNCRIP,UTR3
PA2G4_ENSG00000170515.14,PAS14775_AATAAA_0.35,4.84E-99,0,PA2G4_ENSG00000170515.14,456.5095915,1,2.76E-101,9.06E-99,PA2G4_ENSG00000170515.14,0.800194414,0.800194414,0.800194414,0.557114196,0.557114196,0.557114196,-0.243080218,chr12,56113147,56113148,3556,+,ENSG00000170515.14,PA2G4,UTR3
PA2G4_ENSG00000170515.14,PAS14776_AATAAA_0.2,4.84E-99,0,PA2G4_ENSG00000170515.14,456.5095915,1,2.76E-101,9.06E-99,PA2G4_ENSG00000170515.14,0.199805586,0.199805586,0.199805586,0.442885804,0.442885804,0.442885804,0.243080218,chr12,56113904,56113905,977,+,ENSG00000170515.14,PA2G4,UTR3
CYCS_ENSG00000172115.9,PAS9602_APA_0.3,6.30E-100,3.87E-100,CYCS_ENSG00000172115.9,453.5622331,1,1.21E-100,3.86E-98,CYCS_ENSG00000172115.9,0.282885374,0.282885374,0.282885374,0.109753396,0.109753396,0.109753396,-0.173131978,chr7,25123669,25123670,188,-,ENSG00000172115.9,CYCS,UTR3
ENY2_ENSG00000120533.13,PAS10334_AATAAA_0.2,3.74E-97,1.44E-99,ENY2_ENSG00000120533.13,449.5552494,1,9.01E-100,2.79E-97,ENY2_ENSG00000120533.13,0.991306374,0.991306374,0.991306374,0.804394974,0.804394974,0.804394974,-0.1869114,chr8,109343662,109343663,871,+,ENSG00000120533.13,ENY2,UTR3
CD59_ENSG00000085063.18,PAS14019_AATAAA_0.35,2.69E-279,4.89E-97,CD59_ENSG00000085063.18,440.6910133,1,7.66E-98,2.31E-95,CD59_ENSG00000085063.18,0.312656639,0.312656639,0.312656639,0.142265253,0.142265253,0.142265253,-0.170391386,chr11,33709997,33709998,1128,-,ENSG00000085063.18,CD59,UTR3
RPL37_ENSG00000145592.14,PAS7270_AATAAA_0.35,1.39E-185,4.33E-94,RPL37_ENSG00000145592.14,426.5786023,1,9.03E-95,2.65E-92,RPL37_ENSG00000145592.14,0.004054355,0.004054355,0.004054355,0.062148434,0.062148434,0.062148434,0.058094078,chr5,40825264,40825265,245,-,ENSG00000145592.14,RPL37,UTR3
CALM1_ENSG00000198668.14,PAS16842_AATAAA_0.25,1.30E-90,5.84E-94,CALM1_ENSG00000198668.14,423.7880229,1,3.66E-94,1.05E-91,CALM1_ENSG00000198668.14,0.153805623,0.153805623,0.153805623,0.438579046,0.438579046,0.438579046,0.284773423,chr14,90408265,90408266,1269,+,ENSG00000198668.14,CALM1,UTR3
CD59_ENSG00000085063.18,PAS14014_APA_0.3,2.69E-279,4.63E-92,CD59_ENSG00000085063.18,417.8296488,1,7.24E-93,2.03E-90,CD59_ENSG00000085063.18,0.00549026,0.00549026,0.00549026,0.074326261,0.074326261,0.074326261,0.068836001,chr11,33703012,33703013,29,-,ENSG00000085063.18,CD59,UTR3
RAC1_ENSG00000136238.20,PAS9008_AATAAA_0.25,2.50E-94,8.32E-92,RAC1_ENSG00000136238.20,413.893649,1,5.21E-92,1.42E-89,RAC1_ENSG00000136238.20,0.648734297,0.648734297,0.648734297,0.816869624,0.816869624,0.816869624,0.168135327,chr7,6403965,6403966,5231,+,ENSG00000136238.20,RAC1,UTR3
MAP4K4_ENSG00000071054.17,PAS2789_AATAAA_0.3,1.77E-89,3.28E-91,MAP4K4_ENSG00000071054.17,413.350035,1,6.84E-92,1.82E-89,MAP4K4_ENSG00000071054.17,0.371933268,0.371933268,0.371933268,0.116207871,0.116207871,0.116207871,-0.255725397,chr2,101891494,101891495,95,+,ENSG00000071054.17,MAP4K4,UTR3
CD44_ENSG00000026508.21,PAS13369_APA_0,3.27E-99,2.11E-90,CD44_ENSG00000026508.21,409.6346965,1,4.40E-91,1.15E-88,CD44_ENSG00000026508.21,0.380522894,0.380522894,0.380522894,0.154393852,0.154393852,0.154393852,-0.226129041,chr11,35229467,35229468,1257,+,ENSG00000026508.21,CD44,UTR3
ELOB_ENSG00000103363.16,PAS18742_AATAAA_0.15,6.70E-89,0,ELOB_ENSG00000103363.16,409.42104,1,4.90E-91,1.20E-88,ELOB_ENSG00000103363.16,0.086366295,0.086366295,0.086366295,0.358220044,0.358220044,0.358220044,0.271853749,chr16,2771414,2771415,896,-,ENSG00000103363.16,ELOB,UTR3
ELOB_ENSG00000103363.16,PAS18743_AATAAA_0,6.70E-89,0,ELOB_ENSG00000103363.16,409.42104,1,4.90E-91,1.20E-88,ELOB_ENSG00000103363.16,0.913633705,0.913633705,0.913633705,0.641779956,0.641779956,0.641779956,-0.271853749,chr16,2771940,2771941,1634,-,ENSG00000103363.16,ELOB,UTR3
RPL37A_ENSG00000197756.10,PAS3135_AATAAA_0.2,4.31E-95,2.32E-90,RPL37A_ENSG00000197756.10,409.4445833,1,4.84E-91,1.20E-88,RPL37A_ENSG00000197756.10,0.993280521,0.993280521,0.993280521,0.955746009,0.955746009,0.955746009,-0.037534512,chr2,216501462,216501463,26092,+,ENSG00000197756.10,RPL37A,UTR3
MAP4_ENSG00000047849.22,PAS4998_AATAAA_0.1,1.08E-88,0,MAP4_ENSG00000047849.22,408.4063033,1,8.15E-91,1.91E-88,MAP4_ENSG00000047849.22,0.339898914,0.339898914,0.339898914,0.752121262,0.752121262,0.752121262,0.412222348,chr3,47850695,47850696,1004,-,ENSG00000047849.22,MAP4,UTR3
MAP4_ENSG00000047849.22,PAS4999_AATAAA_0.3,1.08E-88,0,MAP4_ENSG00000047849.22,408.4063033,1,8.15E-91,1.91E-88,MAP4_ENSG00000047849.22,0.660101086,0.660101086,0.660101086,0.247878738,0.247878738,0.247878738,-0.412222348,chr3,47851559,47851560,1048,-,ENSG00000047849.22,MAP4,UTR3
ENSA_ENSG00000143420.19,PAS1894_AATAAA_0.35,1.09E-87,1.59E-88,ENSA_ENSG00000143420.19,400.1991143,1,4.98E-89,1.14E-86,ENSA_ENSG00000143420.19,0.933633105,0.933633105,0.933633105,0.414370964,0.414370964,0.414370964,-0.519262141,chr1,150622127,150622128,2196,-,ENSG00000143420.19,ENSA,UTR3
JPT1_ENSG00000189159.16,PAS20460_APA_0.25,1.17E-82,0,JPT1_ENSG00000189159.16,380.5620921,1,9.39E-85,2.07E-82,JPT1_ENSG00000189159.16,0.205012346,0.205012346,0.205012346,0.574497505,0.574497505,0.574497505,0.36948516,chr17,75135250,75135251,883,-,ENSG00000189159.16,JPT1,UTR3
JPT1_ENSG00000189159.16,PAS20461_ATTAAA_0.1,1.17E-82,0,JPT1_ENSG00000189159.16,380.5620921,1,9.39E-85,2.07E-82,JPT1_ENSG00000189159.16,0.794987654,0.794987654,0.794987654,0.425502495,0.425502495,0.425502495,-0.36948516,chr17,75135988,75135989,1034,-,ENSG00000189159.16,JPT1,UTR3
RAC1_ENSG00000136238.20,PAS9006_ATTAAA_0.3,2.50E-94,4.60E-83,RAC1_ENSG00000136238.20,373.7344804,1,2.88E-83,6.23E-81,RAC1_ENSG00000136238.20,0.2591492,0.2591492,0.2591492,0.118468156,0.118468156,0.118468156,-0.140681043,chr7,6402692,6402693,418,+,ENSG00000136238.20,RAC1,UTR3
RAN_ENSG00000132341.12,PAS15251_APA_0.25,1.65E-118,1.50E-82,RAN_ENSG00000132341.12,372.7557844,1,4.70E-83,9.98E-81,RAN_ENSG00000132341.12,0.035547504,0.035547504,0.035547504,0.144165572,0.144165572,0.144165572,0.108618068,chr12,130877676,130877677,602,+,ENSG00000132341.12,RAN,UTR3
RBM17_ENSG00000134453.16,PAS12029_AATAAA_0.15,4.69E-110,2.95E-80,RBM17_ENSG00000134453.16,360.8438793,1,1.84E-80,3.85E-78,RBM17_ENSG00000134453.16,0.051394029,0.051394029,0.051394029,0.213192101,0.213192101,0.213192101,0.161798072,chr10,6116830,6116831,754,+,ENSG00000134453.16,RBM17,UTR3
HTT_ENSG00000197386.14,PAS5649_APA_0.15,3.46E-78,0,HTT_ENSG00000197386.14,359.8177271,1,3.09E-80,6.21E-78,HTT_ENSG00000197386.14,0.902492219,0.902492219,0.902492219,0.234421818,0.234421818,0.234421818,-0.668070401,chr4,3240656,3240657,108,+,ENSG00000197386.14,HTT,UTR3
HTT_ENSG00000197386.14,PAS5650_ATTAAA_0.15,3.46E-78,0,HTT_ENSG00000197386.14,359.8177271,1,3.09E-80,6.21E-78,HTT_ENSG00000197386.14,0.097507781,0.097507781,0.097507781,0.765578182,0.765578182,0.765578182,0.668070401,chr4,3243955,3243956,100,+,ENSG00000197386.14,HTT,UTR3
IP6K2_ENSG00000068745.15,PAS5015_APA_0.2,2.42E-78,3.45E-79,IP6K2_ENSG00000068745.15,355.9372183,1,2.16E-79,4.27E-77,IP6K2_ENSG00000068745.15,0.627065416,0.627065416,0.627065416,0.951755842,0.951755842,0.951755842,0.324690426,chr3,48688003,48688004,290,-,ENSG00000068745.15,IP6K2,UTR3
RPL37A_ENSG00000197756.10,PAS3138_AATAAA_0.3,4.31E-95,1.09E-77,RPL37A_ENSG00000197756.10,351.2402612,1,2.28E-78,4.42E-76,RPL37A_ENSG00000197756.10,0.002092302,0.002092302,0.002092302,0.027513015,0.027513015,0.027513015,0.025420713,chr2,216529577,216529578,216,+,ENSG00000197756.10,RPL37A,UTR3
BAIAP2_ENSG00000175866.16,PAS19804_AATAAA_0.2,4.78E-75,5.24E-78,BAIAP2_ENSG00000175866.16,350.5124015,1,3.28E-78,6.27E-76,BAIAP2_ENSG00000175866.16,0.149348452,0.149348452,0.149348452,0.679835329,0.679835329,0.679835329,0.530486877,chr17,81110511,81110512,68,+,ENSG00000175866.16,BAIAP2,UTR3
AP2B1_ENSG00000006125.18,PAS19393_AATAAA_0.35,6.87E-75,6.44E-78,AP2B1_ENSG00000006125.18,350.0999187,1,4.03E-78,7.58E-76,AP2B1_ENSG00000006125.18,0.75337861,0.75337861,0.75337861,0.948236464,0.948236464,0.948236464,0.194857854,chr17,35726408,35726409,6210,+,ENSG00000006125.18,AP2B1,UTR3
H2AZ2_ENSG00000105968.19,PAS9693_APA_0.3,1.24E-73,8.61E-76,H2AZ2_ENSG00000105968.19,341.718893,1,2.69E-76,4.98E-74,H2AZ2_ENSG00000105968.19,0.910562687,0.910562687,0.910562687,0.721428895,0.721428895,0.721428895,-0.189133793,chr7,44834229,44834230,2669,-,ENSG00000105968.19,H2AZ2,UTR3
COPZ1_ENSG00000111481.10,PAS14755_ATTAAA_0.15,3.45E-73,0,COPZ1_ENSG00000111481.10,336.5344224,1,3.63E-75,6.50E-73,COPZ1_ENSG00000111481.10,0.280379514,0.280379514,0.280379514,0.047873514,0.047873514,0.047873514,-0.232506,chr12,54350874,54350875,232,+,ENSG00000111481.10,COPZ1,UTR3
COPZ1_ENSG00000111481.10,PAS14756_AATAAA_0.2,3.45E-73,0,COPZ1_ENSG00000111481.10,336.5344224,1,3.63E-75,6.50E-73,COPZ1_ENSG00000111481.10,0.719620486,0.719620486,0.719620486,0.952126486,0.952126486,0.952126486,0.232506,chr12,54351842,54351843,2655,+,ENSG00000111481.10,COPZ1,UTR3
RNFT2_ENSG00000135119.15,PAS15091_AATAAA_0.3,2.45E-72,0,RNFT2_ENSG00000135119.15,332.540426,1,2.69E-74,4.67E-72,RNFT2_ENSG00000135119.15,0.740138895,0.740138895,0.740138895,0.238074455,0.238074455,0.238074455,-0.50206444,chr12,116852941,116852942,451,+,ENSG00000135119.15,RNFT2,UTR3
RNFT2_ENSG00000135119.15,PAS15092_AATAAA_0.1,2.45E-72,0,RNFT2_ENSG00000135119.15,332.540426,1,2.69E-74,4.67E-72,RNFT2_ENSG00000135119.15,0.259861105,0.259861105,0.259861105,0.761925545,0.761925545,0.761925545,0.50206444,chr12,116853628,116853629,366,+,ENSG00000135119.15,RNFT2,UTR3
CSNK1E_ENSG00000213923.13,PAS23668_AATAAA_0,1.13E-69,1.66E-72,CSNK1E_ENSG00000213923.13,326.6349723,1,5.20E-73,8.90E-71,CSNK1E_ENSG00000213923.13,0.082876676,0.082876676,0.082876676,0.472578481,0.472578481,0.472578481,0.389701805,chr22,38296205,38296206,382,-,ENSG00000213923.13,CSNK1E,UTR3
RER1_ENSG00000157916.20,PAS28_APA_0.25,1.61E-139,8.26E-72,RER1_ENSG00000157916.20,322.0540464,1,5.17E-72,8.72E-70,RER1_ENSG00000157916.20,0.560953024,0.560953024,0.560953024,0.141251317,0.141251317,0.141251317,-0.419701707,chr1,2403215,2403216,191,+,ENSG00000157916.20,RER1,UTR3
ATP5MJ_ENSG00000156411.10,PAS17336_AATAAA_0.15,5.59E-70,0,ATP5MJ_ENSG00000156411.10,321.593816,1,6.51E-72,1.07E-69,ATP5MJ_ENSG00000156411.10,0.094911727,0.094911727,0.094911727,0.311443526,0.311443526,0.311443526,0.216531799,chr14,103912300,103912301,603,-,ENSG00000156411.10,ATP5MJ,UTR3
ATP5MJ_ENSG00000156411.10,PAS17337_AATAAA_0.15,5.59E-70,0,ATP5MJ_ENSG00000156411.10,321.593816,1,6.51E-72,1.07E-69,ATP5MJ_ENSG00000156411.10,0.905088273,0.905088273,0.905088273,0.688556474,0.688556474,0.688556474,-0.216531799,chr14,103912516,103912517,3581,-,ENSG00000156411.10,ATP5MJ,UTR3
CYRIB_ENSG00000153310.22,PAS10942_AATAAA_0.2,5.69E-70,0,CYRIB_ENSG00000153310.22,321.5220406,1,6.75E-72,1.08E-69,CYRIB_ENSG00000153310.22,0.024232976,0.024232976,0.024232976,0.365330498,0.365330498,0.365330498,0.341097522,chr8,129839594,129839595,69,-,ENSG00000153310.22,CYRIB,UTR3
CYRIB_ENSG00000153310.22,PAS10943_AATAAA_0.15,5.69E-70,0,CYRIB_ENSG00000153310.22,321.5220406,1,6.75E-72,1.08E-69,CYRIB_ENSG00000153310.22,0.975767024,0.975767024,0.975767024,0.634669502,0.634669502,0.634669502,-0.341097522,chr8,129841471,129841472,392,-,ENSG00000153310.22,CYRIB,UTR3
RPS23_ENSG00000186468.13,PAS7390_AATAAA_0.4,7.90E-70,2.70E-71,RPS23_ENSG00000186468.13,319.6931726,1,1.69E-71,2.65E-69,RPS23_ENSG00000186468.13,0.994020407,0.994020407,0.994020407,0.934381874,0.934381874,0.934381874,-0.059638534,chr5,82276065,82276066,33311,-,ENSG00000186468.13,RPS23,UTR3
AP2B1_ENSG00000006125.18,PAS19391_ATTAAA_0.3,6.87E-75,8.33E-71,AP2B1_ENSG00000006125.18,317.4458784,1,5.21E-71,8.08E-69,AP2B1_ENSG00000006125.18,0.229444063,0.229444063,0.229444063,0.049038121,0.049038121,0.049038121,-0.180405941,chr17,35724085,35724086,534,+,ENSG00000006125.18,AP2B1,UTR3
RPS23_ENSG00000186468.13,PAS7388_AATAAA_0.2,7.90E-70,1.33E-70,RPS23_ENSG00000186468.13,316.5078746,1,8.35E-71,1.28E-68,RPS23_ENSG00000186468.13,0.004799449,0.004799449,0.004799449,0.061381859,0.061381859,0.061381859,0.05658241,chr5,82273321,82273322,578,-,ENSG00000186468.13,RPS23,UTR3
