gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO1,DMSO2,DMSO3,treatment_1,treatment_2,treatment_3,mean_diff,V1,start,V3,V5,strand,V7,V8,V9,mean_usage,pA_type,cell_line
ABHD10_ENSG00000144827.9,PAS9867_AATAAA_0.2,0.049861764597391334,0,ABHD10_ENSG00000144827.9,6.270601838804623,1,0.01227574400448911,0.06559255650786033,ABHD10_ENSG00000144827.9,0.8068589860672222,0.8068589860672222,0.8068589860672222,0.9198609178666886,0.9198609178666886,0.9198609178666886,0.11300193179946648,chr3,111993366,111993367,532,+,ENSG00000144827.9,ABHD10,UTR3,0.8633599519669554,distal pA,SUM149PT
ABHD13_ENSG00000139826.6,PAS35633_AATAAA_0.35,0.9918709893111716,NA,ABHD13_ENSG00000139826.6,-0.013763024329705331,1,1,1,ABHD13_ENSG00000139826.6,0.6293186149782074,0.6293186149782074,0.6293186149782074,0.6491867407618486,0.6491867407618486,0.6491867407618486,0.01986812578364117,chr13,108230907,108230908,123,+,ENSG00000139826.6,ABHD13,UTR3,0.639252677870028,distal pA,SUM149PT
ABHD17C_ENSG00000136379.12,PAS38820_AATAAA_0.15,0.3180905586989217,NA,ABHD17C_ENSG00000136379.12,2.035068106069616,1,0.1537072993671254,0.36776437462734,ABHD17C_ENSG00000136379.12,0.8209026232564894,0.8209026232564894,0.8209026232564894,0.7223929341229258,0.7223929341229258,0.7223929341229258,-0.09850968913356362,chr15,80755618,80755619,1576,+,ENSG00000136379.12,ABHD17C,UTR3,0.7716477786897076,distal pA,SUM149PT
ABHD18_ENSG00000164074.17,PAS13044_APA_0.15,0.6912386694719725,NA,ABHD18_ENSG00000164074.17,0.4422932501280172,1,0.5060176729836448,0.7249344970350405,ABHD18_ENSG00000164074.17,0.4817337623596797,0.4817337623596797,0.4817337623596797,0.39424489146309794,0.39424489146309794,0.39424489146309794,-0.08748887089658186,chr4,128039708,128039709,86,+,ENSG00000164074.17,ABHD18,UTR3,0.4379893269113888,distal pA,SUM149PT
ABHD2_ENSG00000140526.18,PAS38882_AATAAA_0.05,0.9872712658455364,NA,ABHD2_ENSG00000140526.18,0.21071796256217112,1,0.6462052534485024,0.8158456504481274,ABHD2_ENSG00000140526.18,0.5117692109568789,0.5117692109568789,0.5117692109568789,0.5446492812429367,0.5446492812429367,0.5446492812429367,0.03288007028605777,chr15,89202353,89202354,738,+,ENSG00000140526.18,ABHD2,UTR3,0.5282092460999077,distal pA,SUM149PT
ABHD5_ENSG00000011198.10,PAS9393_AATAAA_0.35,0.2008641235834455,NA,ABHD5_ENSG00000011198.10,3.0738991387635224,1,0.07955843960988124,0.24038882852943969,ABHD5_ENSG00000011198.10,0.5281118267939708,0.5281118267939708,0.5281118267939708,0.33787885757010705,0.33787885757010705,0.33787885757010705,-0.1902329692238638,chr3,43719869,43719870,112,+,ENSG00000011198.10,ABHD5,UTR3,0.43299534218203894,distal pA,SUM149PT
ABI2_ENSG00000138443.17,PAS6815_AATAAA_0.2,2.333938206100932e-7,4.399260533326921e-9,ABI2_ENSG00000138443.17,37.16760742117424,1,1.083995403458916e-9,6.487563316022238e-8,ABI2_ENSG00000138443.17,0.41000349314355,0.41000349314355,0.41000349314355,0.7999290915536246,0.7999290915536246,0.7999290915536246,0.3899255984100745,chr2,203432167,203432168,656,+,ENSG00000138443.17,ABI2,UTR3,0.6049662923485872,distal pA,SUM149PT
ABRAXAS2_ENSG00000165660.8,PAS27836_AATAAA_0.2,0.31446878391953403,NA,ABRAXAS2_ENSG00000165660.8,2.064370336517783,1,0.15077719470813597,0.3632182532047729,ABRAXAS2_ENSG00000165660.8,0.5779838450262038,0.5779838450262038,0.5779838450262038,0.7574439250199433,0.7574439250199433,0.7574439250199433,0.17946007999373947,chr10,124836666,124836667,207,+,ENSG00000165660.8,ABRAXAS2,UTR3,0.6677138850230735,distal pA,SUM149PT
ABT1_ENSG00000146109.5,PAS17314_AATAAA_0.35,0.7227933371144803,NA,ABT1_ENSG00000146109.5,0.3647143822227008,1,0.545899574810457,0.7501160350239108,ABT1_ENSG00000146109.5,0.015454779086186976,0.015454779086186976,0.015454779086186976,0.02140877894235571,0.02140877894235571,0.02140877894235571,0.005953999856168735,chr6,26600046,26600047,69,+,ENSG00000146109.5,ABT1,UTR3,0.018431779014271343,distal pA,SUM149PT
ACADSB_ENSG00000196177.13,PAS27819_AATAAA_0.2,0.9880045184366322,NA,ACADSB_ENSG00000196177.13,0.0016393973617141455,1,0.9677029001012366,0.9883274608156964,ACADSB_ENSG00000196177.13,0.26433985229932555,0.26433985229932555,0.26433985229932555,0.26898898280596006,0.26898898280596006,0.26898898280596006,0.0046491305066345134,chr10,123058288,123058289,94,+,ENSG00000196177.13,ACADSB,UTR3,0.2666644175526428,distal pA,SUM149PT
ACBD4_ENSG00000181513.15,PAS42860_AATAAA_0.1,1,NA,ACBD4_ENSG00000181513.15,NA,1,1,NA,ACBD4_ENSG00000181513.15,NA,NA,NA,NA,NA,NA,NA,chr17,45144173,45144174,204,+,ENSG00000181513.15,ACBD4,UTR3,NA,distal pA,SUM149PT
ACCS_ENSG00000110455.14,PAS29626_AATAAA_0.4,0.2838477712016818,NA,ACCS_ENSG00000110455.14,2.3002899637061205,1,0.12934984945734343,0.3300660054508038,ACCS_ENSG00000110455.14,0.3268277159117733,0.3268277159117733,0.3268277159117733,0.5097420772946779,0.5097420772946779,0.5097420772946779,0.18291436138290465,chr11,44084233,44084234,44,+,ENSG00000110455.14,ACCS,UTR3,0.4182848966032256,distal pA,SUM149PT
ACER3_ENSG00000078124.13,PAS30190_APA_0.25,0.037732979305898105,1,ACER3_ENSG00000078124.13,0.0021636615510942647,1,0.9628996388845228,0.9869862352094044,ACER3_ENSG00000078124.13,0.5012248863534964,0.5012248863534964,0.5012248863534964,0.500122694839202,0.500122694839202,0.500122694839202,-0.0011021915142943597,chr11,77022926,77022927,59,+,ENSG00000078124.13,ACER3,UTR3,0.5006737905963492,distal pA,SUM149PT
ACO2_ENSG00000100412.17,PAS51142_APA_0.15,0.5150800919214197,NA,ACO2_ENSG00000100412.17,1.009476531782184,1,0.31502827845162273,0.5611925107807649,ACO2_ENSG00000100412.17,0.8412994277219921,0.8412994277219921,0.8412994277219921,0.8033404641449764,0.8033404641449764,0.8033404641449764,-0.03795896357701545,chr22,41528972,41528973,807,+,ENSG00000100412.17,ACO2,UTR3,0.8223199459334842,distal pA,SUM149PT
ACOT11_ENSG00000162390.18,PAS912_APA_0.3,0.3969708323311637,NA,ACOT11_ENSG00000162390.18,1.5896127567448275,1,0.2073814687975602,0.4434129831861304,ACOT11_ENSG00000162390.18,0.09449220350498932,0.09449220350498932,0.09449220350498932,0.13923367619735572,0.13923367619735572,0.13923367619735572,0.04474147269236639,chr1,54611073,54611074,10,+,ENSG00000162390.18,ACOT11,UTR3,0.11686293985117252,distal pA,SUM149PT
ACOT13_ENSG00000112304.11,PAS17263_APA_0.3,0.8184653306971607,NA,ACOT13_ENSG00000112304.11,0.258407891294155,1,0.6112160705494166,0.7927762275035529,ACOT13_ENSG00000112304.11,0.0858650781515724,0.0858650781515724,0.0858650781515724,0.0747744950831627,0.0747744950831627,0.0747744950831627,-0.01109058306840971,chr6,24704970,24704971,99,+,ENSG00000112304.11,ACOT13,UTR3,0.08031978661736755,distal pA,SUM149PT
ACP1_ENSG00000143727.16,PAS5174_AATAAA_0.15,2.273114174467655e-18,0,ACP1_ENSG00000143727.16,86.27754181373348,1,1.5637433345305944e-20,3.517613669934597e-18,ACP1_ENSG00000143727.16,0.3819163927067782,0.3819163927067782,0.3819163927067782,0.6600129861193071,0.6600129861193071,0.6600129861193071,0.278096593412529,chr2,278279,278280,1036,+,ENSG00000143727.16,ACP1,UTR3,0.5209646894130426,distal pA,SUM149PT
ACP7_ENSG00000183760.11,PAS46780_AATAAA_0.05,0.5302948801967523,NA,ACP7_ENSG00000183760.11,0.9504389110074384,1,0.32960760145896345,0.5754570288016989,ACP7_ENSG00000183760.11,0.7639002865008435,0.7639002865008435,0.7639002865008435,0.8674988060288144,0.8674988060288144,0.8674988060288144,0.10359851952797083,chr19,39111496,39111497,15,+,ENSG00000183760.11,ACP7,UTR3,0.8156995462648289,distal pA,SUM149PT
ACSF2_ENSG00000167107.13,PAS43003_APA_0,0.8538841739163314,NA,ACSF2_ENSG00000167107.13,0.12125297743568808,1,0.727679487799352,0.868133512841163,ACSF2_ENSG00000167107.13,0.8689154300363445,0.8689154300363445,0.8689154300363445,0.8545541520478133,0.8545541520478133,0.8545541520478133,-0.014361277988531262,chr17,50474830,50474831,223,+,ENSG00000167107.13,ACSF2,UTR3,0.861734791042079,distal pA,SUM149PT
ACSF3_ENSG00000176715.17,PAS40990_APA_0.15,0.06824562364375329,NA,ACSF3_ENSG00000176715.17,5.543291709545258,1,0.018551655874808063,0.08856328364384225,ACSF3_ENSG00000176715.17,0.8319818682783667,0.8319818682783667,0.8319818682783667,0.9719008879979008,0.9719008879979008,0.9719008879979008,0.13991901971953413,chr16,89154585,89154586,156,+,ENSG00000176715.17,ACSF3,UTR3,0.9019413781381338,distal pA,SUM149PT
ACSL3_ENSG00000123983.15,PAS6992_APA_0.25,4.384185823772121e-4,1,ACSL3_ENSG00000123983.15,0.5520053292998455,1,0.4574994734165529,0.6866054074488673,ACSL3_ENSG00000123983.15,0.24111980108562237,0.24111980108562237,0.24111980108562237,0.2654380338500605,0.2654380338500605,0.2654380338500605,0.02431823276443812,chr2,222943144,222943145,14,+,ENSG00000123983.15,ACSL3,UTR3,0.2532789174678414,distal pA,SUM149PT
ACSS2_ENSG00000131069.20,PAS49050_AATAAA_0.25,0.3290970494312675,NA,ACSS2_ENSG00000131069.20,1.9678867001680376,1,0.1606723555905834,0.3784604122387329,ACSS2_ENSG00000131069.20,0.9436929965099784,0.9436929965099784,0.9436929965099784,0.9758478981350908,0.9758478981350908,0.9758478981350908,0.03215490162511214,chr20,34927956,34927957,1120,+,ENSG00000131069.20,ACSS2,UTR3,0.9597704473225346,distal pA,SUM149PT
ACTN4_ENSG00000130402.14,PAS46770_AATAAA_0.2,0.8609271423601914,NA,ACTN4_ENSG00000130402.14,0.14169176513678394,1,0.7066049277548986,0.8557803861571233,ACTN4_ENSG00000130402.14,0.2892558646055682,0.2892558646055682,0.2892558646055682,0.2742190304790391,0.2742190304790391,0.2742190304790391,-0.015036834126529064,chr19,38730529,38730530,9045,+,ENSG00000130402.14,ACTN4,UTR3,0.2817374475423037,distal pA,SUM149PT
ACTR10_ENSG00000131966.14,PAS36603_APA_0.2,0.5066516137531855,NA,ACTR10_ENSG00000131966.14,1.0429412620278526,1,0.3071383974972406,0.5530271421676094,ACTR10_ENSG00000131966.14,0.1023481753467046,0.1023481753467046,0.1023481753467046,0.08026268440009043,0.08026268440009043,0.08026268440009043,-0.02208549094661416,chr14,58235631,58235632,249,+,ENSG00000131966.14,ACTR10,UTR3,0.09130542987339751,distal pA,SUM149PT
ACTR2_ENSG00000138071.15,PAS5742_AATAAA_0.25,0.18328963947400137,NA,ACTR2_ENSG00000138071.15,7.869236807457128,1,0.005028287101552796,0.03340329012930719,ACTR2_ENSG00000138071.15,0.6052064053959365,0.6052064053959365,0.6052064053959365,0.6834768617293365,0.6834768617293365,0.6834768617293365,0.07827045633340002,chr2,65271250,65271251,4798,+,ENSG00000138071.15,ACTR2,UTR3,0.6443416335626365,distal pA,SUM149PT
ACTR3_ENSG00000115091.12,PAS6192_AATAAA_0.2,0.0884726346041165,NA,ACTR3_ENSG00000115091.12,8.287906844844201,1,0.00399099654815395,0.02837631169687443,ACTR3_ENSG00000115091.12,0.69190903680213,0.69190903680213,0.69190903680213,0.586959807541233,0.586959807541233,0.586959807541233,-0.104949229260897,chr2,113958254,113958255,921,+,ENSG00000115091.12,ACTR3,UTR3,0.6394344221716814,distal pA,SUM149PT
ACTR6_ENSG00000075089.10,PAS33036_AATAAA_0.25,0.892159768069039,NA,ACTR6_ENSG00000075089.10,0.07083060081004078,1,0.7901312435289076,0.9030785411721864,ACTR6_ENSG00000075089.10,0.8190152556346664,0.8190152556346664,0.8190152556346664,0.8040225090065549,0.8040225090065549,0.8040225090065549,-0.014992746628111342,chr12,100224422,100224423,604,+,ENSG00000075089.10,ACTR6,UTR3,0.8115188823206106,distal pA,SUM149PT
ACVR2A_ENSG00000121989.15,PAS6361_AATAAA_0.25,0.9083963090818766,NA,ACVR2A_ENSG00000121989.15,0.05146712674155651,1,0.8205297492707466,0.9167196128391362,ACVR2A_ENSG00000121989.15,0.5005873280600095,0.5005873280600095,0.5005873280600095,0.46742409267972895,0.46742409267972895,0.46742409267972895,-0.0331632353802806,chr2,147930821,147930822,109,+,ENSG00000121989.15,ACVR2A,UTR3,0.4840057103698692,distal pA,SUM149PT
ACVR2B_ENSG00000114739.14,PAS9324_AATAAA_0.2,0.4547422196385243,NA,ACVR2B_ENSG00000114739.14,1.2696137401897545,1,0.25983915447763084,0.5021658196518516,ACVR2B_ENSG00000114739.14,0.2398404471170409,0.2398404471170409,0.2398404471170409,0.36390913336593655,0.36390913336593655,0.36390913336593655,0.12406868624889568,chr3,38493139,38493140,174,+,ENSG00000114739.14,ACVR2B,UTR3,0.3018747902414887,distal pA,SUM149PT
ADAM9_ENSG00000168615.13,PAS22641_ATTAAA_0.3,0.5455598625099497,NA,ADAM9_ENSG00000168615.13,0.8919803098515331,1,0.34494122638996816,0.5895268772216289,ADAM9_ENSG00000168615.13,0.05122002358322353,0.05122002358322353,0.05122002358322353,0.08762159186140084,0.08762159186140084,0.08762159186140084,0.03640156827817731,chr8,39105257,39105258,98,+,ENSG00000168615.13,ADAM9,UTR3,0.06942080772231218,distal pA,SUM149PT
ADARB1_ENSG00000197381.18,PAS50405_AATAAA_0.15,0.8544769647341528,NA,ADARB1_ENSG00000197381.18,0.12012664522782757,1,0.7288971731689726,0.8683570753403307,ADARB1_ENSG00000197381.18,0.6594352922574571,0.6594352922574571,0.6594352922574571,0.7029802223845869,0.7029802223845869,0.7029802223845869,0.04354493012712979,chr21,45226558,45226559,1030,+,ENSG00000197381.18,ADARB1,UTR3,0.681207757321022,distal pA,SUM149PT
ADCY7_ENSG00000121281.13,PAS40527_ATTAAA_0.35,0.10701980730187928,NA,ADCY7_ENSG00000121281.13,2.9831641930900332,1,0.08413464299291916,0.24959178879686592,ADCY7_ENSG00000121281.13,0.8573963836788491,0.8573963836788491,0.8573963836788491,0.7573561093568432,0.7573561093568432,0.7573561093568432,-0.1000402743220059,chr16,50318131,50318132,280,+,ENSG00000121281.13,ADCY7,UTR3,0.8073762465178461,distal pA,SUM149PT
ADD3_ENSG00000148700.15,PAS27675_AATAAA_0.25,0.33563062310066016,NA,ADD3_ENSG00000148700.15,1.934213726384769,1,0.1642981783804527,0.3842951476030416,ADD3_ENSG00000148700.15,0.2307634782237327,0.2307634782237327,0.2307634782237327,0.27744491001533944,0.27744491001533944,0.27744491001533944,0.046681431791606776,chr10,110135563,110135564,2057,+,ENSG00000148700.15,ADD3,UTR3,0.25410419411953605,distal pA,SUM149PT
ADGRL2_ENSG00000117114.21,PAS1063_AATAAA_0.3,0.1641072279581776,NA,ADGRL2_ENSG00000117114.21,3.5119229165047727,1,0.06092869981103463,0.2009953846863638,ADGRL2_ENSG00000117114.21,0.49608043520554945,0.49608043520554945,0.49608043520554945,0.7527237455539397,0.7527237455539397,0.7527237455539397,0.25664331034839016,chr1,81992421,81992422,286,+,ENSG00000117114.21,ADGRL2,UTR3,0.6244020903797446,distal pA,SUM149PT
ADIPOR2_ENSG00000006831.10,PAS31945_AATAAA_0.25,0.28436284877859935,NA,ADIPOR2_ENSG00000006831.10,2.296763965539867,1,0.1296438503810858,0.3306222275066472,ADIPOR2_ENSG00000006831.10,0.7817853431476743,0.7817853431476743,0.7817853431476743,0.826653620698538,0.826653620698538,0.826653620698538,0.04486827755086353,chr12,1788670,1788671,2119,+,ENSG00000006831.10,ADIPOR2,UTR3,0.8042194819231061,distal pA,SUM149PT
ADK_ENSG00000156110.15,PAS27278_AATAAA_0.45,0.2979234855334609,NA,ADK_ENSG00000156110.15,0.376253630035535,1,0.5396150813924647,0.7463573315610735,ADK_ENSG00000156110.15,0.2238399057422209,0.2238399057422209,0.2238399057422209,0.2504175362324075,0.2504175362324075,0.2504175362324075,0.026577630490186577,chr10,74709022,74709023,302,+,ENSG00000156110.15,ADK,UTR3,0.2371287209873142,distal pA,SUM149PT
ADM_ENSG00000148926.10,PAS29333_AATAAA_0.1,0.9706869233614648,NA,ADM_ENSG00000148926.10,0.006390011222663361,1,0.93628692816208,0.97321028933482,ADM_ENSG00000148926.10,0.8620878567737498,0.8620878567737498,0.8620878567737498,0.8674351272788277,0.8674351272788277,0.8674351272788277,0.0053472705050776614,chr11,10307395,10307396,1069,+,ENSG00000148926.10,ADM,UTR3,0.8647614920262887,distal pA,SUM149PT
ADORA2B_ENSG00000170425.4,PAS42299_AATAAA_0.2,0.22557930094460657,NA,ADORA2B_ENSG00000170425.4,2.8141078866315183,1,0.09343883072272947,0.2676979412471347,ADORA2B_ENSG00000170425.4,0.2753939640394284,0.2753939640394284,0.2753939640394284,0.43817205127278713,0.43817205127278713,0.43817205127278713,0.16277808723335874,chr17,15976466,15976467,108,+,ENSG00000170425.4,ADORA2B,UTR3,0.35678300765610776,distal pA,SUM149PT
ADO_ENSG00000181915.6,PAS27109_AATAAA_0.25,0.7511565632229373,NA,ADO_ENSG00000181915.6,0.2971799410234439,1,0.5856557694997043,0.7768770645699207,ADO_ENSG00000181915.6,0.4977284070286994,0.4977284070286994,0.4977284070286994,0.5529395099099497,0.5529395099099497,0.5529395099099497,0.05521110288125025,chr10,62808470,62808471,162,+,ENSG00000181915.6,ADO,UTR3,0.5253339584693245,distal pA,SUM149PT
AEBP2_ENSG00000139154.16,PAS32178_ATTAAA_0.2,0.46205137609169306,NA,AEBP2_ENSG00000139154.16,1.88880710310832,1,0.16933652996540066,0.3919728554854587,AEBP2_ENSG00000139154.16,0.11163838564380268,0.11163838564380268,0.11163838564380268,0.16777235278480707,0.16777235278480707,0.16777235278480707,0.0561339671410044,chr12,19520959,19520960,33,+,ENSG00000139154.16,AEBP2,UTR3,0.13970536921430488,distal pA,SUM149PT
AFDN_ENSG00000130396.22,PAS18375_ATTAAA_0.15,0.7450605947707296,NA,AFDN_ENSG00000130396.22,0.3102831309734029,1,0.5775064968309853,0.771543308787275,AFDN_ENSG00000130396.22,0.8995688083443053,0.8995688083443053,0.8995688083443053,0.9294706230894396,0.9294706230894396,0.9294706230894396,0.029901814745134203,chr6,167972021,167972022,726,+,ENSG00000130396.22,AFDN,UTR3,0.9145197157168725,distal pA,SUM149PT
AFMID_ENSG00000183077.16,PAS43411_AATAAA_0.1,0.12311471017761094,NA,AFMID_ENSG00000183077.16,4.179742663658089,1,0.040909912033174615,0.15342098945008026,AFMID_ENSG00000183077.16,0.7889083283271324,0.7889083283271324,0.7889083283271324,0.9128428168287516,0.9128428168287516,0.9128428168287516,0.12393448850161892,chr17,78207700,78207701,637,+,ENSG00000183077.16,AFMID,UTR3,0.850875572577942,distal pA,SUM149PT
AFTPH_ENSG00000119844.17,PAS5722_AATAAA_0.2,0.6344025747353105,NA,AFTPH_ENSG00000119844.17,1.6185174704678502,1,0.2032986291167574,0.43798500893103265,AFTPH_ENSG00000119844.17,0.1803919158638818,0.1803919158638818,0.1803919158638818,0.21797801208832523,0.21797801208832523,0.21797801208832523,0.03758609622444342,chr2,64593001,64593002,283,+,ENSG00000119844.17,AFTPH,UTR3,0.19918496397610352,distal pA,SUM149PT
AGAP1_ENSG00000157985.20,PAS7113_ATTAAA_0.4,0.6017909410533443,NA,AGAP1_ENSG00000157985.20,0.15355484567800204,1,0.6951611068943413,0.8481966671327477,AGAP1_ENSG00000157985.20,0.34210403323491123,0.34210403323491123,0.34210403323491123,0.3910606027612605,0.3910606027612605,0.3910606027612605,0.04895656952634925,chr2,236125482,236125483,17,+,ENSG00000157985.20,AGAP1,UTR3,0.3665823179980858,distal pA,SUM149PT
AGAP3_ENSG00000133612.20,PAS20980_AATAAA_0.05,0.8412282636307854,NA,AGAP3_ENSG00000133612.20,0.13983685239668375,1,0.7084432569568531,0.8566428870022927,AGAP3_ENSG00000133612.20,0.7938948714235408,0.7938948714235408,0.7938948714235408,0.8118275069934161,0.8118275069934161,0.8118275069934161,0.017932635569875344,chr7,151144433,151144434,971,+,ENSG00000133612.20,AGAP3,UTR3,0.8028611892084785,distal pA,SUM149PT
AGBL5_ENSG00000084693.16,PAS5365_AATAAA_0.35,0.0044373930444152635,0,AGBL5_ENSG00000084693.16,11.7828163725095,1,5.97799734189317e-4,0.006346210847817752,AGBL5_ENSG00000084693.16,0.09452041602458028,0.09452041602458028,0.09452041602458028,0.2693665338704301,0.2693665338704301,0.2693665338704301,0.1748461178458498,chr2,27070612,27070613,120,+,ENSG00000084693.16,AGBL5,UTR3,0.18194347494750518,distal pA,SUM149PT
AGFG1_ENSG00000173744.18,PAS7015_ATTAAA_0.3,0.6098144625069812,NA,AGFG1_ENSG00000173744.18,9.152405255008488e-5,1,0.992366898143104,1,AGFG1_ENSG00000173744.18,0.32958404562886806,0.32958404562886806,0.32958404562886806,0.33008617361057274,0.33008617361057274,0.33008617361057274,5.021279817046809e-4,chr2,227556666,227556667,82,+,ENSG00000173744.18,AGFG1,UTR3,0.3298351096197204,distal pA,SUM149PT
AGGF1_ENSG00000164252.13,PAS14850_AATAAA_0.4,0.07447559885729226,NA,AGGF1_ENSG00000164252.13,3.0763454169610895,1,0.07943883981060734,0.2401943320994193,AGGF1_ENSG00000164252.13,0.42405701494562775,0.42405701494562775,0.42405701494562775,0.567257608091595,0.567257608091595,0.567257608091595,0.14320059314596725,chr5,77064090,77064091,347,+,ENSG00000164252.13,AGGF1,UTR3,0.49565731151861137,distal pA,SUM149PT
AGL_ENSG00000162688.17,PAS1201_AATAAA_0.15,0.6536553582135931,NA,AGL_ENSG00000162688.17,0.6232622769416594,1,0.4298375806085759,0.6643930967746143,AGL_ENSG00000162688.17,0.5004243343229068,0.5004243343229068,0.5004243343229068,0.45198436869193936,0.45198436869193936,0.45198436869193936,-0.04843996563096742,chr1,99924019,99924020,433,+,ENSG00000162688.17,AGL,UTR3,0.4762043515074231,distal pA,SUM149PT
AGO1_ENSG00000092847.14,PAS631_ATTAAA_0.2,5.863442513395364e-4,4.2742684402556505e-4,AGO1_ENSG00000092847.14,17.11914878167852,1,3.510656171483691e-5,6.010962082591564e-4,AGO1_ENSG00000092847.14,0.1600830659226243,0.1600830659226243,0.1600830659226243,0.43520472123251097,0.43520472123251097,0.43520472123251097,0.27512165530988664,chr1,35929608,35929609,336,+,ENSG00000092847.14,AGO1,UTR3,0.29764389357756765,distal pA,SUM149PT
