"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift"
"AK2","PAS3102_AATAAA_0.1",8.9462340639832e-07,0.00381260215565398,11.229104529009,1,0.000805244879518695,0.00480821310730658,0.169590776486563,0.314830084077736,0.145239307591173,"chr1",33008882,33008883,"-",0.242210430282149,2,"MIXED",NA
"AKAP12","PAS18440_AATAAA_0.25",2.03296997094746e-05,1.48667200929784e-05,23.0603252646606,1,1.56997107767399e-06,2.09752194060807e-05,0.271969710219499,0.423997323362684,0.152027613143185,"chr6",151358532,151358533,"+",0.347983516791091,2,"TUTR",NA
"AKAP12","PAS18438_AATAAA_0.2",2.03296997094746e-05,0.00349065117841675,12.6848841336923,1,0.000368623432612502,0.00248250471311514,0.392840890633477,0.279203246966759,-0.113637643666718,"chr6",151356772,151356773,"+",0.336022068800118,2,"TUTR",NA
"AKAP8","PAS47850_AATAAA_0.1",0.000781294461485165,0,14.1969511913446,1,0.000164637051275291,0.00124242252980721,0.645757804559838,0.838995031200777,0.193237226640939,"chr19",15353522,15353523,"-",0.742376417880308,2,"TUTR",NA
"AKAP8","PAS47851_AATAAA_0.3",0.000781294461485165,0,14.1969511913446,1,0.000164637051275291,0.00124242252980721,0.354242195440162,0.161004968799223,-0.193237226640939,"chr19",15354632,15354633,"-",0.257623582119692,2,"TUTR",NA
"AKT2","PAS48183_AATAAA_0.2",1.72156598880742e-15,6.76052304997204e-15,63.7287377063894,1,1.42786379134392e-15,9.22533871438612e-14,0.76650661555428,0.479603744451353,-0.286902871102928,"chr19",40232334,40232335,"-",0.623055180002817,2,"TUTR",NA
"AKT2","PAS48182_AATAAA_0.45",1.72156598880742e-15,9.97112792536414e-11,44.8696549772976,1,2.10596316560811e-11,7.54462151994852e-10,0.161651971229269,0.379978604597673,0.218326633368404,"chr19",40231102,40231103,"-",0.270815287913471,2,"TUTR",NA
"ALDH1L2","PAS34807_AATAAA_0.25",1.55905949770012e-27,0,127.311013546507,1,1.58827236440252e-29,4.23710079148672e-27,0.751068360102456,0.00992920676225077,-0.741139153340205,"chr12",105019790,105019791,"-",0.380498783432353,2,"iAPA",-1.48227830668041
"ALDH1L2","PAS34808_None_0.05",1.55905949770012e-27,0,127.311013546507,1,1.58827236440252e-29,4.23710079148672e-27,0.248931639897544,0.990070793237749,0.741139153340205,"chr12",105064113,105064114,"-",0.619501216567647,2,"iAPA",-1.48227830668041
"ALDH3A2","PAS42428_AATAAA_0.3",0.0110370388361419,0,8.55516356483804,1,0.00344543544530099,0.0159584156441553,0.570860050071404,0.405063220271913,-0.165796829799491,"chr17",19675741,19675742,"+",0.487961635171659,2,"MIXED",NA
"ALDH3A2","PAS42429_APA_0.25",0.0110370388361419,0,8.5551635648385,1,0.00344543544530013,0.0159584156441553,0.429139949928596,0.594936779728087,0.165796829799491,"chr17",19677594,19677595,"+",0.512038364828341,2,"MIXED",NA
"ALDH5A1","PAS17429_AATAAA_0.15",5.59276876939793e-06,0,24.6433826414781,1,6.89812120365939e-07,9.99955518917907e-06,0.55604827631434,0.895314412621982,0.339266136307641,"chr6",24537205,24537206,"+",0.725681344468161,2,"TUTR",NA
"ALDH5A1","PAS17428_AATAAA_0.35",5.59276876939793e-06,0,24.643382641478,1,6.8981212036598e-07,9.99955518917907e-06,0.44395172368566,0.104685587378018,-0.339266136307641,"chr6",24533810,24533811,"+",0.274318655531839,2,"TUTR",NA
"ALDH7A1","PAS16666_None_0.2",4.33786910290782e-05,3.14175551196888e-06,23.3835059977137,1,1.32711593574527e-06,1.80513960339036e-05,0.1898733523252,0.467532694689963,0.277659342364763,"chr5",126543964,126543965,"-",0.328703023507581,2,"TUTR",NA
"ALDH7A1","PAS16667_AATAAA_0.4",4.33786910290782e-05,1.0642098128762e-05,21.0411036126316,1,4.49535234764149e-06,5.24722144177772e-05,0.756328219169483,0.480519022136286,-0.275809197033197,"chr5",126544756,126544757,"-",0.618423620652884,2,"TUTR",NA
"ANKH","PAS16027_AATAAA_0.2",7.06532168720315e-05,0.00182241408919382,12.6040831702909,1,0.0003849049950071,0.00257537565429508,0.148973916859509,0.335207070183739,0.18623315332423,"chr5",14709818,14709819,"-",0.242090493521624,2,"TUTR",NA
"ANKH","PAS16028_APA_0.25",7.06532168720315e-05,0.000882120690282985,13.9643579536873,1,0.000186309281684291,0.00138372497488018,0.255727910448733,0.0790439406653493,-0.176683969783384,"chr5",14711066,14711067,"-",0.167385925557041,2,"TUTR",NA
"ANKHD1","PAS15513_AATAAA_0.1",5.3363937032499e-24,5.25236761893808e-24,105.190630108597,1,1.10933214582265e-24,1.91128684290694e-22,0.430148210035439,0.158762172418581,-0.271386037616858,"chr5",140472475,140472476,"+",0.29445519122701,2,"ALE",NA
"ANKHD1","PAS15517_ATTAAA_0.3",5.3363937032499e-24,1.12880574096181e-08,35.6314224886646,1,2.3841067223152e-09,5.95666543611682e-08,0.0844656811891704,0.203217534637025,0.118751853447855,"chr5",140535913,140535914,"+",0.143841607913098,2,"ALE",NA
"ANKMY1","PAS9050_AATAAA_0.15",3.78086487849817e-06,9.09840484844035e-07,25.7714701136574,1,3.84327743461497e-07,5.98003845423628e-06,0.258064538727254,0.863635361656704,0.60557082292945,"chr2",240521938,240521939,"-",0.560849950191979,2,"iAPA",0.87243167723773
"ANKMY1","PAS9051_AATAAA_0.3",3.78086487849817e-06,0.0380311403152958,5.79576550750062,1,0.0160648185941635,0.0550014695813422,0.403225492651576,0.136364638343296,-0.26686085430828,"chr2",240560069,240560070,"-",0.269795065497436,2,"iAPA",0.87243167723773
"ANKRD10","PAS36301_AATAAA_0.05",1.2072186899116e-18,2.22289067210509e-13,57.6510737247299,1,3.1299206480068e-14,1.71420157344478e-12,0.248610812082231,0.478918084318509,0.230307272236278,"chr13",110878540,110878541,"-",0.36376444820037,2,"ALE",NA
"ANKRD10","PAS36304_ATTAAA_0.1",1.2072186899116e-18,3.66898819968986e-12,52.1407799058361,1,5.16608489459697e-13,2.44134411876097e-11,0.175364796964616,0.0331347856369767,-0.142230011327639,"chr13",110892697,110892698,"-",0.104249791300796,2,"ALE",NA
"ANKRD11","PAS42065_AATAAA_0.3",2.5589094897355e-55,1.00501033619494e-43,197.208883116155,1,8.49057304218535e-45,6.10582948338025e-42,0.134593575563238,0.477400927947163,0.342807352383926,"chr16",89298875,89298876,"-",0.3059972517552,2,"ALE",NA
"ANKRD11","PAS42061_APA_0.35",2.5589094897355e-55,1.87346425312515e-13,58.9924906838969,1,1.58274840667877e-14,9.15337714911429e-13,0.405927662265581,0.20707919137088,-0.198848470894701,"chr16",89283318,89283319,"-",0.30650342681823,2,"ALE",NA
"ANKRD28","PAS10921_AATAAA_0.4",0.00706403315731318,0.0039727093880357,9.87200978073315,1,0.00167812101128232,0.00884798263519589,0.447601457960825,0.2544446064883,-0.193156851472525,"chr3",15668608,15668609,"-",0.351023032224563,2,"MIXED",NA
"ANKRD28","PAS10919_AATAAA_0.25",0.00706403315731318,0.00671642654567846,8.90937680807906,1,0.00283710068020109,0.0136451425561285,0.247037125205399,0.426244397835543,0.179207272630145,"chr3",15667238,15667239,"-",0.336640761520471,2,"MIXED",NA
"ANKRD50","PAS14244_AATAAA_0.35",4.47379267469602e-06,3.52711098797909e-06,24.495211686939,1,7.44947399862421e-07,1.06771490413557e-05,0.482351842401922,0.231884214632951,-0.250467627768971,"chr4",124664488,124664489,"-",0.357118028517437,2,"iAPA",-0.465897873554509
"ANKRD50","PAS14247_APA_0.35",4.47379267469602e-06,1.45481554197823e-05,21.7706426917575,1,3.07265934916631e-06,3.76534431763695e-05,0.168628823464417,0.384059069249955,0.215430245785539,"chr4",124683904,124683905,"-",0.276343946357186,2,"iAPA",-0.465897873554509
"ANKRD52","PAS34363_APA_0.25",2.25010268143853e-06,0,26.6137817660526,1,2.48465040500853e-07,4.06489789306044e-06,0.487430757188148,0.20806873656024,-0.279362020627907,"chr12",56238218,56238219,"-",0.347749746874194,2,"TUTR",NA
"ANKRD52","PAS34362_ATTAAA_0.05",2.25010268143853e-06,0,26.6137817660526,1,2.48465040500853e-07,4.06489789306044e-06,0.512569242811852,0.791931263439759,0.279362020627907,"chr12",56237807,56237808,"-",0.652250253125806,2,"TUTR",NA
"ANKS6","PAS26287_AATAAA_0.3",6.44509801157465e-05,3.53700931220111e-05,20.068843904417,1,7.47037986440874e-06,8.23733886382137e-05,0.49214490316105,0.733333329852451,0.2411884266914,"chr9",98732009,98732010,"-",0.61273911650675,2,"ALE",NA
"ANKS6","PAS26291_APA_0.15",6.44509801157465e-05,2.88753457787421e-05,20.4569874135777,1,6.09864952685457e-06,6.91375347321279e-05,0.267015222283562,0.0761904821132147,-0.190824740170347,"chr9",98783570,98783571,"-",0.171602852198388,2,"ALE",NA
"ANTXR1","PAS5779_AATAAA_0.1",1.52449291707614e-05,2.41359742214316e-06,25.2265102768251,1,5.0976652848976e-07,7.68599670120386e-06,0.814036083594945,0.526975205953827,-0.287060877641118,"chr2",69249167,69249168,"+",0.670505644774386,2,"ALE",NA
"ANTXR1","PAS5777_ATTAAA_0.25",1.52449291707614e-05,6.66297400986263e-05,18.8592625610918,1,1.40726083781163e-05,0.000145384723656492,0.0628181705178832,0.243265827742819,0.180447657224936,"chr2",69146361,69146362,"+",0.153041999130351,2,"ALE",NA
"AP2A2","PAS29385_ATTAAA_0.2",1.37772889355963e-07,0,32.5478510045309,1,1.16293652285186e-08,2.59231402802827e-07,0.891812244570204,0.589197689384364,-0.30261455518584,"chr11",1010918,1010919,"+",0.740504966977284,2,"MIXED",NA
"AP2A2","PAS29386_AATAAA_0.15",1.37772889355963e-07,0,32.5478510045309,1,1.16293652285186e-08,2.59231402802827e-07,0.108187755429796,0.410802310615636,0.30261455518584,"chr11",1012238,1012239,"+",0.259495033022716,2,"MIXED",NA
"AP2B1","PAS42660_AATAAA_0.35",2.03620135556097e-24,1.66239261201751e-27,121.167981678695,1,3.51107480908192e-28,8.79896626397196e-26,0.723333487693283,0.941950268108155,0.218616780414872,"chr17",35726408,35726409,"+",0.832641877900719,2,"TUTR",NA
"AP2B1","PAS42658_ATTAAA_0.3",2.03620135556097e-24,5.54839502942243e-25,109.645402265778,1,1.17185494436228e-25,2.25377683485489e-23,0.251866367454112,0.0522496522493133,-0.199616715204799,"chr17",35724085,35724086,"+",0.152058009851713,2,"TUTR",NA
"AP3B1","PAS16382_AATAAA_0.15",1.96240477610164e-17,0,79.7670727824535,1,4.21254800036372e-19,4.17218825904359e-17,0.962778583312495,0.449773171211058,-0.513005412101438,"chr5",78002326,78002327,"-",0.706275877261777,2,"iAPA",-1.02601082420288
"AP3B1","PAS16384_AATAAA_0.25",1.96240477610164e-17,0,79.7670727824532,1,4.21254800036445e-19,4.17218825904359e-17,0.0372214166875046,0.550226828788942,0.513005412101438,"chr5",78083304,78083305,"-",0.293724122738223,2,"iAPA",-1.02601082420288
"AP5Z1","PAS19980_APA_0.35",5.17216183402385e-23,1.8299009885477e-25,110.470237381401,1,7.72972547827497e-26,1.5403573422972e-23,0.931547285966112,0.590775465358826,-0.340771820607285,"chr7",4791749,4791750,"+",0.761161375662469,2,"TUTR",NA
"AP5Z1","PAS19983_AATAAA_0.15",5.17216183402385e-23,1.73298357483471e-18,78.6753492422031,1,7.32033447474295e-19,7.03943791931677e-17,0.0476978343406663,0.301038758681404,0.253340924340738,"chr7",4794394,4794395,"+",0.174368296511035,2,"TUTR",NA
"APBA2","PAS38225_AATAAA_0.45",2.37537409010318e-09,0,41.098318297623,1,1.44760836853659e-10,4.56065569820862e-09,0.828795612591658,0.391421056157971,-0.437374556433687,"chr15",29117706,29117707,"+",0.610108334374815,2,"TUTR",NA
"APBA2","PAS38226_AATAAA_0.25",2.37537409010318e-09,0,41.098318297623,1,1.44760836853659e-10,4.56065569820862e-09,0.171204387408342,0.608578943842029,0.437374556433687,"chr15",29118310,29118311,"+",0.389891665625185,2,"TUTR",NA
"APLP2","PAS30723_AATAAA_0.2",2.08432270783611e-06,8.84764084752599e-08,30.2811774621332,1,3.73735165507647e-08,7.54771628509948e-07,0.695004031174672,0.821651892180475,0.126647861005803,"chr11",130144803,130144804,"+",0.758327961677574,2,"TUTR",NA
"APLP2","PAS30722_AATAAA_0.45",2.08432270783611e-06,1.3097534206651e-07,29.5205981435975,1,5.53255856427935e-08,1.06529125323842e-06,0.292927488400671,0.17039598468971,-0.122531503710961,"chr11",130143796,130143797,"+",0.231661736545191,2,"TUTR",NA
"APOL2","PAS51471_AATAAA_0.2",0.000268585766371768,0,16.4748326328564,1,4.93001706874866e-05,0.000440056569439303,0.20313573934649,0.642730583753268,0.439594844406778,"chr22",36226210,36226211,"-",0.422933161549879,2,"TUTR",NA
"APOL2","PAS51472_AATAAA_0.05",0.000268585766371768,0,16.4748326328564,1,4.93001706874866e-05,0.000440056569439303,0.79686426065351,0.357269416246732,-0.439594844406778,"chr22",36226623,36226624,"-",0.577066838450121,2,"TUTR",NA
"AQR","PAS39207_ATTAAA_0.45",0.00968494248797408,0,8.82680489790448,1,0.00296837653231515,0.014128618084746,0.829488791532082,0.613715732623507,-0.215773058908576,"chr15",34856510,34856511,"-",0.721602262077795,2,"TUTR",NA
"AQR","PAS39205_APA_0.1",0.00968494248797408,0,8.82680489790505,1,0.00296837653231422,0.014128618084746,0.170511208467918,0.386284267376493,0.215773058908575,"chr15",34851783,34851784,"-",0.278397737922205,2,"TUTR",NA
"ARF4","PAS11376_ATTAAA_0.3",2.49885172987549e-09,0,40.9876396349437,1,1.5319502146044e-10,4.79895010408274e-09,0.179224479309737,0.0443723624891729,-0.134852116820564,"chr3",57572075,57572076,"-",0.111798420899455,2,"TUTR",NA
"ARF4","PAS11375_AATAAA_0.1",2.49885172987549e-09,0,40.9876396349437,1,1.5319502146044e-10,4.79895010408274e-09,0.820775520690263,0.955627637510827,0.134852116820564,"chr3",57571364,57571365,"-",0.888201579100545,2,"TUTR",NA
"ARFGEF2","PAS49179_AATAAA_0.25",0.0201266626697738,0,7.24763744540343,1,0.00709943585895785,0.0287172093683523,0.232587496186231,0.0662441021529665,-0.166343394033265,"chr20",49033627,49033628,"+",0.149415799169599,2,"MIXED",NA
