"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift","is_significant","pA_type","condition"
"PPP1R7","PAS7222_ATTAAA_0.1",0.00259218567195186,0.0310660829154869,8.87813064755755,1,0.00288606905262192,0.0530379813253176,0.621027232432247,0.493477487366691,-0.127549745065556,"chr2",241183023,241183024,"+",0.557252359899469,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"RIN2","PAS48866_APA_0",5.43459566970011e-07,0.0050596325212627,12.2309018085771,1,0.000470044739048068,0.0141826647906545,0.870877311705282,0.744406302822368,-0.126471008882914,"chr20",20002455,20002456,"+",0.807641807263825,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"SPEG","PAS7003_AATAAA_0.2",0.0103722314137499,0,11.8567798945337,1,0.000574517988912351,0.0166162416693721,0.157515948735426,0.354875296385768,0.197359347650343,"chr2",219493627,219493628,"+",0.256195622560597,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"SRGAP1","PAS32833_AATAAA_0.05",0.0318027246227994,0.00678377134567797,11.6845304215408,1,0.000630218898020916,0.017698901097399,0.728260764273115,0.897017421294362,0.168756657021248,"chr12",64147832,64147833,"+",0.812639092783739,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"SRSF6","PAS49088_AATAAA_0.2",0.00423802063527381,0,13.9854636547002,1,0.000184229468457126,0.00685066509571915,0.539634526569774,0.384114558537471,-0.155519968032302,"chr20",43463601,43463602,"+",0.461874542553623,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"TIMM10B","PAS29422_AATAAA_0.05",0.0102322384874424,0.0063451221301497,11.8089459163675,1,0.000589467963011278,0.0169642265262652,0.261352282799776,0.508999024871333,0.247646742071557,"chr11",6484679,6484680,"+",0.385175653835554,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"TRMU","PAS51181_AATAAA_0.25",0.00336625931958316,0.000280068195199146,17.6885648394114,1,2.60186053383957e-05,0.00140050764537537,0.553822129003639,0.768511560296023,0.214689431292384,"chr22",46357336,46357337,"+",0.661166844649831,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"ZBTB1","PAS36793_AATAAA_0.35",1.26808940871492e-09,4.48855664332149e-10,44.8892853468424,1,2.08495619716073e-11,6.10116136063214e-09,0.046511960957722,0.370787587693486,0.324275626735764,"chr14",64533683,64533684,"+",0.208649774325604,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"ANKRD11","PAS42061_APA_0.35",6.86022655106369e-13,0.002988856928894,16.249182940579,1,5.55335380302829e-05,0.00265343809109078,0.405776737093579,0.303608225551661,-0.102168511541918,"chr16",89283318,89283319,"-",0.35469248132262,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"AURKA","PAS49964_AATAAA_0.15",0.0190977668197669,0,10.3729310334002,1,0.00127876370291866,0.0298949584167579,0.687254174067594,0.817514328015498,0.130260153947904,"chr20",56369389,56369390,"-",0.752384251041546,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"COMMD2","PAS11971_AATAAA_0.35",0.000285316896285148,0.00480575601480931,12.3269747889769,1,0.000446459366844686,0.0135648978358386,0.23437297160203,0.0769964138218173,-0.157376557780213,"chr3",149738476,149738477,"-",0.155684692711924,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"CTSC","PAS31684_AATAAA_0.25",0.00841607609271345,0.00118976600879983,14.9477394657292,1,0.000110530409231185,0.00453465550011757,0.611806286580955,0.429828382717278,-0.181977903863677,"chr11",88293592,88293593,"-",0.520817334649116,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"FEZ1","PAS31960_AATAAA_0.2",0.00961745540487533,0.00221858213978464,13.774559913184,1,0.000206108419646951,0.00753570406424074,0.691269602569362,0.886505018326196,0.195235415756833,"chr11",125445753,125445754,"-",0.788887310447779,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"HMGN3","PAS19294_AATAAA_0.3",0.000208723618637744,0,20.8466152779961,1,4.97570764850712e-06,0.000370839065769078,0.643900447206825,0.848024730357833,0.204124283151008,"chr6",79201246,79201247,"-",0.745962588782329,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"HPS1","PAS28968_AATAAA_0.25",1.67793409955849e-13,4.34572154063319e-11,50.2613528220654,1,1.34573906896616e-12,4.51340180053267e-10,0.509243892767427,0.197818906663382,-0.311424986104045,"chr10",98417016,98417017,"-",0.353531399715404,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"IP6K2","PAS11192_APA_0.2",1.28396115633808e-06,8.29939704970287e-06,25.7655371679439,1,3.8551099354448e-07,3.88630735688771e-05,0.556276029788923,0.777804432578252,0.221528402789329,"chr3",48688003,48688004,"-",0.667040231183587,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"KIF16B","PAS49534_ATTAAA_0.2",6.6346431830456e-05,0,23.2868029150208,1,1.39554282553106e-06,0.000121691334386309,0.784556791821396,0.188680997452922,-0.595875794368474,"chr20",16272104,16272105,"-",0.486618894637159,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"MFSD12","PAS47528_AATAAA_0.3",4.18067583886586e-06,0,29.5163311664692,1,5.54475212175411e-08,7.21645350771579e-06,0.633880092575079,0.831983227062251,0.198103134487172,"chr19",3538260,3538261,"-",0.732931659818665,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"MRPS25","PAS10900_AATAAA_0.3",2.64663346351036e-11,6.05284128327033e-14,63.1927368487286,1,1.87438263519327e-15,1.08964110525902e-12,0.113502738032072,0.551537428614497,0.438034690582425,"chr3",15042250,15042251,"-",0.332520083323285,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"OSBPL5","PAS30814_AATAAA_0.05",0.013307257388001,0,11.2464937418824,1,0.000797735675143967,0.0214368415631934,0.12631374782062,0.369693144648234,0.243379396827614,"chr11",3087120,3087121,"-",0.248003446234427,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"PDLIM7","PAS17162_AATAAA_0",0.031956431383924,0,9.10531914618423,1,0.00254867244166265,0.0487377712528472,0.776400637311318,0.88020255014198,0.103801912830663,"chr5",177483393,177483394,"-",0.828301593726649,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"PHF19","PAS26447_None_0.25",0.00336625931958316,0,14.540379792501,1,0.000137187347460984,0.00544999394013567,0.45897320432488,0.328146941315089,-0.130826263009791,"chr9",120855695,120855696,"-",0.393560072819984,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"PHLPP2","PAS41832_AATAAA_0.3",0.048074304961732,0,8.10794651857577,1,0.00440716240052338,0.0708395505748609,0.281481481481482,0.0888892720764208,-0.192592209405061,"chr16",71637835,71637836,"-",0.185185376778951,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"PRPSAP1","PAS44919_AATAAA_0.15",0.0195688306079906,0.0164293516717774,11.3287773712746,1,0.000763151304648731,0.0207471460204877,0.58722192522275,0.756806839613054,0.169584914390304,"chr17",76310932,76310933,"-",0.672014382417902,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"PRTFDC1","PAS28351_ATTAAA_0.25",5.91754309801826e-06,0.0316593246493566,10.1151045764891,1,0.00147059089081148,0.0330930388848416,0.332029592530359,0.178275107137812,-0.153754485392548,"chr10",24849601,24849602,"-",0.255152349834085,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"RAPGEF3","PAS34146_APA_0.2",0.00764013000975904,0,12.5711142900622,1,0.000391754927236962,0.0123151108487885,0.562596657401738,0.896175230365466,0.333578572963728,"chr12",47737256,47737257,"-",0.729385943883602,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"SSH1","PAS34841_AATAAA_0.3",0.0303122460429456,0,9.23036020033965,1,0.00238034815551965,0.0465998098369386,0.769795520926647,0.945493569759651,0.175698048833004,"chr12",108782699,108782700,"-",0.857644545343149,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"TP53I3","PAS7392_AATAAA_0.2",1.7537030418021e-05,0,26.2479125820603,1,3.00279218986436e-07,3.11718427328777e-05,0.732933098164924,0.941332434437864,0.20839933627294,"chr2",24077434,24077435,"-",0.837132766301394,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"ZFTRAF1","PAS24724_ATTAAA_0.1",0.000528963975308129,5.29756368766932e-05,20.8676016390364,1,4.92148773788736e-06,0.000369960112710154,0.538799054060959,0.722604428796178,0.183805374735219,"chr8",144449931,144449932,"-",0.630701741428569,2,"ALE",NA,TRUE,"distal pA","SDMAi"
"ANKHD1","PAS15513_AATAAA_0.1",1.67793409955849e-13,8.14408593846139e-13,57.2783495722706,1,3.78296717562185e-14,1.64937368857113e-11,0.430070305364864,0.21234224722883,-0.217728058136033,"chr5",140472475,140472476,"+",0.321206276296847,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"ATP2C1","PAS10143_APA_0.3",0.00336625931958316,0.0358166077257356,10.635900791754,1,0.00110913246243879,0.0273596465982072,0.436676838069103,0.299762244934552,-0.136914593134551,"chr3",131001991,131001992,"+",0.368219541501827,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"BCCIP","PAS27990_AATAAA_0.35",3.91569873664574e-21,2.18811141816176e-19,87.1295834067841,1,1.0163883011619e-20,2.21572649653295e-17,0.581195778528612,0.829541346858948,0.248345568330336,"chr10",125836548,125836549,"+",0.70536856269378,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"CDYL","PAS17292_None_0.15",0.000127944726203985,2.52904795805169e-06,28.8472504939582,1,7.83169978245631e-08,9.47981010226544e-06,0.120277765852814,0.408347358096399,0.288069592243586,"chr6",4892380,4892381,"+",0.264312561974606,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"CENPN","PAS40926_AATAAA_0.25",0.0122090917069733,0.00151575868188214,14.4912052084737,1,0.000140815442839182,0.00555615683962747,0.851725403946305,0.687329301827105,-0.164396102119201,"chr16",81022872,81022873,"+",0.769527352886705,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"CHPF2","PAS21140_ATTAAA_0.25",0.00152409710237732,0,16.4497314563419,1,4.99572582199051e-05,0.00242015162043096,0.711915895738189,0.923965661092504,0.212049765354315,"chr7",151238818,151238819,"+",0.817940778415347,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"CREM","PAS27130_AATAAA_0.2",0.0214324253503538,0.0267671236948857,11.1753844092941,1,0.000828897198848346,0.0219362172199016,0.314735635368902,0.482292329256237,0.167556693887335,"chr10",35179845,35179846,"+",0.398513982312569,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"DNHD1","PAS29428_APA_0.15",0.00672770723100442,0,12.9313849740001,1,0.000323118629499599,0.0107541772871622,0.499036605584138,0.181179880366379,-0.31785672521776,"chr11",6549034,6549035,"+",0.340108242975259,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"GLRX3","PAS28015_AATAAA_0.45",3.2034201203559e-14,7.04972083267156e-14,62.0939077138828,1,3.2746293087782e-15,1.84224306919651e-12,0.791081114460281,0.913220559207477,0.122139444747196,"chr10",130179608,130179609,"+",0.852150836833879,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"GPALPP1","PAS35488_AATAAA_0.3",0.00233106775312513,0.00119071374548385,14.9462371128654,1,0.000110618454882812,0.00453465550011757,0.556062779659778,0.210003289358986,-0.346059490300793,"chr13",45028266,45028267,"+",0.383033034509382,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"H2BC5","PAS17455_AATAAA_0.3",4.467738828396e-05,0,24.1694063006933,1,8.82226647312355e-07,8.05551451786778e-05,0.322686168448309,0.0572606337253254,-0.265425534722984,"chr6",26158636,26158637,"+",0.189973401086817,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"JADE2","PAS15397_APA_0.1",0.0003628123188966,0.0023048988143848,13.7028672631059,1,0.00021412732193233,0.00771566217871867,0.295238064117325,0.125431940570727,-0.169806123546598,"chr5",134579473,134579474,"+",0.210335002344026,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"KIF1B","PAS166_AATAAA_0.35",0.0261404208680359,0,9.60128226384131,1,0.00194441542839629,0.0402738777568267,0.304995250278336,0.523364444150894,0.218369193872559,"chr1",10308574,10308575,"+",0.414179847214615,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"KLHL7","PAS20140_AATAAA_0.25",0.00244410892239714,0,15.3095824392403,1,9.12524453059755e-05,0.00385337202454289,0.531299630092523,0.240923819744615,-0.290375810347908,"chr7",23126048,23126049,"+",0.386111724918569,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"MIRLET7A1HG","PAS25177_AATAAA_0.35",0.00729243571726193,0,12.7019228559066,1,0.000365279773124949,0.0117630093934126,0.913754055701935,0.673850492598077,-0.239903563103858,"chr9",94179556,94179557,"+",0.793802274150006,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"MTG1","PAS28059_None_0.25",0.00352489037426584,0,14.4175305891049,1,0.000146432781542683,0.00574897512525907,0.148138544433429,0.333632520497303,0.185493976063874,"chr10",133399873,133399874,"+",0.240885532465366,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"MTHFD1L","PAS18426_ATTAAA_0.15",9.30942011304728e-07,4.55461047736557e-08,36.6543688267247,1,1.41042568098379e-09,2.82733607774221e-07,0.416393251900883,0.163181027353068,-0.253212224547816,"chr6",150898997,150898998,"+",0.289787139626975,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"NECTIN2","PAS46953_AATAAA_0.2",4.71916425992613e-07,0,34.1716364920048,1,5.04590744707263e-09,8.46159864201411e-07,0.447205455024767,0.649154251143376,0.201948796118609,"chr19",44878936,44878937,"+",0.548179853084071,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"NPM1","PAS15792_AATAAA_0.4",4.71119506003559e-35,2.24867598263054e-38,173.893156513142,1,1.04452083329902e-39,1.8216443332735e-35,0.304538571557728,0.485031685473444,0.180493113915715,"chr5",171406724,171406725,"+",0.394785128515586,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"OGG1","PAS9139_AATAAA_0.35",0.00151745283335288,0,16.4783998452924,1,4.92074976635028e-05,0.00239714737221086,0.785160243792954,0.471237139949587,-0.313923103843367,"chr3",9757402,9757403,"+",0.62819869187127,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PPP1R7","PAS7220_AATAAA_0.15",0.00259218567195186,0.000292758656783649,17.604279563825,1,2.71975614540463e-05,0.00144611424316636,0.271560576510636,0.443882643294037,0.172322066783401,"chr2",241167171,241167172,"+",0.357721609902337,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"RIN2","PAS48863_None_0.1",5.43459566970011e-07,5.7118587808678e-08,34.0736972471896,1,5.3063718735494e-09,8.81363099759063e-07,0.0498287027859885,0.227231043204296,0.177402340418308,"chr20",19890282,19890283,"+",0.138529872995142,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"SPEG","PAS7002_AATAAA_0.05",0.0103722314137499,0,11.8567798945337,1,0.000574517988912351,0.0166162416693721,0.842484051264574,0.645124703614232,-0.197359347650343,"chr2",219466860,219466861,"+",0.743804377439403,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"SRGAP1","PAS32830_ATTAAA_0.3",0.0318027246227994,0.0410042884295271,8.37253544843065,1,0.00380933792596834,0.063879666758546,0.172266067919632,0.0561808984728295,-0.116085169446803,"chr12",64043630,64043631,"+",0.114223483196231,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"SRSF6","PAS49087_AATAAA_0.3",0.00423802063527381,0,13.9854636547002,1,0.000184229468457126,0.00685066509571915,0.460365473430226,0.615885441462529,0.155519968032302,"chr20",43461548,43461549,"+",0.538125457446377,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"TIMM10B","PAS29421_APA_0.15",0.0102322384874424,0.00245049394810203,13.5878579971341,1,0.000227653250218068,0.00806965992642908,0.585525692327437,0.309082419386225,-0.276443272941212,"chr11",6483056,6483057,"+",0.447304055856831,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"TRMU","PAS51179_AATAAA_0.25",0.00336625931958316,0.000519206209147152,16.5162559157088,1,4.82347573791394e-05,0.00237553003797998,0.418726566463453,0.215261284631097,-0.203465281832356,"chr22",46333695,46333696,"+",0.316993925547275,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"ZBTB1","PAS36789_ATTAAA_0.35",1.26808940871492e-09,0.000617353451995691,17.503603479825,1,2.86763654301241e-05,0.00150813432904305,0.459302003975853,0.202246978890039,-0.257055025085814,"chr14",64523950,64523951,"+",0.330774491432946,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"ANKRD11","PAS42065_AATAAA_0.3",6.86022655106369e-13,7.27623243584148e-17,77.4635607216524,1,1.3519380161248e-18,1.66605264471425e-15,0.13454188181696,0.324948947356183,0.190407065539224,"chr16",89298875,89298876,"-",0.229745414586571,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"AURKA","PAS49965_AATAAA_0.1",0.0190977668197669,0,10.3729310334002,1,0.00127876370291866,0.0298949584167579,0.312745825932406,0.182485671984502,-0.130260153947904,"chr20",56369665,56369666,"-",0.247615748958454,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"COMMD2","PAS11974_None_0.1",0.000285316896285148,0.000226664657150518,18.0911885146643,1,2.10573651691103e-05,0.0011846466082235,0.208993829626525,0.455151792941128,0.246157963314603,"chr3",149751831,149751832,"-",0.332072811283826,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"CTSC","PAS31686_AATAAA_0.15",0.00841607609271345,0.00639907410659262,11.7931826825893,1,0.000594480153636124,0.0170241935622562,0.36642959650097,0.527546887351675,0.161117290850705,"chr11",88326089,88326090,"-",0.446988241926323,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"FEZ1","PAS31963_AATAAA_0.4",0.00961745540487533,0.0207914336461513,9.61347852515064,1,0.00193154423005437,0.0401982474607974,0.142046639765729,0.0309724245489752,-0.111074215216754,"chr11",125489122,125489123,"-",0.0865095321573521,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"HMGN3","PAS19295_AATAAA_0.25",0.000208723618637744,0,20.8466152779961,1,4.97570764850712e-06,0.000370839065769078,0.356099552793175,0.151975269642167,-0.204124283151008,"chr6",79201477,79201478,"-",0.254037411217671,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"HPS1","PAS28971_AATAAA_0.3",1.67793409955849e-13,1.25892726608866e-06,30.1992915080104,1,3.89851855697921e-08,5.35355619163129e-06,0.208893491823112,0.43973018790375,0.230836696080638,"chr10",98442358,98442359,"-",0.324311839863431,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"IP6K2","PAS11194_AATAAA_0.3",1.28396115633808e-06,5.22618613430444e-08,35.5962142363583,1,2.42758865134212e-09,4.55238129886092e-07,0.256443452660085,0.0589752342969244,-0.19746821836316,"chr3",48693770,48693771,"-",0.157709343478505,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"KIF16B","PAS49535_AATAAA_0.1",6.6346431830456e-05,0,23.2868029150208,1,1.39554282553106e-06,0.000121691334386309,0.215443208178604,0.811319002547078,0.595875794368474,"chr20",16366928,16366929,"-",0.513381105362841,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"MFSD12","PAS47530_AATAAA_0.05",4.18067583886586e-06,0,29.5163311664692,1,5.54475212175411e-08,7.21645350771579e-06,0.366119907424921,0.168016772937749,-0.198103134487172,"chr19",3544199,3544200,"-",0.267068340181335,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"MRPS25","PAS10905_AATAAA_0.1",2.64663346351036e-11,2.31801908463719e-07,33.4859115286356,1,7.17820692291971e-09,1.1591474882937e-06,0.666058558876748,0.303043967818319,-0.363014591058429,"chr3",15052208,15052209,"-",0.484551263347534,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"OSBPL5","PAS30815_AATAAA_0.15",0.013307257388001,0,11.2464937418822,1,0.000797735675144065,0.0214368415631934,0.87368625217938,0.630306855351766,-0.243379396827614,"chr11",3087388,3087389,"-",0.751996553765573,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PDLIM7","PAS17163_AATAAA_0",0.031956431383924,0,9.10531914618423,1,0.00254867244166265,0.0487377712528472,0.223599362688682,0.11979744985802,-0.103801912830663,"chr5",177490245,177490246,"-",0.171698406273351,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PHF19","PAS26448_AATAAA_0.35",0.00336625931958316,0,14.540379792501,1,0.000137187347460984,0.00544999394013567,0.54102679567512,0.671853058684911,0.130826263009791,"chr9",120869579,120869580,"-",0.606439927180016,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PHLPP2","PAS41833_AATAAA_0.15",0.048074304961732,0,8.10794651601464,1,0.00440716240675023,0.0708395505748609,0.718518518518518,0.911110727923579,0.192592209405061,"chr16",71644950,71644951,"-",0.814814623221049,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PRPSAP1","PAS44921_AATAAA_0.3",0.0195688306079906,0.025404166792043,10.5213448256909,1,0.00118003579314486,0.0284251715917766,0.191342120634806,0.0726290951743089,-0.118713025460497,"chr17",76312792,76312793,"-",0.131985607904557,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
"PRTFDC1","PAS28353_APA_0.2",5.91754309801826e-06,4.57099334496245e-05,22.4801642801522,1,2.12324844244531e-06,0.000173847196414301,0.0846164279985422,0.267394014346423,0.182777586347881,"chr10",24908302,24908303,"-",0.176005221172482,2,"ALE",NA,TRUE,"proximal pA","SDMAi"
