"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift"
"ACOX1","PAS44901_APA_0.25",0.000530147251613075,0.0050047804900289,12.4796212522451,1,0.000411415603694323,0.0035915064617596,0.270776809369562,0.14120318594634,-0.129573623423223,"chr17",75945577,75945578,"-",0.205989997657951,2,"TUTR",NA
"ACP1","PAS5153_AATAAA_0.25",3.55360495593988e-05,0,21.3147946982845,1,3.89712175698979e-06,6.32944299838101e-05,0.536388871151319,0.407944599152512,-0.128444271998807,"chr2",277506,277507,"+",0.472166735151915,2,"TUTR",NA
"ACP1","PAS5154_AATAAA_0.15",3.55360495593988e-05,0,21.3147946982845,1,3.89712175698979e-06,6.32944299838101e-05,0.463611128848681,0.592055400847488,0.128444271998807,"chr2",278279,278280,"+",0.527833264848085,2,"TUTR",NA
"ACP6","PAS4019_ATTAAA_0.35",0.000134222260339647,0,18.4653404263772,1,1.73022443367273e-05,0.000236735155041807,0.0905689871765593,0.304671664102742,0.214102676926183,"chr1",147629660,147629661,"-",0.197620325639651,2,"ALE",NA
"ACP6","PAS4021_AATAAA_0",0.000134222260339647,0,18.465340426377,1,1.73022443367294e-05,0.000236735155041807,0.909431012823441,0.695328335897258,-0.214102676926183,"chr1",147647367,147647368,"-",0.802379674360349,2,"ALE",NA
"ADAMTSL1","PAS24847_AATAAA_0.3",4.52241540370937e-14,5.67216632785052e-14,60.0335205145841,1,9.32555479176972e-15,7.46599063180493e-13,0.0609251202984686,0.46412942392786,0.403204303629392,"chr9",18574530,18574531,"+",0.262527272113165,2,"ALE",NA
"ADAMTSL1","PAS24852_AATAAA_0.15",4.52241540370937e-14,1.49908808673268e-06,26.6294076190566,1,2.46463648674642e-07,5.4383618215749e-06,0.376491032803134,0.117294834209045,-0.259196198594089,"chr9",18910293,18910294,"+",0.24689293350609,2,"ALE",NA
"ADARB1","PAS50348_AATAAA_0.15",1.61794405205469e-173,6.99916159259984e-104,475.6200478549,1,1.91787585070619e-105,2.42961025416521e-102,0.721485246838052,0.246418502738874,-0.475066744099178,"chr21",45226558,45226559,"+",0.483951874788463,2,"iAPA",-0.711495478585669
"ADARB1","PAS50337_ATTAAA_0",1.61794405205469e-173,6.03105845499815e-61,278.427988759071,1,1.65260098827664e-62,1.01686899667216e-59,0.0158559962633124,0.252284730749803,0.236428734486491,"chr21",45147339,45147340,"+",0.134070363506558,2,"iAPA",-0.711495478585669
"ADCY7","PAS40571_ATTAAA_0.35",0.00108289685829846,0.000183751658468183,16.0894130840716,1,6.04208713242357e-05,0.000705587233893953,0.885231819911573,0.715011953128805,-0.170219866782767,"chr16",50318131,50318132,"+",0.800121886520189,2,"TUTR",NA
"ADCY7","PAS40570_APA_0.1",0.00108289685829846,0.000330897762983848,14.9774233157291,1,0.000108805173925472,0.00117044366916032,0.0701385433502143,0.212538663166673,0.142400119816459,"chr16",50316177,50316178,"+",0.141338603258444,2,"TUTR",NA
"ADGRL1","PAS47829_None_0.2",3.89963745770035e-20,3.99558383596653e-21,92.5486177359708,1,6.56910143915604e-22,1.12279498883861e-19,0.0528649801585132,0.437836597721674,0.384971617563161,"chr19",14162460,14162461,"-",0.245350788940093,2,"iAPA",-0.760896436313514
"ADGRL1","PAS47827_AATAAA_0.35",3.89963745770035e-20,4.97814313745114e-14,60.2904102597386,1,8.18451785548495e-15,6.67658244453499e-13,0.748897586185038,0.372972767434684,-0.375924818750353,"chr19",14147744,14147745,"-",0.560935176809861,2,"iAPA",-0.760896436313514
"ADO","PAS27251_AATAAA_0.15",0.000249629471511178,0,17.1511485204207,1,3.45200623747967e-05,0.000433230806120992,0.596326607711617,0.353365021841184,-0.242961585870433,"chr10",62807335,62807336,"+",0.474845814776401,2,"TUTR",NA
"ADO","PAS27252_AATAAA_0.25",0.000249629471511178,0,17.1511485204207,1,3.45200623747967e-05,0.000433230806120992,0.403673392288383,0.646634978158816,0.242961585870432,"chr10",62808470,62808471,"+",0.525154185223599,2,"TUTR",NA
"AEBP2","PAS32282_AATAAA_0.35",4.12655199300252e-26,7.57268070543129e-15,66.7306718019263,1,3.11254310775114e-16,3.01053875770389e-14,0.689359100616918,0.444006510738287,-0.24535258987863,"chr12",19520222,19520223,"+",0.566682805677602,2,"iAPA",-0.36163719227385
"AEBP2","PAS32280_ATTAAA_0.35",4.12655199300252e-26,2.39786562815187e-14,64.4590881601453,1,9.85577026754144e-16,8.80721445982458e-14,0.0123249256151643,0.128609528010384,0.11628460239522,"chr12",19441779,19441780,"+",0.0704672268127744,2,"iAPA",-0.36163719227385
"AFAP1","PAS13606_AATAAA_0.1",6.68590305069956e-16,6.68760494279339e-11,48.2959899918333,1,3.66500925836821e-12,1.99821871868906e-10,0.362088338186493,0.148045387109792,-0.214042951076701,"chr4",7758714,7758715,"-",0.255066862648142,2,"iAPA",-0.357653580180683
"AFAP1","PAS13613_None_0.05",6.68590305069956e-16,1.35097221180754e-11,51.434202644592,1,7.40373527806603e-13,4.51690773225014e-11,0.0268657286735409,0.170476357777523,0.143610629103982,"chr4",7772587,7772588,"-",0.098671043225532,2,"iAPA",-0.357653580180683
"AFAP1-AS1","PAS12573_AATAAA_0.3",6.25633660810803e-12,1.37989058718262e-12,53.7571550101602,1,2.26866500973981e-13,1.49871072545265e-11,0.318322999535845,0.0948519572651849,-0.22347104227066,"chr4",7774652,7774653,"+",0.206587478400515,2,"TUTR",NA
"AFAP1-AS1","PAS12574_AATAAA_0.15",6.25633660810803e-12,1.00961403175759e-07,31.8565417726231,1,1.65989684143533e-08,4.68512953828982e-07,0.62754895480653,0.820468651461009,0.192919696654479,"chr4",7778924,7778925,"+",0.72400880313377,2,"TUTR",NA
"AGAP1","PAS7152_ATTAAA_0.4",2.57364901344196e-48,9.73354418942964e-07,29.5913389743228,1,5.33427585453262e-08,1.36923676761877e-06,0.388104163283422,0.183216586781349,-0.204887576502073,"chr2",236125482,236125483,"+",0.285660375032386,2,"TUTR",NA
"AGAP1","PAS7155_AATAAA_0.15",2.57364901344196e-48,4.88334227676044e-08,35.706560756003,1,2.2939019030672e-09,7.86647633510433e-08,0.283174355083945,0.0910803230872053,-0.192094031996739,"chr2",236131791,236131792,"+",0.187127339085575,2,"TUTR",NA
"AGPAT3","PAS50310_AATAAA_0.2",1.0594392390739e-24,5.08059656107917e-18,79.7840625201416,1,4.17648027814226e-19,5.55214069568344e-17,0.367494380530021,0.634594507738061,0.26710012720804,"chr21",43984670,43984671,"+",0.501044444134041,2,"TUTR",NA
"AGPAT3","PAS50311_None_0.25",1.0594392390739e-24,4.10080652304944e-11,48.4599425397009,1,3.37104852985123e-12,1.86629565909707e-10,0.354566040590041,0.17121283613994,-0.183353204450102,"chr21",43985411,43985412,"+",0.26288943836499,2,"TUTR",NA
"AGPAT4","PAS19838_AATAAA_0.3",0.00801350017681855,0.0313751910493469,6.57937160866732,1,0.0103167307275986,0.048363324542787,0.153730208583628,0.0380835749793217,-0.115646633604306,"chr6",161130027,161130028,"-",0.0959068917814746,2,"ALE",NA
"AGPAT4","PAS19840_AATAAA_0.2",0.00801350017681855,0.0229802198814307,7.13572412187705,1,0.00755631225336117,0.0382450624414538,0.0279126567791705,0.136371808838812,0.108459152059642,"chr6",161166096,161166097,"-",0.0821422328089913,2,"ALE",NA
"AGTPBP1","PAS26142_AATAAA_0.15",0.0257580657873449,0.0101343629608279,8.615926780378,1,0.00333236197982567,0.0202556442555816,0.531361197916932,0.753320082338757,0.221958884421825,"chr9",85546539,85546540,"-",0.642340640127845,2,"TUTR",NA
"AGTPBP1","PAS26143_AATAAA_0.25",0.0257580657873449,0.00706719719686066,9.27437289338718,1,0.00232382235901536,0.0151241578494273,0.39404401442188,0.172385260793624,-0.221658753628256,"chr9",85546942,85546943,"-",0.283214637607752,2,"TUTR",NA
"AHNAK","PAS31281_ATTAAA_0.3",1.20328281962498e-199,5.96890857662589e-202,921.615875050971,1,1.96268518097151e-202,1.40894626858008e-198,0.00945505659258394,0.444331038977521,0.434875982384937,"chr11",62533489,62533490,"-",0.226893047785052,2,"TUTR",NA
"AHNAK","PAS31279_AATAAA_0.1",1.20328281962498e-199,1.4889499966672e-148,676.022789206105,1,4.89593709829984e-149,1.75731502248309e-145,0.956879057274278,0.548374339951828,-0.40850471732245,"chr11",62515902,62515903,"-",0.752626698613053,2,"TUTR",NA
"AHSA2P","PAS5700_ATTAAA_0.25",2.27759111777055e-05,4.35941167384954e-06,24.569624385575,1,7.16726733219235e-07,1.42656441096206e-05,0.865085073436201,0.702561891993221,-0.16252318144298,"chr2",61186805,61186806,"+",0.783823482714711,2,"MIXED",NA
"AHSA2P","PAS5704_AATAAA_0.3",2.27759111777055e-05,1.91824659060185e-05,21.7206559630486,1,3.15377100226219e-06,5.2528702478514e-05,0.0430551382233742,0.15117245642409,0.108117318200716,"chr2",61191201,61191202,"+",0.0971137973237321,2,"MIXED",NA
"AIF1L","PAS25647_APA_0.3",0.00501045783197155,0,10.7635144215519,1,0.00103520623262526,0.0077680144340828,0.312062486924862,0.171318761025157,-0.140743725899705,"chr9",131121220,131121221,"+",0.24169062397501,2,"TUTR",NA
"AIF1L","PAS25648_AATAAA_0.2",0.00501045783197155,0,10.7635144215519,1,0.00103520623262526,0.0077680144340828,0.687937513075138,0.828681238974843,0.140743725899705,"chr9",131123142,131123143,"+",0.75830937602499,2,"TUTR",NA
"AIFM2","PAS28661_AATAAA_0.35",4.0054607537797e-07,0,30.8398272487912,1,2.80227233443951e-08,7.58162525056397e-07,0.322544819550456,0.554181314037598,0.231636494487143,"chr10",70112273,70112274,"-",0.438363066794027,2,"TUTR",NA
"AIFM2","PAS28662_ATTAAA_0.2",4.0054607537797e-07,0,30.8398272487912,1,2.80227233443951e-08,7.58162525056397e-07,0.677455180449544,0.445818685962402,-0.231636494487143,"chr10",70113986,70113987,"-",0.561636933205973,2,"TUTR",NA
"AIG1","PAS18362_AATAAA_0.1",2.59242565672194e-12,6.06011864373587e-09,38.122999278019,1,6.64225567332169e-10,2.56357738675011e-08,0.162878355948286,0.0183982270618842,-0.144480128886402,"chr6",143061593,143061594,"+",0.0906382915050852,2,"ALE",NA
"AIG1","PAS18369_AATAAA_0.2",2.59242565672194e-12,0.0040885176298874,12.29052970774,1,0.000455262504381962,0.00390764674950859,0.646772265625428,0.783731720238073,0.136959454612645,"chr6",143340301,143340302,"+",0.71525199293175,2,"ALE",NA
"AK2","PAS3106_ATTAAA_0.1",0.000105857766082899,1.66182450607609e-06,26.4303126725135,1,2.73218988830164e-07,5.979719657974e-06,0.776725726747349,0.59046287734309,-0.186262849404258,"chr1",33013044,33013045,"-",0.68359430204522,2,"MIXED",NA
"AK2","PAS3102_AATAAA_0.1",0.000105857766082899,3.89948784470585e-05,20.3613671602325,1,6.41111093253589e-06,9.90456851098228e-05,0.169547463477134,0.329988810487724,0.16044134701059,"chr1",33008882,33008883,"-",0.249768136982429,2,"MIXED",NA
"ALAD","PAS26411_AATAAA_0.2",0.000715916938430693,0,14.9192011233854,1,0.000112215024734671,0.00119933636361582,0.805799094061614,0.9399450631289,0.134145969067286,"chr9",113386312,113386313,"-",0.872872078595257,2,"TUTR",NA
"ALAD","PAS26412_APA_0.15",0.000715916938430693,0,14.9192011233854,1,0.000112215024734671,0.00119933636361582,0.194200905938386,0.0600549368711,-0.134145969067286,"chr9",113388211,113388212,"-",0.127127921404743,2,"TUTR",NA
"ALDH5A1","PAS17429_AATAAA_0.15",0.000525582434189122,0,15.5779199856529,1,7.91737754390282e-05,0.000888528623165665,0.556048015812952,0.765818087918722,0.20977007210577,"chr6",24537205,24537206,"+",0.660933051865837,2,"TUTR",NA
"ALDH5A1","PAS17428_AATAAA_0.35",0.000525582434189122,0,15.5779199856529,1,7.91737754390282e-05,0.000888528623165665,0.443951984187048,0.234181912081278,-0.20977007210577,"chr6",24533810,24533811,"+",0.339066948134163,2,"TUTR",NA
"ALDH7A1","PAS16667_AATAAA_0.4",0.00359751289001329,0.000420198528444672,14.5269482100894,1,0.000138168882008675,0.00143217840518986,0.754989435391835,0.588358655488421,-0.166630779903414,"chr5",126544756,126544757,"-",0.671674045440128,2,"TUTR",NA
"ALDH7A1","PAS16666_None_0.2",0.00359751289001329,0.0145625159970197,7.95766352438477,1,0.00478841885046391,0.0269040929724996,0.189946512546297,0.304684651175365,0.114738138629068,"chr5",126543964,126543965,"-",0.247315581860831,2,"TUTR",NA
"ALMS1","PAS5834_AATAAA_0.45",0.000111025924146425,3.64921936789726e-05,19.1633876891004,1,1.19992938131662e-05,0.000172392789566609,0.787970948214478,0.465798202971799,-0.322172745242679,"chr2",73609913,73609914,"+",0.626884575593139,2,"iAPA",-0.599793032066075
"ALMS1","PAS5832_AATAAA_0.45",0.000111025924146425,4.25027424722377e-05,18.8724477617172,1,1.39756710510826e-05,0.000196334019410382,0.0885829406069534,0.36620322743035,0.277620286823396,"chr2",73466788,73466789,"+",0.227393084018652,2,"iAPA",-0.599793032066075
"ANKH","PAS16027_AATAAA_0.2",0.000104197668956913,0.00268832702109734,12.3457763954548,1,0.000441985292468296,0.003810486492633,0.148863995988321,0.264111020681266,0.115247024692945,"chr5",14709818,14709819,"-",0.206487508334793,2,"TUTR",NA
"ANKH","PAS16028_APA_0.25",0.000104197668956913,0.00245706555343251,12.5137692128401,1,0.000403963814195625,0.00353505270317634,0.255671503619419,0.140968741252387,-0.114702762367032,"chr5",14711066,14711067,"-",0.198320122435903,2,"TUTR",NA
"ANKMY1","PAS9050_AATAAA_0.15",0.000320425467724059,0.000102893325558512,17.1893269270658,1,3.38331878771589e-05,0.000425851276518114,0.2580659381051,0.730767208595758,0.472701270490658,"chr2",240521938,240521939,"-",0.494416573350429,2,"ALE",NA
"ANKMY1","PAS9048_AATAAA_0",0.000320425467724059,0.00260868567934986,11.1118409041082,1,0.000857783070211944,0.00668834764666344,0.338709024471154,0.0384612219829198,-0.300247802488234,"chr2",240479421,240479422,"-",0.188585123227037,2,"ALE",NA
"ANKRD11","PAS42065_AATAAA_0.3",7.21345959720565e-104,3.71362810766338e-75,342.278756069187,1,2.03518023465029e-76,1.82623506389286e-73,0.134153312980898,0.472027531185857,0.337874218204959,"chr16",89298875,89298876,"-",0.303090422083378,2,"ALE",NA
"ANKRD11","PAS42061_APA_0.35",7.21345959720565e-104,6.97216133440362e-27,121.000189191735,1,3.82095474538494e-28,1.09717441862147e-25,0.404601142896583,0.200167643538692,-0.204433499357892,"chr16",89283318,89283319,"-",0.302384393217638,2,"ALE",NA
"ANKRD42","PAS30349_AATAAA_0.2",0.00917837953731341,0,9.44582662238076,1,0.00211630096804086,0.0139677161041152,0.932155891019867,0.55202911660104,-0.380126774418827,"chr11",83215198,83215199,"+",0.742092503810454,2,"ALE",NA
"ANKRD42","PAS30350_ATTAAA_0.25",0.00917837953731341,0,9.44582662238076,1,0.00211630096804086,0.0139677161041152,0.067844108980133,0.44797088339896,0.380126774418827,"chr11",83256097,83256098,"+",0.257907496189546,2,"ALE",NA
"ANKRD46","PAS24281_AATAAA_0.2",0.00309389388320913,0.000660136540388086,14.982159530744,1,0.000108532421681846,0.00116867711667012,0.675324377801293,0.468750000000001,-0.206574377801292,"chr8",100520773,100520774,"-",0.572037188900647,2,"iAPA",-0.395900919744116
"ANKRD46","PAS24285_ATTAAA_0.3",0.00309389388320913,0.000728674869367103,14.7958201877773,1,0.000119800743259298,0.00127032437559441,0.201298458057176,0.390625,0.189326541942824,"chr8",100548857,100548858,"-",0.295961729028588,2,"iAPA",-0.395900919744116
"ANKRD50","PAS14244_AATAAA_0.35",8.67398686352155e-08,0.0486024545784609,7.76490078866482,1,0.00532712226673713,0.0290810912893412,0.471264318729582,0.37019298562347,-0.101071333106112,"chr4",124664488,124664489,"-",0.420728652176526,2,"iAPA",-0.201480127230946
"ANKRD50","PAS14248_AATAAA_0.35",8.67398686352155e-08,1.50890982086323e-06,27.4005333204404,1,1.65385620436979e-07,3.8012216880798e-06,0.0229886729880848,0.123397467112919,0.100408794124834,"chr4",124705349,124705350,"-",0.0731930700505018,2,"iAPA",-0.201480127230946
"ANKRD52","PAS34362_ATTAAA_0.05",1.73609242073595e-07,6.06975590977036e-09,35.9777406129233,1,1.99584560950919e-09,6.95510211106633e-08,0.502466015884351,0.721595291830553,0.219129275946202,"chr12",56237807,56237808,"-",0.612030653857452,2,"TUTR",NA
"ANKRD52","PAS34363_APA_0.25",1.73609242073595e-07,6.27144371242662e-09,35.9140489779338,1,2.06216420969789e-09,7.15149249920349e-08,0.477981569447365,0.260565895248028,-0.217415674199337,"chr12",56238218,56238219,"-",0.369273732347696,2,"TUTR",NA
"AP2A2","PAS29385_ATTAAA_0.2",1.94547938694612e-07,0,32.3880253548923,1,1.26262133478492e-08,3.71472856091912e-07,0.894771004293687,0.708669220661501,-0.186101783632186,"chr11",1010918,1010919,"+",0.801720112477594,2,"MIXED",NA
"AP2A2","PAS29386_AATAAA_0.15",1.94547938694612e-07,0,32.3880253548923,1,1.26262133478492e-08,3.71472856091912e-07,0.105228995706313,0.291330779338499,0.186101783632186,"chr11",1012238,1012239,"+",0.198279887522406,2,"MIXED",NA
"AP3B1","PAS16382_AATAAA_0.15",1.22478933300129e-06,0,28.4960052986598,1,9.38920075164731e-08,2.27965983525904e-06,0.963118523718318,0.823462111690452,-0.139656412027866,"chr5",78002326,78002327,"-",0.893290317704385,2,"iAPA",-0.279312824055732
"AP3B1","PAS16384_AATAAA_0.25",1.22478933300129e-06,0,28.4960052986598,1,9.38920075164731e-08,2.27965983525904e-06,0.0368814762816824,0.176537888309548,0.139656412027866,"chr5",78083304,78083305,"-",0.106709682295615,2,"iAPA",-0.279312824055732
"APBA2","PAS38226_AATAAA_0.25",0.00140597678169232,0,13.4948994977385,1,0.00023921278080892,0.00228862125610879,0.170910307989823,0.347185637867934,0.176275329878111,"chr15",29118310,29118311,"+",0.259047972928879,2,"TUTR",NA
"APBA2","PAS38225_AATAAA_0.45",0.00140597678169232,0,13.4948994977385,1,0.00023921278080892,0.00228862125610879,0.829089692010177,0.652814362132066,-0.176275329878111,"chr15",29117706,29117707,"+",0.740952027071121,2,"TUTR",NA
"APOBEC3F","PAS51019_AATAAA_0.35",0.00884411816971061,0.00597819652428523,9.58125563431531,1,0.00196573922627956,0.0130984405869915,0.467532467532458,0.238636262931131,-0.228896204601327,"chr22",39053648,39053649,"+",0.353084365231795,2,"ALE",NA
"APOBEC3F","PAS51018_AATAAA_0.15",0.00884411816971061,0.0253909384861524,6.95704094879329,1,0.00834900016610758,0.0411827914744143,0.103896103896151,0.261363751862674,0.157467647966523,"chr22",39044421,39044422,"+",0.182629927879412,2,"ALE",NA
"APOL2","PAS51471_AATAAA_0.2",0.0307357495144011,0,6.79325968894955,1,0.00915026779231948,0.0440554811480868,0.202768721389656,0.402063791907146,0.19929507051749,"chr22",36226210,36226211,"-",0.302416256648401,2,"TUTR",NA
"APOL2","PAS51472_AATAAA_0.05",0.0307357495144011,0,6.79325968894955,1,0.00915026779231948,0.0440554811480868,0.797231278610344,0.597936208092854,-0.19929507051749,"chr22",36226623,36226624,"-",0.697583743351599,2,"TUTR",NA
"ARAF","PAS51930_None_0.05",0.000242130957625385,0,17.213179300245,1,3.34110446142719e-05,0.000421770373278506,0.952696958595356,0.84864494125751,-0.104052017337846,"chrX",47571905,47571906,"+",0.900670949926432,2,"ALE",NA
"ARAF","PAS51929_AATAAA_0.3",0.000242130957625385,0,17.2131793002445,1,3.34110446142799e-05,0.000421770373278506,0.0473030414046445,0.151355058742491,0.104052017337846,"chrX",47565971,47565972,"+",0.0993290500735675,2,"ALE",NA
"ARHGAP12","PAS28434_AATAAA_0.2",1.85052717576418e-09,5.82361833360023e-08,34.2740293456836,1,4.7872777980511e-09,1.54339542902438e-07,0.635590125415511,0.406363112603697,-0.229227012811814,"chr10",31806293,31806294,"-",0.520976619009604,2,"iAPA",-0.363775858695997
"ARHGAP12","PAS28436_AATAAA_0.2",1.85052717576418e-09,1.99460165848581e-05,22.9768351710809,1,1.63965282211788e-06,2.97987874912495e-05,0.0867204974450675,0.221269343329251,0.134548845884183,"chr10",31884347,31884348,"-",0.153994920387159,2,"iAPA",-0.363775858695997
"ARHGAP27","PAS44420_AATAAA_0.25",1.01858709807769e-13,0,62.4527312376626,1,2.72917055156273e-15,2.33235781739901e-13,0.768345726084851,0.465830447422621,-0.302515278662231,"chr17",45393908,45393909,"-",0.617088086753736,2,"ALE",NA
"ARHGAP27","PAS44422_None_0.15",1.01858709807769e-13,0,62.4527312376626,1,2.72917055156273e-15,2.33235781739901e-13,0.231654273915149,0.534169552577379,0.302515278662231,"chr17",45429352,45429353,"-",0.382911913246264,2,"ALE",NA
"ARL4A","PAS20092_AATAAA_0.05",5.61677869033968e-05,3.97007129389404e-06,23.4151975605637,1,1.30543130220481e-06,2.44893454044276e-05,0.680981092498173,0.398437502376769,-0.282543590121404,"chr7",12689175,12689176,"+",0.539709297437471,2,"MIXED",NA
"ARL4A","PAS20096_AATAAA_0.3",5.61677869033968e-05,0.000267672749981803,15.3778145099059,1,8.80156452381367e-05,0.000976561017953896,0.196318771300248,0.406249955851879,0.209931184551631,"chr7",12690724,12690725,"+",0.301284363576064,2,"MIXED",NA
"ASAH1","PAS23676_AATAAA_0.35",0.00642299957449931,0,10.2289901747795,1,0.0013825033320521,0.00987188055672214,0.670368552256236,0.893157444680687,0.222788892424451,"chr8",18056457,18056458,"-",0.781762998468462,2,"ALE",NA
"ASAH1","PAS23679_AATAAA_0.05",0.00642299957449931,0,10.2289901747795,1,0.0013825033320521,0.00987188055672214,0.329631447743764,0.106842555319313,-0.222788892424451,"chr8",18066763,18066764,"-",0.218237001531539,2,"ALE",NA
"ASB1","PAS7197_APA_0.15",4.65091462012938e-07,0,30.5212459025015,1,3.30230168770722e-08,8.82889594168729e-07,0.315771708343203,0.160264262438586,-0.155507445904617,"chr2",238446729,238446730,"+",0.238017985390894,2,"MIXED",NA
"ASB1","PAS7198_AATAAA_0.05",4.65091462012938e-07,0,30.5212459025042,1,3.30230168770259e-08,8.82889594168729e-07,0.684228291656797,0.839735737561414,0.155507445904617,"chr2",238452248,238452249,"+",0.761982014609106,2,"MIXED",NA
"ASB3","PAS7683_AATAAA_0.35",0.00223172564437041,0.000283974962361478,15.2661259858992,1,9.33761077488098e-05,0.00102442580564359,0.233385254050372,0.0941116869054015,-0.13927356714497,"chr2",53848884,53848885,"-",0.163748470477887,2,"iAPA",0.260134483659614
"ASB3","PAS7680_ATTAAA_0.1",0.00223172564437041,0.00645846760382868,9.43945920934766,1,0.00212366105044024,0.0139914219029441,0.73297119692267,0.853832113437314,0.120860916514644,"chr2",53669980,53669981,"-",0.793401655179992,2,"iAPA",0.260134483659614
"ASH1L","PAS4229_AATAAA_0.15",5.00186905244518e-32,2.99521118069232e-36,162.459683534764,1,3.28293217135523e-37,1.33398541966615e-34,0.0360847057701561,0.497130046816032,0.461045341045875,"chr1",155467766,155467767,"-",0.266607376293094,2,"iAPA",-0.676860118467007
