gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,Sam68_DMSO_1,Sam68_DMSO_2,Sam68_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
ACACB_ENSG00000076555.16,PAS12337_AATAAA_0.25,0.79695841,NA,ACACB_ENSG00000076555.16,0.280490088,1,0.596380175,0.816099187,ACACB_ENSG00000076555.16,0.872311817,0.872311817,0.872311817,0.841261446,0.841261446,0.841261446,-0.031050371,chr12,109268222,109268223,21,+,ENSG00000076555.16,ACACB,UTR3
ACAP2_ENSG00000114331.16,PAS4593_APA_0.2,0.325888597,NA,ACAP2_ENSG00000114331.16,4.163411522,1,0.041306128,0.187710424,ACAP2_ENSG00000114331.16,0.148804287,0.148804287,0.148804287,0.086169977,0.086169977,0.086169977,-0.06263431,chr3,195278792,195278793,51,-,ENSG00000114331.16,ACAP2,UTR3
ACAP2_ENSG00000114331.16,PAS4591_AATAAA_0.15,0.325888597,NA,ACAP2_ENSG00000114331.16,1.824015855,1,0.176836001,0.447082914,ACAP2_ENSG00000114331.16,0.772315322,0.772315322,0.772315322,0.824123588,0.824123588,0.824123588,0.051808266,chr3,195274745,195274746,107,-,ENSG00000114331.16,ACAP2,UTR3
ACAP2_ENSG00000114331.16,PAS4592_AATAAA_0.45,0.325888597,NA,ACAP2_ENSG00000114331.16,0.160540073,1,0.688659771,0.866421686,ACAP2_ENSG00000114331.16,0.078880391,0.078880391,0.078880391,0.089706435,0.089706435,0.089706435,0.010826044,chr3,195278513,195278515,15,-,ENSG00000114331.16,ACAP2,UTR3
ACBD3_ENSG00000182827.9,PAS1927_ATTAAA_0.2,0.970701216,NA,ACBD3_ENSG00000182827.9,0.005906385,1,0.938740483,0.97580673,ACBD3_ENSG00000182827.9,0.59888348,0.59888348,0.59888348,0.60267076,0.60267076,0.60267076,0.00378728,chr1,226144680,226144681,121,-,ENSG00000182827.9,ACBD3,UTR3
ACBD3_ENSG00000182827.9,PAS1928_AATAAA_0.35,0.970701216,NA,ACBD3_ENSG00000182827.9,0.005906385,1,0.938740483,0.97580673,ACBD3_ENSG00000182827.9,0.40111652,0.40111652,0.40111652,0.39732924,0.39732924,0.39732924,-0.00378728,chr1,226144944,226144945,45,-,ENSG00000182827.9,ACBD3,UTR3
ACBD6_ENSG00000230124.8,PAS1782_AATAAA_0.3,0.492168061,NA,ACBD6_ENSG00000230124.8,2.656925929,1,0.103099816,0.32809104,ACBD6_ENSG00000230124.8,0.854312971,0.854312971,0.854312971,0.89995417,0.89995417,0.89995417,0.045641199,chr1,180288230,180288231,344,-,ENSG00000230124.8,ACBD6,UTR3
ACBD6_ENSG00000230124.8,PAS1780_ATTAAA_0.45,0.492168061,NA,ACBD6_ENSG00000230124.8,1.84007907,1,0.17494168,0.44398919,ACBD6_ENSG00000230124.8,0.11502501,0.11502501,0.11502501,0.081413287,0.081413287,0.081413287,-0.033611723,chr1,180269664,180269665,18,-,ENSG00000230124.8,ACBD6,UTR3
ACBD6_ENSG00000230124.8,PAS1781_AATAAA_0.35,0.492168061,NA,ACBD6_ENSG00000230124.8,0.903205381,1,0.341923682,0.628475214,ACBD6_ENSG00000230124.8,0.030662018,0.030662018,0.030662018,0.018632543,0.018632543,0.018632543,-0.012029475,chr1,180275125,180275126,15,-,ENSG00000230124.8,ACBD6,UTR3
ACER3_ENSG00000078124.13,PAS11208_APA_0.25,0.59828225,NA,ACER3_ENSG00000078124.13,1.774437526,1,0.182833852,0.456296788,ACER3_ENSG00000078124.13,0.25173053,0.25173053,0.25173053,0.102080718,0.102080718,0.102080718,-0.149649812,chr11,77020572,77020573,11,+,ENSG00000078124.13,ACER3,UTR3
ACER3_ENSG00000078124.13,PAS11210_ATTAAA_0.2,0.59828225,NA,ACER3_ENSG00000078124.13,1.207655336,1,0.271796974,0.559174667,ACER3_ENSG00000078124.13,0.383577534,0.383577534,0.383577534,0.555501781,0.555501781,0.555501781,0.171924246,chr11,77026795,77026796,10,+,ENSG00000078124.13,ACER3,UTR3
ACER3_ENSG00000078124.13,PAS11209_None_0.05,0.59828225,NA,ACER3_ENSG00000078124.13,-0.003272032,1,1,1,ACER3_ENSG00000078124.13,0.364691936,0.364691936,0.364691936,0.342417501,0.342417501,0.342417501,-0.022274435,chr11,77023647,77023648,13,+,ENSG00000078124.13,ACER3,UTR3
ACLY_ENSG00000131473.17,PAS16637_AATAAA_0.15,0.047637806,0,ACLY_ENSG00000131473.17,7.266943463,1,0.007023523,0.056824223,ACLY_ENSG00000131473.17,0.911073651,0.911073651,0.911073651,0.954590932,0.954590932,0.954590932,0.043517282,chr17,41866918,41866919,411,-,ENSG00000131473.17,ACLY,UTR3
ACLY_ENSG00000131473.17,PAS16638_AATAAA_0.1,0.047637806,0,ACLY_ENSG00000131473.17,7.266943463,1,0.007023523,0.056824223,ACLY_ENSG00000131473.17,0.088926349,0.088926349,0.088926349,0.045409068,0.045409068,0.045409068,-0.043517282,chr17,41867573,41867574,58,-,ENSG00000131473.17,ACLY,UTR3
ACOT13_ENSG00000112304.11,PAS6411_AATAAA_0.35,0.744349304,NA,ACOT13_ENSG00000112304.11,1.282797049,1,0.257379618,0.543767053,ACOT13_ENSG00000112304.11,0.022244049,0.022244049,0.022244049,0.03826324,0.03826324,0.03826324,0.016019191,chr6,24702836,24702837,19,+,ENSG00000112304.11,ACOT13,UTR3
ACOT13_ENSG00000112304.11,PAS6410_AATAAA_0.4,0.744349304,NA,ACOT13_ENSG00000112304.11,0.865320654,1,0.352254015,0.639738458,ACOT13_ENSG00000112304.11,0.941393917,0.941393917,0.941393917,0.923579658,0.923579658,0.923579658,-0.01781426,chr6,24701711,24701712,116,+,ENSG00000112304.11,ACOT13,UTR3
ACOT13_ENSG00000112304.11,PAS6412_APA_0.3,0.744349304,NA,ACOT13_ENSG00000112304.11,0.012710018,1,0.910237707,0.964443132,ACOT13_ENSG00000112304.11,0.036362034,0.036362034,0.036362034,0.038157102,0.038157102,0.038157102,0.001795068,chr6,24704970,24704971,25,+,ENSG00000112304.11,ACOT13,UTR3
ACOT9_ENSG00000123130.17,PAS19924_AATAAA_0.35,0.792879606,NA,ACOT9_ENSG00000123130.17,0.289429128,1,0.590586591,0.811411451,ACOT9_ENSG00000123130.17,0.878839215,0.878839215,0.878839215,0.900677259,0.900677259,0.900677259,0.021838044,chrX,23703678,23703679,208,-,ENSG00000123130.17,ACOT9,UTR3
ACOT9_ENSG00000123130.17,PAS19925_AATAAA_0.4,0.792879606,NA,ACOT9_ENSG00000123130.17,0.289429128,1,0.590586591,0.811411451,ACOT9_ENSG00000123130.17,0.121160785,0.121160785,0.121160785,0.099322741,0.099322741,0.099322741,-0.021838044,chrX,23707832,23707833,27,-,ENSG00000123130.17,ACOT9,UTR3
ACOX1_ENSG00000161533.12,PAS16890_APA_0.25,0.267872879,NA,ACOX1_ENSG00000161533.12,4.073943964,1,0.04354948,0.193372863,ACOX1_ENSG00000161533.12,0.297516549,0.297516549,0.297516549,0.194549858,0.194549858,0.194549858,-0.10296669,chr17,75945577,75945578,23,-,ENSG00000161533.12,ACOX1,UTR3
ACOX1_ENSG00000161533.12,PAS16889_AATAAA_0.2,0.267872879,NA,ACOX1_ENSG00000161533.12,1.976010047,1,0.159811372,0.419404969,ACOX1_ENSG00000161533.12,0.161641357,0.161641357,0.161641357,0.228120849,0.228120849,0.228120849,0.066479492,chr17,75942878,75942879,17,-,ENSG00000161533.12,ACOX1,UTR3
ACOX1_ENSG00000161533.12,PAS16888_AATAAA_0.45,0.267872879,NA,ACOX1_ENSG00000161533.12,0.331107646,1,0.565007593,0.797278944,ACOX1_ENSG00000161533.12,0.540842095,0.540842095,0.540842095,0.577329293,0.577329293,0.577329293,0.036487198,chr17,75941512,75941513,35,-,ENSG00000161533.12,ACOX1,UTR3
ACP1_ENSG00000143727.16,PAS2026_AATAAA_0.25,0.001157743,0,ACP1_ENSG00000143727.16,16.11186497,1,5.97E-05,0.001496819,ACP1_ENSG00000143727.16,0.446730646,0.446730646,0.446730646,0.324411337,0.324411337,0.324411337,-0.122319309,chr2,277506,277507,150,+,ENSG00000143727.16,ACP1,UTR3
ACP1_ENSG00000143727.16,PAS2027_AATAAA_0.15,0.001157743,0,ACP1_ENSG00000143727.16,16.11186497,1,5.97E-05,0.001496819,ACP1_ENSG00000143727.16,0.553269354,0.553269354,0.553269354,0.675588663,0.675588663,0.675588663,0.122319309,chr2,278279,278280,220,+,ENSG00000143727.16,ACP1,UTR3
ACP6_ENSG00000162836.12,PAS1575_ATTAAA_0.35,0.838113141,NA,ACP6_ENSG00000162836.12,0.180345366,1,0.671076606,0.856384803,ACP6_ENSG00000162836.12,0.072647673,0.072647673,0.072647673,0.059992166,0.059992166,0.059992166,-0.012655507,chr1,147629660,147629661,38,-,ENSG00000162836.12,ACP6,UTR3
ACP6_ENSG00000162836.12,PAS1576_AATAAA_0,0.838113141,NA,ACP6_ENSG00000162836.12,0.180345366,1,0.671076606,0.856384803,ACP6_ENSG00000162836.12,0.927352327,0.927352327,0.927352327,0.940007834,0.940007834,0.940007834,0.012655507,chr1,147647367,147647368,135,-,ENSG00000162836.12,ACP6,UTR3
ACSL3_ENSG00000123983.15,PAS2654_AATAAA_0.3,0.095741093,NA,ACSL3_ENSG00000123983.15,6.897456073,1,0.008631849,0.065584114,ACSL3_ENSG00000123983.15,0.48130649,0.48130649,0.48130649,0.603827389,0.603827389,0.603827389,0.122520899,chr2,222942216,222942217,149,+,ENSG00000123983.15,ACSL3,UTR3
ACSL3_ENSG00000123983.15,PAS2655_AATAAA_0.35,0.095741093,NA,ACSL3_ENSG00000123983.15,6.368147455,1,0.011618683,0.082132742,ACSL3_ENSG00000123983.15,0.325645726,0.325645726,0.325645726,0.219904171,0.219904171,0.219904171,-0.105741554,chr2,222944621,222944622,46,+,ENSG00000123983.15,ACSL3,UTR3
ACSL3_ENSG00000123983.15,PAS2653_APA_0.15,0.095741093,NA,ACSL3_ENSG00000123983.15,0.189563335,1,0.663280298,0.852629412,ACSL3_ENSG00000123983.15,0.193047784,0.193047784,0.193047784,0.176268439,0.176268439,0.176268439,-0.016779345,chr2,222941820,222941821,69,+,ENSG00000123983.15,ACSL3,UTR3
ACSL4_ENSG00000068366.21,PAS20059_ATTAAA_0.1,0.592331771,NA,ACSL4_ENSG00000068366.21,1.651511877,1,0.198753281,0.476346854,ACSL4_ENSG00000068366.21,0.051831496,0.051831496,0.051831496,0.083296408,0.083296408,0.083296408,0.031464912,chrX,109643038,109643039,97,-,ENSG00000068366.21,ACSL4,UTR3
ACSL4_ENSG00000068366.21,PAS20060_AATAAA_0.2,0.592331771,NA,ACSL4_ENSG00000068366.21,0.567042109,1,0.451436703,0.72063725,ACSL4_ENSG00000068366.21,0.060357846,0.060357846,0.060357846,0.044035163,0.044035163,0.044035163,-0.016322683,chrX,109644008,109644009,10,-,ENSG00000068366.21,ACSL4,UTR3
ACSL4_ENSG00000068366.21,PAS20058_AATAAA_0.3,0.592331771,NA,ACSL4_ENSG00000068366.21,0.292447389,1,0.588656437,0.810456922,ACSL4_ENSG00000068366.21,0.887810658,0.887810658,0.887810658,0.872668429,0.872668429,0.872668429,-0.015142229,chrX,109641336,109641337,318,-,ENSG00000068366.21,ACSL4,UTR3
ACTB_ENSG00000075624.17,PAS7788_AATAAA_0.2,0.761666144,NA,ACTB_ENSG00000075624.17,0.365107093,1,0.545683477,0.7856063,ACTB_ENSG00000075624.17,0.987862894,0.987862894,0.987862894,0.986336255,0.986336255,0.986336255,-0.001526639,chr7,5527148,5527149,7385,-,ENSG00000075624.17,ACTB,UTR3
