chr,start,end,strand,total_count,avg_change_in_usage,all_above_threshold,below_padj_threshold_count,max_abs_change_in_usage,max_change_in_usage,avg_abs_change_in_usage,avg_basemean,avg_ctrl_usage,cell_lines,gene_name,feature_id,pA_type
chr5,139410209,139410210,-,2,0.23760863506920915,TRUE,1,0.27859065417714934,0.27859065417714934,0.23760863506920915,90.66679059824224,0.10220204079060735,"H838, LU99",DNAJC18,PAS16845_ATTAAA_0.35,distal pA
chr5,139414054,139414055,-,3,-0.234275397,TRUE,1,0.30512349567700986,-0.305123496,0.23427539689019553,90.66679059824224,0.6963174191417143,"H838, LU99, SKMEL2",DNAJC18,PAS16847_APA_0.3,proximal pA
chr14,73701957,73701958,+,8,0.1677192241811348,TRUE,1,0.3553819785632645,0.3553819785632645,0.1677192241811348,86.68240133225794,0.5785208706049165,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, U2OS",DNAL1,PAS36929_AATAAA_0.3,distal pA
chr14,73696073,73696074,+,8,-0.167719224,TRUE,1,0.35538197856326437,-0.355381979,0.16771922418113477,86.68240133225794,0.4214791293950835,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, U2OS",DNAL1,PAS36928_APA_0.15,proximal pA
chr11,6549034,6549035,+,3,-0.378358335,TRUE,3,0.437978024,-0.437978024,0.37835833466447827,57.15237183255503,0.6517069628633498,"H838, LU99, SKMEL2",DNHD1,PAS29428_APA_0.15,distal pA
chr11,6520857,6520858,+,2,0.3499407259168432,TRUE,2,0.4324042428580347,0.4324042428580347,0.3499407259168432,57.15237183255503,0.1203628830396849,"H838, HCT116_p53minus",DNHD1,PAS29426_AATAAA_0.3,proximal pA
chr2,219372039,219372040,-,10,0.1931587609511115,TRUE,10,0.31758996850646853,0.31758996850646853,0.1931587609511115,554.6458474177064,0.12445413377542033,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",DNPEP,PAS8886_APA_0.25,distal pA
chr2,219374194,219374195,-,10,-0.193158761,TRUE,10,0.3175899685064685,-0.317589969,0.19315876095111156,554.6458474177064,0.8755458662245796,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",DNPEP,PAS8887_ATTAAA_0.15,proximal pA
chr5,177501906,177501907,-,2,0.34601169052037145,TRUE,2,0.3887206044075926,0.3887206044075926,0.34601169052037145,35.604588358069925,0.6014630281611772,"HCT116_p53minus, SUM149PT",DOK3,PAS17164_AATAAA_0.2,distal pA
chr5,177503750,177503751,-,2,-0.346011691,TRUE,2,0.38872060440759254,-0.388720604,0.3460116905203714,35.604588358069925,0.39853697183882275,"HCT116_p53minus, SUM149PT",DOK3,PAS17165_AATAAA_0.15,proximal pA
chr3,16257978,16257979,-,10,0.330009279,TRUE,10,0.4693483868183823,0.4693483868183823,0.330009279,76.93233619100738,0.2282597770609618,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",DPH3,PAS10926_AATAAA_0.15,distal pA
chr3,16260389,16260390,-,10,-0.36508291,TRUE,10,0.5833313310803971,-0.583331331,0.3650829102333467,76.93233619100738,0.7614750801559422,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",DPH3,PAS10928_AATAAA_0.2,proximal pA
chr5,147390809,147390810,-,3,0.20749247894640302,TRUE,3,0.2545702065898592,0.2545702065898592,0.20749247894640302,205.72882938426392,0.6216728336385384,"HCT116_p53plus, SKMEL2, U2OS",DPYSL3,PAS16917_ATTAAA_0.2,distal pA
chr5,147393373,147393374,-,3,-0.207492479,TRUE,3,0.2545702065898592,-0.254570207,0.207492479,205.72882938426392,0.3783271663614615,"HCT116_p53plus, SKMEL2, U2OS",DPYSL3,PAS16918_ATTAAA_0.2,proximal pA
chr3,196291220,196291221,-,3,-0.269303977,TRUE,2,0.3650514879057385,-0.365051488,0.2693039773512293,25.767174969622182,0.7931212436055248,"H838, LU99, SKMEL2",DYNLT2B,PAS12348_AATAAA_0.15,distal pA
chr3,196315181,196315182,-,3,0.26930397735122935,TRUE,2,0.36505148790573855,0.36505148790573855,0.26930397735122935,25.767174969622182,0.20687875639447517,"H838, LU99, SKMEL2",DYNLT2B,PAS12350_ATTAAA_0.15,proximal pA
chr13,95581116,95581117,-,3,0.25328216051434316,TRUE,3,0.27624213888544336,0.27624213888544336,0.25328216051434316,109.51719941708768,0.43463976117829334,"H838, LU99, U2OS",DZIP1,PAS36219_APA_0.1,distal pA
chr13,95581952,95581953,-,3,-0.253993683,TRUE,3,0.2762421388854433,-0.276242139,0.2539936826356813,109.51719941708768,0.4826467270525035,"H838, LU99, U2OS",DZIP1,PAS36221_APA_0.25,proximal pA
chr3,108694837,108694838,+,7,0.18137334862675064,TRUE,2,0.2539615415684169,0.2539615415684169,0.18137334862675064,160.82955748298068,0.13584744954751746,"H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, U2OS",DZIP3,PAS9952_AATAAA_0.3,distal pA
chr3,108694031,108694032,+,7,-0.181373349,TRUE,2,0.25396154156841677,-0.253961542,0.1813733486267506,160.82955748298068,0.8641525504524825,"H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, U2OS",DZIP3,PAS9951_ATTAAA_0.3,proximal pA
chr16,22288730,22288731,+,10,0.2500779149601574,TRUE,8,0.38582785903203787,0.38582785903203787,0.2500779149601574,84.57661146,0.34338253391386303,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EEF2K,PAS40371_AATAAA_0.2,distal pA
chr16,22286629,22286630,+,10,-0.216979287,TRUE,6,0.3849318081551368,-0.384931808,0.21697928678635986,84.57661146,0.6055972787461016,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EEF2K,PAS40370_AATAAA_0.15,proximal pA
chr14,89794671,89794672,-,3,0.3148581065845625,TRUE,3,0.3742872839090168,0.3742872839090168,0.3148581065845625,82.75077421041432,0.14430884648256057,"HCT116_p53minus, MCF7, PANC0403",EFCAB11,PAS37974_AATAAA_0.35,distal pA
chr14,89797126,89797127,-,3,-0.32865322,TRUE,3,0.37428728390901667,-0.374287284,0.3286532204113129,82.75077421041432,0.8197292737657675,"HCT116_p53minus, MCF7, PANC0403",EFCAB11,PAS37975_ATTAAA_0.25,proximal pA
chr17,41691640,41691641,+,10,0.12388453011211879,TRUE,10,0.17271172523063727,0.17271172523063727,0.12388453011211879,3092.0522001095696,0.26963640488530577,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EIF1,PAS42792_AATAAA_0.35,distal pA
chr17,41690997,41690998,+,10,-0.137343143,TRUE,10,0.18560331304106648,-0.185603313,0.13734314346274668,3092.0522001095696,0.7244544189028683,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EIF1,PAS42791_AATAAA_0.2,proximal pA
chr8,28191149,28191150,+,10,0.24794550564276194,TRUE,9,0.40649756405349446,0.40649756405349446,0.24794550564276194,120.79268551377363,0.5328565352395419,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ELP3,PAS22709_AATAAA_0.35,distal pA
chr8,28190093,28190094,+,10,-0.247945506,TRUE,9,0.4064975640534944,-0.406497564,0.24794550564276197,120.79268551377363,0.46714346476045815,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ELP3,PAS22708_AATAAA_0.4,proximal pA
chr11,31790319,31790320,+,3,0.16668911024606953,TRUE,2,0.19736591629428743,0.19736591629428743,0.16668911024606953,84.57599593452214,0.040810429,"HCT116_p53minus, LU99, PANC0403",ELP4,PAS29654_AATAAA_0.35,distal pA
chr11,31783770,31783771,+,3,-0.16668911,TRUE,2,0.19736591629428743,-0.197365916,0.16668911024606958,84.57599593452214,0.9591895712897907,"HCT116_p53minus, LU99, PANC0403",ELP4,PAS29649_AATAAA_0.4,proximal pA
chr16,1781700,1781701,+,4,-0.208811635,TRUE,1,0.33740125418754846,-0.337401254,0.20881163452354654,92.92641165006073,0.3957688123758373,"HCT116_p53minus, HCT116_p53plus, PANC0403, SKMEL2",EME2,PAS40086_AATAAA_0.3,distal pA
chr16,1780577,1780578,+,2,0.15326327078172441,TRUE,1,0.18744437795773664,0.18744437795773664,0.15326327078172441,92.92641165006073,0.20245318503160825,"H838, MCF7",EME2,PAS40084_None_0.2,proximal pA
chr1,150622127,150622128,-,10,-0.407662171,TRUE,10,0.6079291596427185,-0.60792916,0.4076621707228816,594.9143343759251,0.8828326270631207,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ENSA,PAS4074_AATAAA_0.35,distal pA
chr1,150627047,150627048,-,8,0.23369120700853857,TRUE,8,0.3448844202045632,0.3448844202045632,0.23369120700853857,594.9143343759251,0.031108829983547852,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ENSA,PAS4079_AATAAA_0.25,proximal pA
chr3,52813283,52813284,-,3,-0.252457207,TRUE,1,0.4149391210284127,-0.414939121,0.25245720731316973,NA,0.5991053910661028,"GP2D, HCT116_p53minus, HCT116_p53plus",ENSG00000243696,PAS11322_AATAAA_0.15,distal pA
chr3,52833122,52833123,-,3,0.2524572073131697,TRUE,1,0.41493912102841274,0.41493912102841274,0.2524572073131697,NA,0.4008946089338972,"GP2D, HCT116_p53minus, HCT116_p53plus",ENSG00000243696,PAS11323_AATAAA_0.25,proximal pA
chr17,40627716,40627717,-,10,0.18271509670712646,TRUE,10,0.2767003242371244,0.2767003242371244,0.18271509670712646,122.11180887978031,0.2810104652394336,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ENSG00000264058,PAS44248_AATAAA_0.4,distal pA
chr17,40628723,40628724,-,10,-0.189261417,TRUE,10,0.288081929,-0.288081929,0.18926141676383618,122.11180887978031,0.6894175014553842,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ENSG00000264058,PAS44249_APA_0.15,proximal pA
chr5,60873833,60873834,-,7,-0.529072146,TRUE,7,0.7693226891792133,-0.769322689,0.5290721455919939,124.31693391946511,0.6957398266095961,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, U2OS",ERCC8,PAS16250_AATAAA_0.15,distal pA
chr5,60890554,60890555,-,7,0.5677095698470679,TRUE,7,0.7693226891792134,0.7693226891792134,0.5677095698470679,124.31693391946511,0.26123251412319615,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, U2OS",ERCC8,PAS16252_AATAAA_0.45,proximal pA
chr19,58315651,58315652,+,10,0.22918121690116303,TRUE,9,0.3326783574280361,0.3326783574280361,0.22918121690116303,136.59813930624404,0.26655030295158005,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ERVK3-1,PAS47388_APA_0.15,distal pA
chr19,58315202,58315203,+,10,-0.229181217,TRUE,9,0.33267835742803614,-0.332678357,0.22918121690116303,136.59813930624404,0.7334496970484199,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",ERVK3-1,PAS47387_None_0.1,proximal pA
chr1,6460928,6460929,+,5,-0.315615227,TRUE,5,0.43011440464028494,-0.430114405,0.3156152265009353,142.99008044286066,0.6431493425635673,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, SUM149PT",ESPN,PAS100_ATTAAA_0.1,distal pA
chr1,6456667,6456668,+,5,0.39084027785031616,TRUE,5,0.4981768603760782,0.4981768603760782,0.39084027785031616,142.99008044286066,0.12291220681181224,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, SUM149PT",ESPN,PAS98_AATAAA_0.25,proximal pA
chr5,471935,471936,+,10,0.2991874179464723,TRUE,10,0.5400442509538156,0.5400442509538156,0.2991874179464723,188.12245928565233,0.2067110556865848,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EXOC3,PAS14542_APA_0.1,distal pA
chr5,467284,467285,+,10,-0.299187418,TRUE,10,0.5400442509538155,-0.540044251,0.29918741794647224,188.12245928565233,0.7932889443134152,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",EXOC3,PAS14540_ATTAAA_0.45,proximal pA
chr2,95416614,95416615,+,4,0.27066275644866955,TRUE,4,0.34841378787097876,0.34841378787097876,0.27066275644866955,195.52582333620865,0.11800870929835713,"HCT116_p53minus, LU99, MCF7, U2OS",FAHD2A,PAS5988_AATAAA_0.05,distal pA
chr2,95413129,95413130,+,4,-0.270662756,TRUE,4,0.34841378787097893,-0.348413788,0.27066275644866955,195.52582333620865,0.8819912907016428,"HCT116_p53minus, LU99, MCF7, U2OS",FAHD2A,PAS5987_AATAAA_0.05,proximal pA
chr22,40036569,40036570,+,5,0.34616819577265723,TRUE,5,0.49582107995395985,0.49582107995395985,0.34616819577265723,76.77767244075864,0.33433738500124066,"GP2D, HCT116_p53minus, HCT116_p53plus, PANC0403, SUM149PT",FAM83F,PAS51045_AATAAA_0.35,distal pA
chr22,40030039,40030040,+,3,-0.256887497,TRUE,3,0.3520617728487737,-0.352061773,0.2568874968453252,76.77767244075864,0.4536666200472674,"HCT116_p53minus, PANC0403, SUM149PT",FAM83F,PAS51044_AATAAA_0.2,proximal pA
chr15,75942509,75942510,+,9,0.4365068912487747,TRUE,8,0.6233846884444567,0.6233846884444567,0.4365068912487747,416.86784727506165,0.13150547474540655,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, SUM149PT, U2OS",FBXO22,PAS38843_AATAAA_0.2,distal pA
chr15,75933127,75933128,+,10,-0.37971165,TRUE,9,0.5428155038022664,-0.542815504,0.3797116496901408,416.86784727506165,0.7173708325070878,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FBXO22,PAS38838_ATTAAA_0.1,proximal pA
chr16,87326986,87326987,-,9,0.2085926984065557,TRUE,7,0.3168161665372577,0.3168161665372577,0.2085926984065557,98.11984226875249,0.18547569788334126,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FBXO31,PAS42019_APA_0.05,distal pA
chr16,87329337,87329338,-,9,-0.208592698,TRUE,7,0.31681616653725764,-0.316816167,0.2085926984065557,98.11984226875249,0.8145243021166587,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FBXO31,PAS42020_ATTAAA_0.2,proximal pA
chr4,122898223,122898224,+,4,0.2509165466329604,TRUE,2,0.3161120147447946,0.3161120147447946,0.2509165466329604,100.15476154611349,0.4107873328426658,"H838, HCT116_p53minus, LU99, U2OS",FGF2,PAS13198_AATAAA_0.05,distal pA
chr4,122892491,122892492,+,4,-0.200290352,TRUE,2,0.2578196991491868,-0.257819699,0.20029035231310466,100.15476154611349,0.38735719185543854,"H838, HCT116_p53minus, LU99, U2OS",FGF2,PAS13193_AATAAA_0.3,proximal pA
chr17,17212214,17212215,-,10,-0.156758581,TRUE,6,0.2987808686184703,-0.298780869,0.15675858127899453,98.58068158097585,0.8726761710715036,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FLCN,PAS43899_AATAAA_0.3,distal pA
chr17,17221171,17221172,-,10,0.1567585812789945,TRUE,6,0.2987808686184703,0.2987808686184703,0.1567585812789945,98.58068158097585,0.1273238289284963,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FLCN,PAS43900_AATAAA_0.15,proximal pA
chr3,58172247,58172248,+,10,0.2546822198724638,TRUE,10,0.36784256496007184,0.36784256496007184,0.2546822198724638,988.4580341031967,0.5330523400344428,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FLNB,PAS9735_AATAAA_0.15,distal pA
chr3,58170781,58170782,+,10,-0.255515488,TRUE,10,0.3722633431013866,-0.372263343,0.2555154875128426,988.4580341031967,0.4498109740062841,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",FLNB,PAS9733_None_0.15,proximal pA
chr14,75648163,75648164,+,2,0.18805519561567696,TRUE,1,0.2637200727684882,0.2637200727684882,0.18805519561567696,52.076677609679415,0.625735104,"H838, MCF7",FLVCR2,PAS36968_AATAAA_0.25,distal pA
chr14,75647111,75647112,+,2,-0.188055196,TRUE,1,0.26372007276848797,-0.263720073,0.1880551956156769,52.076677609679415,0.374264896,"H838, MCF7",FLVCR2,PAS36967_AATAAA_0.15,proximal pA
chr2,207762602,207762603,-,6,0.16285658382266432,TRUE,3,0.30406283757290586,0.30406283757290586,0.16285658382266432,65.08910551697805,0.6242418338653818,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, U2OS",FZD5,PAS8810_ATTAAA_0.45,distal pA
chr2,207766543,207766544,-,6,-0.162856584,TRUE,3,0.30406283757290586,-0.304062838,0.16285658382266432,65.08910551697805,0.3757581661346182,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, U2OS",FZD5,PAS8811_None_0.15,proximal pA
chr2,170861146,170861147,+,6,0.347416431,TRUE,3,0.49408239355398825,0.49408239355398825,0.347416431,38.11200719968067,0.3475850667946995,"HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, SUM149PT",GAD1,PAS6523_AATAAA_0.25,distal pA
chr2,170842757,170842758,+,6,-0.347416431,TRUE,3,0.49408239355398814,-0.494082394,0.34741643050561494,38.11200719968067,0.6524149332053004,"HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2, SUM149PT",GAD1,PAS6522_AATAAA_0.25,proximal pA
chr1,230282120,230282121,+,10,0.12594223515961547,TRUE,8,0.24185516190449663,0.24185516190449663,0.12594223515961547,318.34484915314295,0.66415427249624015,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GALNT2,PAS2406_AATAAA_0.1,distal pA
chr1,230280077,230280078,+,10,-0.126281167,TRUE,8,0.24185516190449663,-0.241855162,0.12628116714603593,318.34484915314295,0.3313000341476541,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GALNT2,PAS2404_APA_0.2,proximal pA
chr15,42353664,42353665,+,2,-0.269533514,TRUE,1,0.34335479531451096,-0.343354795,0.2695335135243425,30.832047274668312,0.584113156,"PANC0403, SUM149PT",GANC,PAS38405_ATTAAA_0.15,distal pA
chr15,42284297,42284298,+,2,0.2695335135243425,TRUE,1,0.34335479531451096,0.34335479531451096,0.2695335135243425,30.832047274668312,0.41588684418616295,"PANC0403, SUM149PT",GANC,PAS38404_AATAAA_0.35,proximal pA
chr21,39409331,39409332,+,2,0.15907397382486643,TRUE,2,0.21568149424562263,0.21568149424562263,0.15907397382486643,119.86199319089705,0.031050126,"HCT116_p53plus, MCF7",GET1,PAS50254_AATAAA_0.25,distal pA
chr21,39397887,39397888,+,2,-0.159073974,TRUE,2,0.21568149424562244,-0.215681494,0.15907397382486632,119.86199319089705,0.9689498743679203,"HCT116_p53plus, MCF7",GET1,PAS50253_APA_0.25,proximal pA
chr10,84153173,84153174,+,10,0.1388478,TRUE,10,0.2354293541819935,0.2354293541819935,0.1388478,621.574665,0.5583442933232153,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GHITM,PAS27486_APA_0.2,distal pA
chr10,84152543,84152544,+,10,-0.139873035,TRUE,10,0.23542935418199343,-0.235429354,0.13987303485678487,621.574665,0.4379964528060904,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GHITM,PAS27485_AATAAA_0.45,proximal pA
chr17,18068403,18068404,+,4,0.10923373370525688,TRUE,2,0.11485446228778606,0.11485446228778606,0.10923373370525688,58.10786842398927,0.8451544424413124,"H838, HCT116_p53plus, LU99, SUM149PT",GID4,PAS42397_AATAAA_0.25,distal pA
chr17,18065282,18065283,+,4,-0.109233734,TRUE,2,0.1148544622877859,-0.114854462,0.10923373370525677,58.10786842398927,0.15484555755868745,"H838, HCT116_p53plus, LU99, SUM149PT",GID4,PAS42395_AATAAA_0.45,proximal pA
chr5,103086000,103086001,-,3,0.3369059127550532,TRUE,3,0.3803776099674565,0.3803776099674565,0.3369059127550532,46.00599484280183,0.20985702812004545,"HCT116_p53minus, HCT116_p53plus, LU99",GIN1,PAS16542_AATAAA_0.15,distal pA
chr5,103087817,103087818,-,3,-0.336905913,TRUE,3,0.3803776099674564,-0.38037761,0.33690591275505316,46.00599484280183,0.7901429718799545,"HCT116_p53minus, HCT116_p53plus, LU99",GIN1,PAS16543_ATTAAA_0.4,proximal pA
chr3,155944018,155944019,+,6,0.26933483014469967,TRUE,5,0.39853510202334774,0.39853510202334774,0.26933483014469967,299.2409076328349,0.1861364176183948,"H838, LU99, MCF7, PANC0403, SKMEL2, SUM149PT",GMPS,PAS10362_ATTAAA_0.35,distal pA
chr3,155937728,155937729,+,10,-0.274941378,TRUE,7,0.5896990544515119,-0.589699054,0.2749413777522589,299.2409076328349,0.5825498307986404,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GMPS,PAS10358_AATAAA_0.45,proximal pA
chr17,46966994,46966995,+,4,-0.190374189,TRUE,4,0.28608459774157957,-0.286084598,0.19037418927421879,232.5898065848728,0.25973968004595227,"H838, HCT116_p53minus, HCT116_p53plus, LU99",GOSR2,PAS42960_ATTAAA_0.15,distal pA
chr17,46936819,46936820,+,10,0.4237361848725246,TRUE,10,0.6198478608063009,0.6198478608063009,0.4237361848725246,232.5898065848728,0.23720939609740518,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GOSR2,PAS42948_APA_0.35,proximal pA
chr10,99396870,99396871,-,10,0.20669530091105065,TRUE,8,0.2817665314334204,0.2817665314334204,0.20669530091105065,190.86308143846983,0.4666984603019594,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GOT1,PAS28972_AATAAA_0.25,distal pA
chr10,99397285,99397286,-,10,-0.206695301,TRUE,8,0.28176653143342034,-0.281766531,0.20669530091105065,190.86308143846983,0.5333015396980406,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GOT1,PAS28973_AATAAA_0.2,proximal pA
chr8,41625000,41625001,+,8,0.21161234976595705,TRUE,8,0.2600733787285213,0.2600733787285213,0.21161234976595705,338.01960127745406,0.071440808,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT",GPAT4,PAS22833_AATAAA_0.2,distal pA
chr8,41621911,41621912,+,10,-0.231138553,TRUE,10,0.26528336190692325,-0.265283362,0.23113855259759764,338.01960127745406,0.8610533124802955,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GPAT4,PAS22831_AATAAA_0.15,proximal pA
chr1,26876132,26876133,-,10,0.3712745434357251,TRUE,10,0.4759955610669294,0.4759955610669294,0.3712745434357251,154.4321336666921,0.45813663026470186,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GPN2,PAS2981_AATAAA_0.15,distal pA
chr1,26879381,26879382,-,10,-0.371274543,TRUE,10,0.47599556106692953,-0.475995561,0.3712745434357251,154.4321336666921,0.5418633697352981,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GPN2,PAS2982_APA_0.25,proximal pA
chrX,53080611,53080612,+,2,0.2176428276617804,TRUE,1,0.29859001187371814,0.29859001187371814,0.2176428276617804,44.237539166745755,0.2783548948237721,"HCT116_p53plus, U2OS",GPR173,PAS51976_APA_0.15,distal pA
chrX,53079563,53079564,+,2,-0.217642828,TRUE,1,0.29859001187371814,-0.298590012,0.2176428276617804,44.237539166745755,0.7216451051762278,"HCT116_p53plus, U2OS",GPR173,PAS51975_APA_0.15,proximal pA
chr2,240633157,240633158,+,2,0.12184822951282209,TRUE,2,0.13164384287612685,0.13164384287612685,0.12184822951282209,167.50356949028838,0.3765315367890369,"GP2D, PANC0403",GPR35,PAS7216_ATTAAA_0.15,distal pA
chr2,240631247,240631248,+,2,-0.12184823,TRUE,2,0.13164384287612685,-0.131643843,0.12184822951282212,167.50356949028838,0.6234684632109632,"GP2D, PANC0403",GPR35,PAS7215_AATAAA_0.15,proximal pA
chr16,3002290,3002291,+,2,0.1270571156121022,TRUE,2,0.15953939958891306,0.15953939958891306,0.1270571156121022,85.24687559545988,0.1014490994263947,"GP2D, SUM149PT",GREP1,PAS40146_AATAAA_0.25,distal pA
chr16,3002005,3002006,+,2,-0.127057116,TRUE,2,0.15953939958891294,-0.1595394,0.12705711561210214,85.24687559545988,0.8985509005736052,"GP2D, SUM149PT",GREP1,PAS40145_ATTAAA_0.35,proximal pA
chr22,25729292,25729293,+,5,0.35446377919023503,TRUE,4,0.48987559688708854,0.48987559688708854,0.35446377919023503,84.95453834099618,0.4606513187294401,"H838, HCT116_p53minus, HCT116_p53plus, SUM149PT, U2OS",GRK3,PAS50809_AATAAA_0.15,distal pA
chr22,25722668,25722669,+,5,-0.294735504,TRUE,4,0.4898755968870886,-0.489875597,0.2947355037848968,84.95453834099618,0.397876311,"H838, HCT116_p53minus, HCT116_p53plus, SUM149PT, U2OS",GRK3,PAS50806_AATAAA_0.3,proximal pA
chr4,70819774,70819775,-,10,0.1278731608586386,TRUE,10,0.20159677111696891,0.20159677111696891,0.1278731608586386,543.2418649071594,0.26807693121968457,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GRSF1,PAS13888_AATAAA_0.35,distal pA
chr4,70820647,70820648,-,10,-0.190990111,TRUE,10,0.2748262674165305,-0.274826267,0.19099011138250482,543.2418649071594,0.5345123540090191,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",GRSF1,PAS13889_AATAAA_0.4,proximal pA
