gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,SDMAi_ADMAi_96hrs_1,SDMAi_ADMAi_96hrs_2,SDMAi_ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
AASS_ENSG00000008311.16,PAS11060_APA_0.25,0.744773197,NA,AASS_ENSG00000008311.16,0.215170063,1,0.642744992,0.756125285,AASS_ENSG00000008311.16,0.120922999,0.120922999,0.120922999,0.157706864,0.157706864,0.157706864,0.036783866,chr7,122076245,122076246,20,-,ENSG00000008311.16,AASS,UTR3
ABCB10_ENSG00000135776.5,PAS2547_ATTAAA_0.1,0.845556262,NA,ABCB10_ENSG00000135776.5,0.093978362,1,0.759179137,0.845014353,ABCB10_ENSG00000135776.5,0.728765552,0.728765552,0.728765552,0.696244096,0.696244096,0.696244096,-0.032521457,chr1,229516582,229516583,147,-,ENSG00000135776.5,ABCB10,UTR3
ABCB10_ENSG00000135776.5,PAS2548_AATAAA_0.3,0.845556262,NA,ABCB10_ENSG00000135776.5,0.093978362,1,0.759179137,0.845014353,ABCB10_ENSG00000135776.5,0.271234448,0.271234448,0.271234448,0.303755904,0.303755904,0.303755904,0.032521457,chr1,229516843,229516844,60,-,ENSG00000135776.5,ABCB10,UTR3
ABCB7_ENSG00000131269.19,PAS26751_AATAAA_0.35,0.157303231,NA,ABCB7_ENSG00000131269.19,4.411497478,1,0.035697491,0.088466717,ABCB7_ENSG00000131269.19,0.041338085,0.041338085,0.041338085,0.116042744,0.116042744,0.116042744,0.074704659,chrX,75051050,75051051,39,-,ENSG00000131269.19,ABCB7,UTR3
ABCB7_ENSG00000131269.19,PAS26752_AATAAA_0.25,0.157303231,NA,ABCB7_ENSG00000131269.19,0.883042256,1,0.347369782,0.491405223,ABCB7_ENSG00000131269.19,0.168513591,0.168513591,0.168513591,0.125008284,0.125008284,0.125008284,-0.043505307,chrX,75051555,75051556,27,-,ENSG00000131269.19,ABCB7,UTR3
ABCB7_ENSG00000131269.19,PAS26753_ATTAAA_0.2,0.157303231,NA,ABCB7_ENSG00000131269.19,0.352194864,1,0.552873293,0.683565091,ABCB7_ENSG00000131269.19,0.790148324,0.790148324,0.790148324,0.758948971,0.758948971,0.758948971,-0.031199352,chrX,75053280,75053281,144,-,ENSG00000131269.19,ABCB7,UTR3
ABCC5_ENSG00000114770.17,PAS6147_ATTAAA_0.25,0.385926655,NA,ABCC5_ENSG00000114770.17,2.33263514,1,0.126687255,0.236044466,ABCC5_ENSG00000114770.17,0.070185075,0.070185075,0.070185075,0.018319532,0.018319532,0.018319532,-0.051865543,chr3,183920914,183920915,16,-,ENSG00000114770.17,ABCC5,UTR3
ABCC5_ENSG00000114770.17,PAS6146_AATAAA_0.35,0.385926655,NA,ABCC5_ENSG00000114770.17,0.96246488,1,0.326566633,0.469414639,ABCC5_ENSG00000114770.17,0.64162301,0.64162301,0.64162301,0.73035401,0.73035401,0.73035401,0.088731,chr3,183919937,183919938,166,-,ENSG00000114770.17,ABCC5,UTR3
ABCC5_ENSG00000114770.17,PAS6148_AATAAA_0.25,0.385926655,NA,ABCC5_ENSG00000114770.17,0.207769025,1,0.648521667,0.759886579,ABCC5_ENSG00000114770.17,0.288191915,0.288191915,0.288191915,0.251326458,0.251326458,0.251326458,-0.036865457,chr3,183983753,183983754,55,-,ENSG00000114770.17,ABCC5,UTR3
ABCD3_ENSG00000117528.14,PAS580_AATAAA_0.3,0.213825329,NA,ABCD3_ENSG00000117528.14,2.288762986,1,0.130313746,0.24061692,ABCD3_ENSG00000117528.14,0.129211258,0.129211258,0.129211258,0.071837572,0.071837572,0.071837572,-0.057373685,chr1,94478720,94478721,54,+,ENSG00000117528.14,ABCD3,UTR3
ABCD3_ENSG00000117528.14,PAS581_AATAAA_0.15,0.213825329,NA,ABCD3_ENSG00000117528.14,2.288762986,1,0.130313746,0.24061692,ABCD3_ENSG00000117528.14,0.870788742,0.870788742,0.870788742,0.928162428,0.928162428,0.928162428,0.057373685,chr1,94518661,94518662,160,+,ENSG00000117528.14,ABCD3,UTR3
ABCE1_ENSG00000164163.11,PAS6696_AATAAA_0.2,0.264996065,NA,ABCE1_ENSG00000164163.11,1.866182663,1,0.171912925,0.293512302,ABCE1_ENSG00000164163.11,0.874859139,0.874859139,0.874859139,0.838239157,0.838239157,0.838239157,-0.036619982,chr4,145129158,145129159,217,+,ENSG00000164163.11,ABCE1,UTR3
ABCE1_ENSG00000164163.11,PAS6697_AATAAA_0.3,0.264996065,NA,ABCE1_ENSG00000164163.11,1.866182663,1,0.171912925,0.293512302,ABCE1_ENSG00000164163.11,0.125140861,0.125140861,0.125140861,0.161760843,0.161760843,0.161760843,0.036619982,chr4,145129520,145129521,50,+,ENSG00000164163.11,ABCE1,UTR3
ABCF1_ENSG00000204574.14,PAS8855_ATTAAA_0.3,0.34548899,NA,ABCF1_ENSG00000204574.14,2.772660405,1,0.095886674,0.191156921,ABCF1_ENSG00000204574.14,0.015737014,0.015737014,0.015737014,0.003792645,0.003792645,0.003792645,-0.011944369,chr6,30592257,30592258,16,+,ENSG00000204574.14,ABCF1,UTR3
ABCF1_ENSG00000204574.14,PAS8854_AATAAA_0.2,0.34548899,NA,ABCF1_ENSG00000204574.14,1.279537799,1,0.257984991,0.395942229,ABCF1_ENSG00000204574.14,0.976724534,0.976724534,0.976724534,0.990232384,0.990232384,0.990232384,0.013507849,chr6,30591310,30591311,1705,+,ENSG00000204574.14,ABCF1,UTR3
ABCF1_ENSG00000204574.14,PAS8858_APA_0.1,0.34548899,NA,ABCF1_ENSG00000204574.14,0.071559586,1,0.789079413,0.867236692,ABCF1_ENSG00000204574.14,0.007538451,0.007538451,0.007538451,0.005974971,0.005974971,0.005974971,-0.00156348,chr6,30597179,30597180,12,+,ENSG00000204574.14,ABCF1,UTR3
ABCF2_ENSG00000033050.9,PAS11160_AATAAA_0.3,0.941716725,NA,ABCF2_ENSG00000033050.9,0.020292587,1,0.886722949,0.93171139,ABCF2_ENSG00000033050.9,0.331097793,0.331097793,0.331097793,0.342954396,0.342954396,0.342954396,0.011856603,chr7,151212490,151212491,28,-,ENSG00000033050.9,ABCF2,UTR3
ABCF2_ENSG00000033050.9,PAS11161_AATAAA_0.1,0.941716725,NA,ABCF2_ENSG00000033050.9,0.020292587,1,0.886722949,0.93171139,ABCF2_ENSG00000033050.9,0.668902207,0.668902207,0.668902207,0.657045604,0.657045604,0.657045604,-0.011856603,chr7,151213510,151213511,163,-,ENSG00000033050.9,ABCF2,UTR3
ABHD10_ENSG00000144827.9,PAS4941_ATTAAA_0.35,0.023278091,0.004991409,ABHD10_ENSG00000144827.9,9.377126617,1,0.002197097,0.00900229,ABHD10_ENSG00000144827.9,0.195416971,0.195416971,0.195416971,0.07852147,0.07852147,0.07852147,-0.116895501,chr3,111991968,111991969,66,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4943_AATAAA_0.2,0.023278091,0.012653896,ABHD10_ENSG00000144827.9,7.684426825,1,0.005569937,0.019639777,ABHD10_ENSG00000144827.9,0.773738878,0.773738878,0.773738878,0.891122615,0.891122615,0.891122615,0.117383737,chr3,111993366,111993367,157,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4942_ATTAAA_0.3,0.023278091,1,ABHD10_ENSG00000144827.9,0.001660798,1,0.967492893,0.986367025,ABHD10_ENSG00000144827.9,0.030844151,0.030844151,0.030844151,0.030355915,0.030355915,0.030355915,-4.88E-04,chr3,111992443,111992444,14,+,ENSG00000144827.9,ABHD10,UTR3
ABHD12_ENSG00000100997.20,PAS25157_AATAAA_0.35,0.108250927,NA,ABHD12_ENSG00000100997.20,3.656571432,1,0.055848448,0.126682985,ABHD12_ENSG00000100997.20,0.166955679,0.166955679,0.166955679,0.104600823,0.104600823,0.104600823,-0.062354855,chr20,25294743,25294744,77,-,ENSG00000100997.20,ABHD12,UTR3
ABHD12_ENSG00000100997.20,PAS25158_AATAAA_0.05,0.108250927,NA,ABHD12_ENSG00000100997.20,3.656571432,1,0.055848448,0.126682985,ABHD12_ENSG00000100997.20,0.833044321,0.833044321,0.833044321,0.895399177,0.895399177,0.895399177,0.062354855,chr20,25300213,25300214,478,-,ENSG00000100997.20,ABHD12,UTR3
ABHD13_ENSG00000139826.6,PAS18052_ATTAAA_0.2,0.001041367,0,ABHD13_ENSG00000139826.6,13.43895349,1,2.46E-04,0.001429234,ABHD13_ENSG00000139826.6,0.393561302,0.393561302,0.393561302,0.033327617,0.033327617,0.033327617,-0.360233685,chr13,108230354,108230355,12,+,ENSG00000139826.6,ABHD13,UTR3
ABHD13_ENSG00000139826.6,PAS18053_AATAAA_0.35,0.001041367,0,ABHD13_ENSG00000139826.6,13.43895349,1,2.46E-04,0.001429234,ABHD13_ENSG00000139826.6,0.606438698,0.606438698,0.606438698,0.966672383,0.966672383,0.966672383,0.360233685,chr13,108230907,108230908,47,+,ENSG00000139826.6,ABHD13,UTR3
ABHD15_ENSG00000168792.5,PAS22179_AATAAA_0.15,0.042512843,0,ABHD15_ENSG00000168792.5,5.577713483,1,0.018190457,0.052154829,ABHD15_ENSG00000168792.5,0.609966325,0.609966325,0.609966325,0.25966778,0.25966778,0.25966778,-0.350298545,chr17,29560548,29560549,31,-,ENSG00000168792.5,ABHD15,UTR3
ABHD15_ENSG00000168792.5,PAS22180_ATTAAA_0.2,0.042512843,0,ABHD15_ENSG00000168792.5,5.577713483,1,0.018190457,0.052154829,ABHD15_ENSG00000168792.5,0.390033675,0.390033675,0.390033675,0.74033222,0.74033222,0.74033222,0.350298545,chr17,29561293,29561294,20,-,ENSG00000168792.5,ABHD15,UTR3
ABHD17B_ENSG00000107362.14,PAS13055_APA_0.1,0.357866299,NA,ABHD17B_ENSG00000107362.14,1.321572699,1,0.250309995,0.387570185,ABHD17B_ENSG00000107362.14,0.470573926,0.470573926,0.470573926,0.370009015,0.370009015,0.370009015,-0.100564911,chr9,71865152,71865153,90,-,ENSG00000107362.14,ABHD17B,UTR3
ABHD17B_ENSG00000107362.14,PAS13056_AATAAA_0.4,0.357866299,NA,ABHD17B_ENSG00000107362.14,1.321572699,1,0.250309995,0.387570185,ABHD17B_ENSG00000107362.14,0.529426074,0.529426074,0.529426074,0.629990985,0.629990985,0.629990985,0.100564911,chr9,71865370,71865371,30,-,ENSG00000107362.14,ABHD17B,UTR3
ABHD18_ENSG00000164074.16,PAS6660_AATAAA_0.35,0.049529077,0,ABHD18_ENSG00000164074.16,5.265102549,1,0.021757141,0.060102263,ABHD18_ENSG00000164074.16,0.437845729,0.437845729,0.437845729,0.114930902,0.114930902,0.114930902,-0.322914827,chr4,128036318,128036319,18,+,ENSG00000164074.16,ABHD18,UTR3
ABHD18_ENSG00000164074.16,PAS6661_APA_0.15,0.049529077,0,ABHD18_ENSG00000164074.16,5.265102549,1,0.021757141,0.060102263,ABHD18_ENSG00000164074.16,0.562154271,0.562154271,0.562154271,0.885069098,0.885069098,0.885069098,0.322914827,chr4,128039708,128039709,16,+,ENSG00000164074.16,ABHD18,UTR3
ABHD2_ENSG00000140526.18,PAS19652_AATAAA_0.05,0.014282887,0.008287669,ABHD2_ENSG00000140526.18,8.451198441,1,0.00364803,0.013787166,ABHD2_ENSG00000140526.18,0.784555527,0.784555527,0.784555527,0.927964726,0.927964726,0.927964726,0.1434092,chr15,89202353,89202354,243,+,ENSG00000140526.18,ABHD2,UTR3
ABHD2_ENSG00000140526.18,PAS19650_ATTAAA_0.25,0.014282887,0.008983182,ABHD2_ENSG00000140526.18,8.304738341,1,0.003954178,0.014731594,ABHD2_ENSG00000140526.18,0.10615192,0.10615192,0.10615192,0.016601576,0.016601576,0.016601576,-0.089550344,chr15,89195749,89195750,21,+,ENSG00000140526.18,ABHD2,UTR3
ABHD2_ENSG00000140526.18,PAS19651_APA_0.35,0.014282887,0.41140573,ABHD2_ENSG00000140526.18,1.788649646,1,0.181090777,0.304984095,ABHD2_ENSG00000140526.18,0.109292553,0.109292553,0.109292553,0.055433698,0.055433698,0.055433698,-0.053858855,chr15,89196963,89196964,37,+,ENSG00000140526.18,ABHD2,UTR3
ABHD3_ENSG00000158201.10,PAS22992_AATAAA_0.2,0.242145121,NA,ABHD3_ENSG00000158201.10,2.038181671,1,0.153392912,0.270644957,ABHD3_ENSG00000158201.10,0.715187414,0.715187414,0.715187414,0.846855973,0.846855973,0.846855973,0.13166856,chr18,21650903,21650904,71,-,ENSG00000158201.10,ABHD3,UTR3
ABHD3_ENSG00000158201.10,PAS22993_AATAAA_0.2,0.242145121,NA,ABHD3_ENSG00000158201.10,2.038181671,1,0.153392912,0.270644957,ABHD3_ENSG00000158201.10,0.284812586,0.284812586,0.284812586,0.153144027,0.153144027,0.153144027,-0.13166856,chr18,21654889,21654890,27,-,ENSG00000158201.10,ABHD3,UTR3
ABHD5_ENSG00000011198.10,PAS4688_AATAAA_0.45,0.572364819,NA,ABHD5_ENSG00000011198.10,1.584127552,1,0.208167153,0.339474361,ABHD5_ENSG00000011198.10,0.591917693,0.591917693,0.591917693,0.458680118,0.458680118,0.458680118,-0.133237575,chr3,43718798,43718799,75,+,ENSG00000011198.10,ABHD5,UTR3
ABHD5_ENSG00000011198.10,PAS4690_AATAAA_0.2,0.572364819,NA,ABHD5_ENSG00000011198.10,0.950904194,1,0.329489249,0.472520545,ABHD5_ENSG00000011198.10,0.098806991,0.098806991,0.098806991,0.17156523,0.17156523,0.17156523,0.072758239,chr3,43722723,43722724,16,+,ENSG00000011198.10,ABHD5,UTR3
ABHD5_ENSG00000011198.10,PAS4689_AATAAA_0.3,0.572364819,NA,ABHD5_ENSG00000011198.10,0.216584272,1,0.641654948,0.755521774,ABHD5_ENSG00000011198.10,0.309275316,0.309275316,0.309275316,0.369754653,0.369754653,0.369754653,0.060479336,chr3,43719872,43719873,35,+,ENSG00000011198.10,ABHD5,UTR3
ABI1_ENSG00000136754.18,PAS14262_ATTAAA_0.2,0.024495762,0.024064475,ABI1_ENSG00000136754.18,7.775383268,1,0.005296298,0.018872565,ABI1_ENSG00000136754.18,0.165764379,0.165764379,0.165764379,0.085024446,0.085024446,0.085024446,-0.080739933,chr10,26748184,26748185,33,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS14261_AATAAA_0.3,0.024495762,0.057005989,ABI1_ENSG00000136754.18,6.231981928,1,0.012546324,0.038176553,ABI1_ENSG00000136754.18,0.534491094,0.534491094,0.534491094,0.650838359,0.650838359,0.650838359,0.116347265,chr10,26747814,26747815,314,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS14259_AATAAA_0.3,0.024495762,0.727628964,ABI1_ENSG00000136754.18,1.972882158,1,0.160142269,0.278541181,ABI1_ENSG00000136754.18,0.043513897,0.043513897,0.043513897,0.02217874,0.02217874,0.02217874,-0.021335157,chr10,26746597,26746598,38,-,ENSG00000136754.18,ABI1,UTR3
ABI1_ENSG00000136754.18,PAS14260_AATAAA_0.35,0.024495762,1,ABI1_ENSG00000136754.18,0.182803386,1,0.668975042,0.776746665,ABI1_ENSG00000136754.18,0.25623063,0.25623063,0.25623063,0.241958455,0.241958455,0.241958455,-0.014272175,chr10,26746894,26746895,182,-,ENSG00000136754.18,ABI1,UTR3
ABI2_ENSG00000138443.17,PAS3442_AATAAA_0.4,2.49E-07,0,ABI2_ENSG00000138443.17,31.1335169,1,2.41E-08,3.60E-07,ABI2_ENSG00000138443.17,0.516956868,0.516956868,0.516956868,0.042734161,0.042734161,0.042734161,-0.474222707,chr2,203427596,203427597,73,+,ENSG00000138443.17,ABI2,UTR3
ABI2_ENSG00000138443.17,PAS3443_AATAAA_0.2,2.49E-07,0,ABI2_ENSG00000138443.17,31.1335169,1,2.41E-08,3.60E-07,ABI2_ENSG00000138443.17,0.483043132,0.483043132,0.483043132,0.957265839,0.957265839,0.957265839,0.474222707,chr2,203432167,203432168,190,+,ENSG00000138443.17,ABI2,UTR3
ABL2_ENSG00000143322.22,PAS2317_AATAAA_0.2,0.099652591,NA,ABL2_ENSG00000143322.22,4.459221024,1,0.034713324,0.086573929,ABL2_ENSG00000143322.22,0.055668296,0.055668296,0.055668296,0.009144,0.009144,0.009144,-0.046524296,chr1,179100419,179100420,11,-,ENSG00000143322.22,ABL2,UTR3
ABL2_ENSG00000143322.22,PAS2318_APA_0.25,0.099652591,NA,ABL2_ENSG00000143322.22,1.757850586,1,0.18489284,0.309925637,ABL2_ENSG00000143322.22,0.085838047,0.085838047,0.085838047,0.147864526,0.147864526,0.147864526,0.062026479,chr1,179107614,179107615,72,-,ENSG00000143322.22,ABL2,UTR3
ABL2_ENSG00000143322.22,PAS2316_AATAAA_0.3,0.099652591,NA,ABL2_ENSG00000143322.22,0.237732717,1,0.625848483,0.743972413,ABL2_ENSG00000143322.22,0.858493657,0.858493657,0.858493657,0.842991474,0.842991474,0.842991474,-0.015502183,chr1,179099332,179099333,330,-,ENSG00000143322.22,ABL2,UTR3
ABLIM1_ENSG00000099204.22,PAS14645_AATAAA_0.2,0.066554514,NA,ABLIM1_ENSG00000099204.22,4.633372547,1,0.03135587,0.08008356,ABLIM1_ENSG00000099204.22,0.742770249,0.742770249,0.742770249,0.892301847,0.892301847,0.892301847,0.149531598,chr10,114431112,114431113,107,-,ENSG00000099204.22,ABLIM1,UTR3
ABLIM1_ENSG00000099204.22,PAS14646_ATTAAA_0.3,0.066554514,NA,ABLIM1_ENSG00000099204.22,4.633372547,1,0.03135587,0.08008356,ABLIM1_ENSG00000099204.22,0.257229751,0.257229751,0.257229751,0.107698153,0.107698153,0.107698153,-0.149531598,chr10,114431774,114431775,22,-,ENSG00000099204.22,ABLIM1,UTR3
ABLIM3_ENSG00000173210.20,PAS7856_APA_0.25,0.257056188,NA,ABLIM3_ENSG00000173210.20,1.927351578,1,0.165048487,0.285222374,ABLIM3_ENSG00000173210.20,0.225328798,0.225328798,0.225328798,0.113202511,0.113202511,0.113202511,-0.112126287,chr5,149258456,149258457,11,+,ENSG00000173210.20,ABLIM3,UTR3
ABLIM3_ENSG00000173210.20,PAS7857_APA_0.15,0.257056188,NA,ABLIM3_ENSG00000173210.20,1.927351578,1,0.165048487,0.285222374,ABLIM3_ENSG00000173210.20,0.774671202,0.774671202,0.774671202,0.886797489,0.886797489,0.886797489,0.112126287,chr5,149260435,149260436,186,+,ENSG00000173210.20,ABLIM3,UTR3
ABRAXAS2_ENSG00000165660.8,PAS14060_AATAAA_0.45,0.512584739,NA,ABRAXAS2_ENSG00000165660.8,1.465872847,1,0.225997996,0.358733942,ABRAXAS2_ENSG00000165660.8,0.069561677,0.069561677,0.069561677,0.032200079,0.032200079,0.032200079,-0.037361598,chr10,124835292,124835293,17,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABRAXAS2_ENSG00000165660.8,PAS14062_AATAAA_0.2,0.512584739,NA,ABRAXAS2_ENSG00000165660.8,0.548045845,1,0.459117262,0.59827909,ABRAXAS2_ENSG00000165660.8,0.822831312,0.822831312,0.822831312,0.885782865,0.885782865,0.885782865,0.062951553,chr10,124836666,124836667,129,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABRAXAS2_ENSG00000165660.8,PAS14061_AATAAA_0.4,0.512584739,NA,ABRAXAS2_ENSG00000165660.8,0.366709759,1,0.544803216,0.677204207,ABRAXAS2_ENSG00000165660.8,0.10760701,0.10760701,0.10760701,0.082017056,0.082017056,0.082017056,-0.025589955,chr10,124835942,124835943,46,+,ENSG00000165660.8,ABRAXAS2,UTR3
ABT1_ENSG00000146109.5,PAS8809_AATAAA_0.1,0.391897058,NA,ABT1_ENSG00000146109.5,1.158953357,1,0.281682711,0.421506687,ABT1_ENSG00000146109.5,0.960141993,0.960141993,0.960141993,0.934731932,0.934731932,0.934731932,-0.025410061,chr6,26599146,26599147,506,+,ENSG00000146109.5,ABT1,UTR3
ABT1_ENSG00000146109.5,PAS8811_AATAAA_0.35,0.391897058,NA,ABT1_ENSG00000146109.5,1.158953357,1,0.281682711,0.421506687,ABT1_ENSG00000146109.5,0.039858007,0.039858007,0.039858007,0.065268068,0.065268068,0.065268068,0.025410061,chr6,26600046,26600047,30,+,ENSG00000146109.5,ABT1,UTR3
ACACA_ENSG00000278540.5,PAS22220_AATAAA_0.1,0.003155284,0.00139499,ACACA_ENSG00000278540.5,11.73292384,1,6.14E-04,0.003115709,ACACA_ENSG00000278540.5,0.09097755,0.09097755,0.09097755,0.010600165,0.010600165,0.010600165,-0.080377386,chr17,37328650,37328651,24,-,ENSG00000278540.5,ACACA,UTR3
ACACA_ENSG00000278540.5,PAS22219_AATAAA_0.35,0.003155284,0.18060697,ACACA_ENSG00000278540.5,3.075118774,1,0.079498787,0.166574272,ACACA_ENSG00000278540.5,0.082949008,0.082949008,0.082949008,0.14530432,0.14530432,0.14530432,0.062355312,chr17,37085459,37085460,28,-,ENSG00000278540.5,ACACA,UTR3
ACACA_ENSG00000278540.5,PAS22218_AATAAA_0.2,0.003155284,1,ACACA_ENSG00000278540.5,0.210728573,1,0.646196954,0.758743853,ACACA_ENSG00000278540.5,0.826073441,0.826073441,0.826073441,0.844095515,0.844095515,0.844095515,0.018022074,chr17,37084992,37084993,209,-,ENSG00000278540.5,ACACA,UTR3
ACACB_ENSG00000076555.16,PAS16754_APA_0.35,0.107888378,NA,ACACB_ENSG00000076555.16,3.663694515,1,0.055610193,0.126248457,ACACB_ENSG00000076555.16,0.178689836,0.178689836,0.178689836,0.034161859,0.034161859,0.034161859,-0.144527977,chr12,109266547,109266548,13,+,ENSG00000076555.16,ACACB,UTR3
ACACB_ENSG00000076555.16,PAS16755_AATAAA_0.25,0.107888378,NA,ACACB_ENSG00000076555.16,3.663694515,1,0.055610193,0.126248457,ACACB_ENSG00000076555.16,0.821310164,0.821310164,0.821310164,0.965838141,0.965838141,0.965838141,0.144527977,chr12,109268222,109268223,100,+,ENSG00000076555.16,ACACB,UTR3
ACADM_ENSG00000117054.15,PAS510_ATTAAA_0.25,0.864062081,NA,ACADM_ENSG00000117054.15,0.076488509,1,0.782113712,0.86183168,ACADM_ENSG00000117054.15,0.171516565,0.171516565,0.171516565,0.192285705,0.192285705,0.192285705,0.020769139,chr1,75763210,75763211,18,+,ENSG00000117054.15,ACADM,UTR3
ACADM_ENSG00000117054.15,PAS511_AATAAA_0.15,0.864062081,NA,ACADM_ENSG00000117054.15,0.076488509,1,0.782113712,0.86183168,ACADM_ENSG00000117054.15,0.828483435,0.828483435,0.828483435,0.807714295,0.807714295,0.807714295,-0.020769139,chr1,75763495,75763496,125,+,ENSG00000117054.15,ACADM,UTR3
ACADSB_ENSG00000196177.13,PAS14053_AATAAA_0.15,0.548170278,NA,ACADSB_ENSG00000196177.13,0.615727738,1,0.43263933,0.573530658,ACADSB_ENSG00000196177.13,0.668908054,0.668908054,0.668908054,0.563914548,0.563914548,0.563914548,-0.104993506,chr10,123055135,123055136,93,+,ENSG00000196177.13,ACADSB,UTR3
ACADSB_ENSG00000196177.13,PAS14054_AATAAA_0.2,0.548170278,NA,ACADSB_ENSG00000196177.13,0.615727738,1,0.43263933,0.573530658,ACADSB_ENSG00000196177.13,0.331091946,0.331091946,0.331091946,0.436085452,0.436085452,0.436085452,0.104993506,chr10,123058288,123058289,44,+,ENSG00000196177.13,ACADSB,UTR3
ACAP2_ENSG00000114331.16,PAS6203_APA_0.2,0.00458194,0.001177121,ACAP2_ENSG00000114331.16,12.04922256,1,5.18E-04,0.002700469,ACAP2_ENSG00000114331.16,0.161246778,0.161246778,0.161246778,0.024975999,0.024975999,0.024975999,-0.136270779,chr3,195278792,195278793,23,-,ENSG00000114331.16,ACAP2,UTR3
