gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,pA_type,condition,prox_to_dist_shift,log2FoldChange,padj,APA_and_gene_class
ARFIP2,ENSG00000132254,PAS30863_AATAAA_0.25,0.014526508787174588,0.06503850381958583,4.30144954379648,1,0.03807990321038521,0.07735315207011097,0.8455280989642442,0.7898088770264567,-0.05571922193778744,chr11,6476519,6476520,-,0.8176684879953504,0,TUTR,proximal pA,DMAi_96hrs,0.12018992917122207,0.6254770317530454,9.284207966458524e-6,no 3' UTR lengthening + gene upregulated
ARHGEF19,ENSG00000142632,PAS2790_AATAAA_0.15,0.002470068351471751,0,10.814801504618115,1,0.0010069181952267543,0.003375737356638397,0.9565592425189764,0.8885810746548722,-0.06797816786410427,chr1,16198103,16198104,-,0.9225701585869244,0,TUTR,proximal pA,DMAi_96hrs,0.13595633572820867,1.3068457571422836,4.068782341490949e-22,no 3' UTR lengthening + gene upregulated
ARIH1,ENSG00000166233,PAS38772_APA_0.25,3.243717108394257e-10,0.3348473210357804,3.396099159326696,1,0.06535079389623276,0.12182603097383173,0.2399111086083381,0.19899367045113972,-0.04091743815719828,chr15,72584001,72584002,+,0.2194523895297389,0,TUTR,proximal pA,DMAi_96hrs,-0.04841239699845262,0.7122524858632125,3.160094751606841e-11,no 3' UTR lengthening + gene upregulated
ASAP2,ENSG00000151693,PAS5183_AATAAA_0.15,0.0011930397773071884,0,12.298117560876562,1,4.53415369910939e-4,0.0016629767874278606,0.08121798671435515,0.035183826001232786,-0.04603416071312237,chr2,9403678,9403679,+,0.05820090635779397,0,TUTR,proximal pA,DMAi_96hrs,0.09206832142624477,0.715903347853379,1.1774971120675884e-13,no 3' UTR lengthening + gene upregulated
ATAD1,ENSG00000138138,PAS28855_AATAAA_0.15,8.267082469270835e-4,1,0.002749776467680931,1,0.9581794482767176,0.9734465721138597,0.7877094970633104,0.7862448516957011,-0.001464645367609263,chr10,87753117,87753118,-,0.7869771743795058,0,TUTR,proximal pA,DMAi_96hrs,0.030082664764924258,0.5889180138665894,7.111582315697464e-6,no 3' UTR lengthening + gene upregulated
ATE1,ENSG00000107669,PAS29235_AATAAA_0.35,0.009267300138185173,1,0.2168115610256791,1,0.6414801623941787,0.7380530652019093,0.2570281787356336,0.240540139781042,-0.01648803895459164,chr10,121740649,121740650,-,0.2487841592583378,0,TUTR,proximal pA,DMAi_96hrs,0.09028586459844348,0.6167054113946013,6.841544340898728e-5,no 3' UTR lengthening + gene upregulated
ATP6V0E1,ENSG00000113732,PAS15813_AATAAA_0.15,0.003789764012369508,0,9.943008553607797,1,0.0016146144655874418,0.005116059921786545,0.9986605307889757,0.990812690609144,-0.007847840179831422,chr5,173034888,173034889,+,0.9947366106990598,0,TUTR,proximal pA,DMAi_96hrs,0.015695680359662845,0.6194493349385393,1.01628494805463e-27,no 3' UTR lengthening + gene upregulated
ATP6V1B2,ENSG00000147416,PAS22625_ATTAAA_0.25,0.3560440354388216,1,1.3248750825050593,1,0.24971899641267048,0.3592849594156205,0.06770628244983784,0.04392790668584176,-0.02377837576399609,chr8,20220533,20220534,+,0.0558170945678398,0,TUTR,proximal pA,DMAi_96hrs,0.029893743124731125,0.5855083586715281,1.665212484363249e-4,no 3' UTR lengthening + gene upregulated
ATP6V1G1,ENSG00000136888,PAS25417_ATTAAA_0.3,0.014590090155855004,0.002905447521194191,9.846952658590451,1,0.0017011332348117502,0.005366646186341956,0.441080523406737,0.3730582620695392,-0.06802226133719774,chr9,114597856,114597857,+,0.4070693927381381,0,TUTR,proximal pA,DMAi_96hrs,0.13418317238821825,1.077519123388654,1.927068519361282e-52,no 3' UTR lengthening + gene upregulated
B2M,ENSG00000166710,PAS38487_APA_0.15,5.3660406099602434e-14,3.186189748957613e-15,63.2020860020275,1,1.865507201500074e-15,3.510203775713588e-14,0.14524355457614926,0.1000033438321388,-0.04524021074401045,chr15,44717751,44717752,+,0.12262344920414404,0,TUTR,proximal pA,DMAi_96hrs,0.08923598382499114,0.6006520632668699,3.895444486195245e-40,no 3' UTR lengthening + gene upregulated
BCAT1,ENSG00000060982,PAS33920_AATAAA_0.15,9.241762946677842e-12,0.5478898285895805,3.020513432158623,1,0.08221743275249808,0.14698807267166747,0.3350247227862209,0.3561420226766843,0.021117299890463404,chr12,24814972,24814973,-,0.3455833727314526,0,TUTR,proximal pA,DMAi_96hrs,0.0012266343105090081,0.6248781290619937,4.931946012188284e-27,no 3' UTR lengthening + gene upregulated
BECN1,ENSG00000126581,PAS44330_ATTAAA_0.45,0.059169235466296585,1,4.424207192252652,1,0.035432570128763274,0.07271964929114623,0.2529264642261042,0.210368023102235,-0.0425584411238692,chr17,42810672,42810673,-,0.2316472436641696,0,TUTR,proximal pA,DMAi_96hrs,0.0851168822477384,0.6338362524244299,4.275790822538857e-13,no 3' UTR lengthening + gene upregulated
BMP1,ENSG00000168487,PAS22637_None_0.1,0.9686508937413846,1,0.016127846864378625,1,0.898943991839584,0.9318080446850664,0.27868215457376405,0.2873275842882447,0.008645429714480624,chr8,22212118,22212119,+,0.28300486943100434,0,TUTR,proximal pA,DMAi_96hrs,-0.02901864505908275,0.6851434236268181,0.010365141614790971,no 3' UTR lengthening + gene upregulated
C10orf88,ENSG00000119965,PAS29246_AATAAA_0.25,0.0037375705705516935,0,9.970491611469695,1,0.0015906901395470537,0.005047302718510841,0.5494470961809959,0.7499537258682091,0.2005066296872132,chr10,122931509,122931510,-,0.6497004110246025,2,TUTR,proximal pA,DMAi_96hrs,-0.4010132593744262,0.8833776610967137,1.72246332974818e-4,no 3' UTR lengthening + gene upregulated
C11orf54,ENSG00000182919,PAS30396_ATTAAA_0.3,0.5890797412324122,1,0.4288050428478982,1,0.5125758787346963,0.6266043822789402,0.2974062463658521,0.2513635998373422,-0.04604264652850992,chr11,93762315,93762316,+,0.2743849231015971,0,TUTR,proximal pA,DMAi_96hrs,0.09208529305701968,0.736023253206437,2.2533642339372392e-4,no 3' UTR lengthening + gene upregulated
CALD1,ENSG00000122786,PAS21013_AATAAA_0.3,0.5733628922717328,1,0.4631664229164016,1,0.4961478474696121,0.6117962548074314,0.16728704110779405,0.13796723698947905,-0.029319804118315,chr7,134968782,134968783,+,0.15262713904863656,0,TUTR,proximal pA,DMAi_96hrs,0.05863960823663003,1.052040264572309,2.279223494244849e-17,no 3' UTR lengthening + gene upregulated
CALU,ENSG00000128595,PAS20954_None_0.05,2.633885117430089e-9,0.3533467435232694,2.6516592162370216,1,0.10344187675654153,0.17761492537254145,0.5995933553483532,0.6358548025562274,0.036261447207874165,chr7,128770557,128770558,+,0.6177240789522903,0,TUTR,proximal pA,DMAi_96hrs,-0.0783927737947121,1.595724142119395,1.0507457677788821e-89,no 3' UTR lengthening + gene upregulated
CBX5,ENSG00000094916,PAS34309_None_0.25,5.4075096681822834e-8,0.1824134490041406,3.731314895881951,1,0.05340133977880956,0.10301156711733173,0.20520476232985776,0.2465993796437453,0.04139461731388749,chr12,54234257,54234258,-,0.22590207098680157,1,TUTR,proximal pA,DMAi_96hrs,0.0400520334339265,0.8328642481979506,3.60123439414024e-24,no 3' UTR lengthening + gene upregulated
CCN2,ENSG00000118523,PAS19618_None_0.25,0.05016579831378946,1,4.744497066225449,1,0.0293921438389258,0.0620200986728952,0.07973597583882885,0.05035458750061139,-0.029381388338217462,chr6,131948611,131948612,-,0.06504528166972012,0,TUTR,proximal pA,DMAi_96hrs,0.058762776676434925,1.4472935685580262,6.000789350491749e-57,no 3' UTR lengthening + gene upregulated
CCND1,ENSG00000110092,PAS30195_APA_0.15,9.80671227155435e-7,8.45572757394127e-4,13.430694090604447,1,2.475405096050989e-4,9.692285091317986e-4,0.16277428981225694,0.10461455091665008,-0.05815973889560687,chr11,69651607,69651608,+,0.1336944203644535,1,TUTR,proximal pA,DMAi_96hrs,0.16417205780717092,1.1818084084657754,2.983923670201748e-54,no 3' UTR lengthening + gene upregulated
CD46,ENSG00000117335,PAS2172_AATAAA_0.15,0.002716326772606555,0.10081982460903446,4.737327044320409,1,0.029514894541930545,0.062214765094292405,0.2326405243254469,0.18513064731107265,-0.047509877014374285,chr1,207795222,207795223,+,0.20888558581825975,0,TUTR,proximal pA,DMAi_96hrs,0.13127692597131027,0.6367097193777432,6.465196538212643e-12,no 3' UTR lengthening + gene upregulated
CD9,ENSG00000010278,PAS32088_APA_0.15,0.0288521445543467,0,5.840714068281159,1,0.015659470231607003,0.03624661809476036,0.2914331867862935,0.22346860183554595,-0.06796458495074753,chr12,6237982,6237983,+,0.2574508943109197,0,TUTR,proximal pA,DMAi_96hrs,0.13592916990149506,0.7275662095683788,2.642197143116239e-10,no 3' UTR lengthening + gene upregulated
CDCP1,ENSG00000163814,PAS11119_AATAAA_0.35,0.001563151920287158,1,0.6717401977748523,1,0.4124455520712264,0.5312191784843491,0.7624168913339457,0.7790618845845559,0.016644993250610196,chr3,45082516,45082517,-,0.7707393879592508,0,TUTR,proximal pA,DMAi_96hrs,0.018954158467112278,0.7221350133173657,1.6419961300467263e-18,no 3' UTR lengthening + gene upregulated
CELF2,ENSG00000048740,PAS26917_AATAAA_0.45,0.1700861963884326,1,0.03315860405564308,1,0.855508140168822,0.9031659093279972,0.4196893295009896,0.4121093450971916,-0.007579984403797979,chr10,11333559,11333560,+,0.41589933729909057,0,TUTR,proximal pA,DMAi_96hrs,0.0456005459687745,1.3508310712841085,8.215501010675839e-27,no 3' UTR lengthening + gene upregulated
CEP135,ENSG00000174799,PAS12858_AATAAA_0.4,0.5733628922717328,1,0.08903932776456713,1,0.765402022232529,0.8354115009394604,0.4649853099826251,0.4836136875655749,0.01862837758294983,chr4,56033103,56033104,+,0.4742994987741,0,TUTR,proximal pA,DMAi_96hrs,-0.08011585656294656,0.6495815604098432,7.126719856060204e-5,no 3' UTR lengthening + gene upregulated
CHD3,ENSG00000170004,PAS42269_AATAAA_0.15,0.00430542664669619,0,9.688155964373436,1,0.0018545956928121424,0.005785274837468009,0.6621849334716703,0.5876559807067987,-0.07452895276487159,chr17,7912202,7912203,+,0.6249204570892345,0,TUTR,proximal pA,DMAi_96hrs,0.14905790552974318,0.6118509952221858,1.640100591646618e-13,no 3' UTR lengthening + gene upregulated
CHD9,ENSG00000177200,PAS40589_AATAAA_0.2,0.06901843136815942,1,0.07973076972666604,1,0.7776625952410815,0.8449254058917427,0.4548948944637194,0.44190255777586135,-0.012992336687858042,chr16,53326986,53326987,+,0.4483987261197904,0,TUTR,proximal pA,DMAi_96hrs,-0.03690072749007384,0.8773067949101095,9.744973934128228e-23,no 3' UTR lengthening + gene upregulated
CHML,ENSG00000203668,PAS5078_AATAAA_0.35,0.09351229034338228,1,3.5477599995701894,1,0.05962589220127279,0.11291662223329516,0.07439574045407793,0.03029608515403115,-0.04409965530004678,chr1,241633241,241633242,-,0.05234591280405454,0,TUTR,proximal pA,DMAi_96hrs,0.08819931060009356,1.106627225718012,1.292635638129602e-13,no 3' UTR lengthening + gene upregulated
CHP1,ENSG00000187446,PAS38354_None_0.2,0.9330398920977288,1,0.01292692522474681,1,0.9094782786609172,0.9385551071163838,0.01625213730746344,0.01700979246966577,7.576551622023309e-4,chr15,41280864,41280865,+,0.016630964888564605,0,TUTR,proximal pA,DMAi_96hrs,-0.0015153103244046062,0.6307467113660127,1.3044956556757154e-11,no 3' UTR lengthening + gene upregulated
CITED2,ENSG00000164442,PAS19705_None_0,0.8702571125268519,1,0.04536850872864306,1,0.8313278621829379,0.8850518052776857,0.05738052576677355,0.05248491859908799,-0.004895607167685556,chr6,139372953,139372955,-,0.05493272218293077,0,TUTR,proximal pA,DMAi_96hrs,0.009791214335371112,1.6624143920913503,3.5828230396613966e-20,no 3' UTR lengthening + gene upregulated
COLGALT1,ENSG00000130309,PAS46445_None_0.2,0.1840436455462209,1,2.31288103121733,1,0.12830604077131022,0.2117676401464537,0.013541462548096538,0.005789050616305372,-0.007752411931791166,chr19,17581860,17581861,+,0.009665256582200956,0,TUTR,proximal pA,DMAi_96hrs,0.015504823863582158,0.5873462510699352,5.393127590100685e-15,no 3' UTR lengthening + gene upregulated
COMT,ENSG00000093010,PAS50710_APA_0.3,0.7275029121124874,1,0.18543151252924872,1,0.666746445967451,0.7591482870955757,0.9642693913205184,0.9688624299781348,0.004593038657616511,chr22,19969026,19969027,+,0.9665659106493264,0,TUTR,proximal pA,DMAi_96hrs,-0.009186077315233132,1.119091085006672,2.7786246624111133e-33,no 3' UTR lengthening + gene upregulated
CPEB4,ENSG00000113742,PAS15823_AATAAA_0.2,0.4302094127277674,1,0.872434056039765,1,0.3502823392952998,0.470270845409473,0.08915117585419992,0.13469263464866152,0.0455414587944616,chr5,173959735,173959736,+,0.11192190525143073,0,TUTR,proximal pA,DMAi_96hrs,-0.09108291758892319,1.0186805808179848,2.0542980187517657e-10,no 3' UTR lengthening + gene upregulated
CYFIP2,ENSG00000055163,PAS15712_APA_0.3,0.7263626523202278,1,0.1868273664786102,1,0.665570395704682,0.758135379012054,0.8380434296502624,0.8234648753623895,-0.014578554287872802,chr5,157393223,157393224,+,0.830754152506326,0,TUTR,proximal pA,DMAi_96hrs,0.029157108575745716,1.3452041610259131,7.424597700800302e-27,no 3' UTR lengthening + gene upregulated
DDHD2,ENSG00000085788,PAS22804_APA_0.1,0.6104885868687078,1,0.07241534907370806,1,0.7878519596736485,0.8521915932146309,0.19637437243179737,0.188867023435962,-0.007507348995835411,chr8,38260812,38260813,+,0.1926206979338797,0,TUTR,proximal pA,DMAi_96hrs,0.0189550763953166,0.6480088123086606,7.889948414679307e-7,no 3' UTR lengthening + gene upregulated
DGKG,ENSG00000058866,PAS12259_None_0.15,0.5190369400442038,1,1.1681485460478598,1,0.27978199124594627,0.3936928763934851,0.5248299923105445,0.4380794883007124,-0.08675050400983209,chr3,186149207,186149208,-,0.48145474030562846,0,TUTR,proximal pA,DMAi_96hrs,0.1749299032952478,1.497358100063961,2.061919016671739e-9,no 3' UTR lengthening + gene upregulated
DNAJB4,ENSG00000162616,PAS1040_AATAAA_0.3,0.9131287476560422,1,0.06512852850528361,1,0.7985663787233797,0.8600903805022714,0.4674932008181936,0.496137618447873,0.0286444176296794,chr1,78017206,78017207,+,0.4818154096330333,0,TUTR,proximal pA,DMAi_96hrs,-0.06662504037788841,1.1227516047570032,1.122292934287261e-6,no 3' UTR lengthening + gene upregulated
DOCK4,ENSG00000128512,PAS22158_AATAAA_0.35,0.711920138153562,1,0.2084682881725257,1,0.6479706019341404,0.7432590198133682,0.1854913631866865,0.15671915748119936,-0.02877220570548711,chr7,111726742,111726743,-,0.1711052603339429,0,TUTR,proximal pA,DMAi_96hrs,0.05754441141097422,0.7357620285621875,0.0035358285360341797,no 3' UTR lengthening + gene upregulated
DPF2,ENSG00000133884,PAS30018_AATAAA_0.1,0.001625221612084986,0,11.668862927229384,1,6.355484226190927e-4,0.0022439182969350405,0.9891944889124572,0.9462630335506276,-0.04293145536182963,chr11,65352978,65352979,+,0.9677287612315424,0,TUTR,proximal pA,DMAi_96hrs,0.08586291072365937,0.6180026783596234,8.966420361329144e-7,no 3' UTR lengthening + gene upregulated
DPH2,ENSG00000132768,PAS766_AATAAA_0.15,0.16774889579342975,1,2.4778017998451105,1,0.1154635256759971,0.19467844264392853,0.1206585575810205,0.07288987872734186,-0.04776867885367864,chr1,43972777,43972778,+,0.09677421815418118,0,TUTR,proximal pA,DMAi_96hrs,0.09553735770735727,0.6196458255504707,7.052384153000365e-4,no 3' UTR lengthening + gene upregulated
DUSP14,ENSG00000276023,PAS42693_AATAAA_0.2,0.003149880575236951,0,10.31855235639523,1,0.001316995521897412,0.004265797651085747,0.3059750236671281,0.2069758679916179,-0.09899915567551018,chr17,37513163,37513164,+,0.256475445829373,0,TUTR,proximal pA,DMAi_96hrs,0.1979983113510205,1.3095508145976364,1.2374211804057434e-25,no 3' UTR lengthening + gene upregulated
DUSP6,ENSG00000139318,PAS34663_AATAAA_0.4,0.7408494567802063,1,0.16767602398249437,1,0.6821855116996669,0.7714724853166994,0.4745823916613506,0.4648758148069805,-0.00970657685437004,chr12,89348325,89348326,-,0.4697291032341655,0,TUTR,proximal pA,DMAi_96hrs,0.01941315370874008,1.1780649449827414,5.7944109101512615e-43,no 3' UTR lengthening + gene upregulated
EGR1,ENSG00000120738,PAS15459_None_0.15,0.8905029663752895,1,0.006006295249790128,1,0.9382255590443704,0.9598634351081392,0.2601625032692971,0.2620269788385946,0.00186447556929753,chr5,138468654,138468655,+,0.2610947410539458,0,TUTR,proximal pA,DMAi_96hrs,-0.020773276472985602,0.9156795958717848,1.381823866835538e-15,no 3' UTR lengthening + gene upregulated
EIF4A2,ENSG00000156976,PAS10623_APA_0.3,8.262109965618441e-9,1.380877934455469e-7,30.12895358146852,1,4.042505208551996e-8,3.307523195106349e-7,0.16342612878711602,0.09710569162204832,-0.0663204371650677,chr3,186789407,186789408,+,0.13026591020458217,0,TUTR,proximal pA,DMAi_96hrs,0.14856095665587582,0.7709064487420637,7.278381368280966e-31,no 3' UTR lengthening + gene upregulated
ENTPD7,ENSG00000198018,PAS27669_AATAAA_0.4,0.12711367690221373,1,0.994206430404347,1,0.3187164548270377,0.4363769306930068,0.30452590712619926,0.4036917164102888,0.09916580928408958,chr10,99705690,99705691,+,0.35410881176824405,0,TUTR,proximal pA,DMAi_96hrs,-0.00941623414498649,0.8151894535383326,0.004588021600169264,no 3' UTR lengthening + gene upregulated
ERAP2,ENSG00000164308,PAS15151_AATAAA_0.3,0.014442069056078269,0,7.230799208415419,1,0.007166329721008535,0.01861440665674461,0.16101134671245165,0.0632838896810457,-0.09772745703140596,chr5,96918768,96918769,+,0.11214761819674868,0,TUTR,proximal pA,DMAi_96hrs,0.19545491406281168,1.3232273823475955,8.453873881865419e-16,no 3' UTR lengthening + gene upregulated
ERRFI1,ENSG00000116285,PAS2674_AATAAA_0.2,0.2150896431024312,1,0.3581486719804161,1,0.5495362176975301,0.6600502702506789,0.061132098796725785,0.05292904041385967,-0.008203058382866113,chr1,8012209,8012210,-,0.05703056960529273,0,TUTR,proximal pA,DMAi_96hrs,0.03263511270690106,1.4141594972544105,1.2525418975794696e-43,no 3' UTR lengthening + gene upregulated
ESF1,ENSG00000089048,PAS49531_AATAAA_0.4,0.03329647322481979,0,5.562050940141489,1,0.01835390010372461,0.0414483093909116,0.2013155855749848,0.13105226313381058,-0.07026332244117417,chr20,13714745,13714746,-,0.16618392435439766,0,TUTR,proximal pA,DMAi_96hrs,0.14052664488234834,0.8103867963526649,7.496061594395041e-20,no 3' UTR lengthening + gene upregulated
EXD2,ENSG00000081177,PAS36851_AATAAA_0.35,0.4967273953198138,1,0.65930161004826,1,0.4168066094927442,0.5356292090430709,0.7965230894821884,0.8403533072567416,0.0438302177745532,chr14,69242355,69242356,+,0.8184381983694651,0,TUTR,proximal pA,DMAi_96hrs,-0.0876604355491064,0.7557431623107604,2.1912061060487523e-4,no 3' UTR lengthening + gene upregulated
FAS,ENSG00000026103,PAS27535_ATTAAA_0.25,0.6334367977516657,1,0.67143060704052,1,0.4125532765704014,0.5312191784843491,0.31767674808334867,0.3634962190002307,0.04581947091688205,chr10,89015101,89015102,+,0.34058648354178966,0,TUTR,proximal pA,DMAi_96hrs,-0.063449475748595,1.843364008776096,2.5352469388160048e-27,no 3' UTR lengthening + gene upregulated
FBN1,ENSG00000166147,PAS39382_AATAAA_0.05,0.6700285654732393,1,0.27182944153173594,1,0.6021071993484268,0.7043878035250362,0.9635049358824332,0.9706366892589534,0.007131753376520278,chr15,48410073,48410074,-,0.9670708125706932,0,TUTR,proximal pA,DMAi_96hrs,-0.014263506753040524,0.9697756460641292,3.2655339883562598e-18,no 3' UTR lengthening + gene upregulated
FBXO17,ENSG00000269190,PAS48142_APA_0.3,0.7623124891942998,1,0.14167237141009537,1,0.7066240768397148,0.7898135625656639,0.5581083832097469,0.5474525081561104,-0.01065587505363652,chr19,38942260,38942261,-,0.5527804456829286,0,TUTR,proximal pA,DMAi_96hrs,0.02131175010727304,0.7458700397328598,5.2105223523912927e-14,no 3' UTR lengthening + gene upregulated
FBXO33,ENSG00000165355,PAS37482_APA_0.2,0.8935044597493219,1,0.031478942049943726,1,0.8591760957644399,0.9052929655554044,0.6256185346366088,0.6320205625593944,0.006402027922785658,chr14,39398454,39398455,-,0.6288195485980016,0,TUTR,proximal pA,DMAi_96hrs,-0.012804055845571316,1.1289599315906222,5.716655898957039e-19,no 3' UTR lengthening + gene upregulated
FBXO44,ENSG00000132879,PAS197_AATAAA_0.1,0.7786662832044878,1,0.1234761382763736,1,0.725294496116157,0.8033486089873209,0.8960567191333464,0.910853719582045,0.014797000448698585,chr1,11662288,11662289,+,0.9034552193576956,0,TUTR,proximal pA,DMAi_96hrs,-0.02959400089739717,1.3628276127347705,5.5283001808661615e-9,no 3' UTR lengthening + gene upregulated
FLRT2,ENSG00000185070,PAS37020_APA_0.15,0.7770740988189628,1,0.12539924448515194,1,0.723250784615052,0.8022465344156227,0.2126964154520629,0.1880819315350993,-0.02461448391696358,chr14,85625795,85625796,+,0.2003891734935811,0,TUTR,proximal pA,DMAi_96hrs,0.049228967833927106,1.5133213312676854,3.06318789754022e-11,no 3' UTR lengthening + gene upregulated
