gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,pA_type,condition,prox_to_dist_shift,log2FoldChange,padj,APA_and_gene_class
ATOSA,ENSG00000047346,PAS39452_AATAAA_0.4,0.2440086896954403,1,1.8095585667898604,1,0.17856119301848436,0.27692678772720214,0.6587588546077123,0.5493372476327292,-0.10942160697498315,chr15,52581663,52581664,-,0.6040480511202208,0,TUTR,proximal pA,DMAi_96hrs,0.21884321394996625,1.396287631934635,3.405929395920113e-8,3' UTR lengthening + gene upregulated
ATP8A2,ENSG00000132932,PAS35368_ATTAAA_0.45,5.200835611658217e-10,0,42.42478325530553,1,7.345336009971832e-11,8.621676361741511e-10,0.9473399776240986,0.06634837832352751,-0.8809915993005711,chr13,26020286,26020287,+,0.5068441779738131,2,TUTR,proximal pA,DMAi_96hrs,1.7619831986011425,1.5053593153406366,1.6910853684331814e-6,3' UTR lengthening + gene upregulated
BCLAF3,ENSG00000173681,PAS52566_AATAAA_0.35,1.3465687906736445e-4,0,16.794437781618484,1,4.165522142866704e-5,1.965903630040598e-4,0.5432617550305366,0.08098115020489627,-0.4622806048256404,chrX,19916257,19916258,-,0.31212145261771645,2,TUTR,proximal pA,DMAi_96hrs,0.9245612096512807,0.6965633056974163,0.018838434658072587,3' UTR lengthening + gene upregulated
BIRC3,ENSG00000023445,PAS30460_AATAAA_0.15,0.06933229791785503,1,4.12037292072398,1,0.04236973761646696,0.08452126656037078,0.92351447138897,0.817178871521376,-0.10633559986759387,chr11,102337726,102337727,+,0.8703466714551731,0,TUTR,proximal pA,DMAi_96hrs,0.21267119973518767,0.8690308737953103,4.082273632721374e-9,3' UTR lengthening + gene upregulated
BIRC6,ENSG00000115760,PAS5449_AATAAA_0.25,0.09565536016266124,1,3.5017791274021874,1,0.06130293915186424,0.11545920026930218,0.7105601508499569,0.6043800269570573,-0.10618012389289966,chr2,32618591,32618592,+,0.6574700889035071,0,TUTR,proximal pA,DMAi_96hrs,0.21236024778579937,0.5909157320200222,2.206709670780412e-7,3' UTR lengthening + gene upregulated
BLOC1S2,ENSG00000196072,PAS28995_APA_0.2,2.913400247730847e-5,0,19.930778300280508,1,8.029717854496273e-6,4.368617651498984e-5,0.2883694137569087,0.1804104227382286,-0.10795899101868012,chr10,100274987,100274988,-,0.23438991824756863,2,TUTR,proximal pA,DMAi_96hrs,0.21591798203736023,0.6678439105042072,3.739157396597331e-10,3' UTR lengthening + gene upregulated
BTBD9,ENSG00000183826,PAS19035_ATTAAA_0.45,0.08137577450487106,1,5.286890828017022,1,0.02148654834120173,0.04734016012855504,0.40406010988858143,0.19077133746192088,-0.21328877242666056,chr6,38171407,38171408,-,0.29741572367525115,0,TUTR,proximal pA,DMAi_96hrs,0.43852393948498936,1.2029048664976223,4.519145068018314e-6,3' UTR lengthening + gene upregulated
C12orf4,ENSG00000047621,PAS33741_ATTAAA_0.25,5.247214835187532e-4,0,13.974384540895244,1,1.853183017189248e-4,7.460177312036105e-4,0.27872213344085695,0.11300089896041332,-0.16572123448044362,chr12,4489418,4489419,-,0.19586151620063516,2,TUTR,proximal pA,DMAi_96hrs,0.33144246896088736,0.7006872631173897,2.4696067800332927e-4,3' UTR lengthening + gene upregulated
C2CD2,ENSG00000157617,PAS50577_None_0.25,5.602357940029858e-6,0,23.317191786931744,1,1.373666811356262e-6,8.66091636074716e-6,0.21027428848229543,0.03690414953611865,-0.1733701389461768,chr21,41886175,41886176,-,0.12358921900920704,2,TUTR,proximal pA,DMAi_96hrs,0.3467402778923535,0.650713963342542,0.001007297994876431,3' UTR lengthening + gene upregulated
C9orf78,ENSG00000136819,PAS26613_ATTAAA_0.2,0.001457295318849829,0,11.885670710151317,1,5.656745177064993e-4,0.002025586700269879,0.395212453727364,0.26984735981740604,-0.12536509390995798,chr9,129827582,129827583,-,0.33252990677238503,2,TUTR,proximal pA,DMAi_96hrs,0.25073018781991596,0.8130497831761118,4.669757356593119e-15,3' UTR lengthening + gene upregulated
CAV1,ENSG00000105974,PAS20898_AATAAA_0.15,0.14197225030909144,1,2.7736713035126286,1,0.09582614730458518,0.1667011770559883,0.5094288980975951,0.3922176660617878,-0.11721123203580724,chr7,116559439,116559440,+,0.45082328207969147,0,TUTR,proximal pA,DMAi_96hrs,0.23442246407161438,1.1184758329361193,6.740652696000971e-10,3' UTR lengthening + gene upregulated
CCDC186,ENSG00000165813,PAS29137_AATAAA_0.25,0.005823809831722225,0,9.068559632200843,1,0.0026004182141063483,0.007800931876075849,0.42158939121791583,0.1457699119968482,-0.27581947922106764,chr10,114122213,114122214,-,0.283679651607382,2,TUTR,proximal pA,DMAi_96hrs,0.5516389584421353,0.7132152368500061,1.0389851646131958e-6,3' UTR lengthening + gene upregulated
CCNL2,ENSG00000221978,PAS2568_AATAAA_0.45,2.1312742670029847e-10,8.389220348979586e-9,35.573599858813395,1,2.455935177920972e-9,2.4135338218170143e-8,0.8178355926777675,0.6870425946238274,-0.13079299805394007,chr1,1386707,1386708,-,0.7524390936507974,2,TUTR,proximal pA,DMAi_96hrs,0.26371052028503583,1.0440624208814682,6.0147061300886016e-36,3' UTR lengthening + gene upregulated
CD55,ENSG00000196352,PAS2160_AATAAA_0.2,0.08413669033988798,1,5.825983935712202,1,0.01579113315821724,0.036487557934766185,0.23459236041606088,0.10879460447458518,-0.1257977559414757,chr1,207359711,207359712,+,0.17169348244532304,0,TUTR,proximal pA,DMAi_96hrs,0.22600576251071403,0.7553481392155176,1.2350000789138911e-4,3' UTR lengthening + gene upregulated
CD82,ENSG00000085117,PAS29787_None_0.2,0.2955807213637763,1,1.473265666196539,1,0.22483115115278585,0.3314948686274576,0.5402633497408975,0.3658530626240757,-0.17441028711682183,chr11,44619788,44619789,+,0.4530582061824866,0,TUTR,proximal pA,DMAi_96hrs,0.34882057423364365,0.9020820646550042,0.0414905528019478,3' UTR lengthening + gene upregulated
CDC42EP3,ENSG00000163171,PAS7552_APA_0.25,9.441764940839788e-27,4.1667076139032157e-26,114.93499526753112,1,8.131994296975612e-27,3.711040270984761e-25,0.4005550996274458,0.1503303820457268,-0.25022471758171905,chr2,37645154,37645155,-,0.27544274083658626,3,TUTR,proximal pA,DMAi_96hrs,0.3725057179880912,1.4490026481340137,2.3619111591031206e-51,3' UTR lengthening + gene upregulated
CHKA,ENSG00000110721,PAS31476_ATTAAA_0.15,9.101756802095173e-8,0,31.772083269383074,1,1.733667962303842e-8,1.4971387117644e-7,0.3473712845549306,0.16980612796433947,-0.17756515659059113,chr11,68053815,68053816,-,0.25858870625963504,2,TUTR,proximal pA,DMAi_96hrs,0.35513031318118227,1.299696996888461,1.7458260313385342e-25,3' UTR lengthening + gene upregulated
CHMP4B,ENSG00000101421,PAS48967_AATAAA_0.25,1.149509374156954e-9,0,40.79353546907805,1,1.6919185593652136e-10,1.911049689991391e-9,0.5032400988833833,0.31299934497318616,-0.19024075391019712,chr20,33853829,33853830,+,0.4081197219282847,2,TUTR,proximal pA,DMAi_96hrs,0.38048150782039436,0.7606498061106772,6.244515793821508e-12,3' UTR lengthening + gene upregulated
CHST11,ENSG00000171310,PAS33181_APA_0.3,7.314771399898023e-4,1.7098274957256236e-4,15.134629026055336,1,1.0011002978220372e-4,4.324938473806249e-4,0.6433117537776605,0.44247727735793313,-0.2008344764197273,chr12,104758110,104758111,+,0.5428945155677968,2,TUTR,proximal pA,DMAi_96hrs,0.3068887407623898,0.7555740693010055,1.1188584491549776e-4,3' UTR lengthening + gene upregulated
CLCN7,ENSG00000103249,PAS41135_AATAAA_0.1,3.4206043860847007e-34,0,155.84956316824173,1,9.131483570360164e-36,6.6217849580314955e-34,0.8619541953096288,0.4878958031949028,-0.374058392114726,chr16,1445343,1445344,-,0.6749249992522658,2,TUTR,proximal pA,DMAi_96hrs,0.7481167842294519,0.8104506106370952,4.556631413309726e-15,3' UTR lengthening + gene upregulated
CLEC2B,ENSG00000110852,PAS33820_ATTAAA_0.15,4.214748974600144e-16,0,71.17043288470813,1,3.276617619142608e-17,7.370533202493451e-16,0.9010793052094512,0.5611753848814902,-0.3399039203279609,chr12,9853207,9853208,-,0.7311273450454707,2,TUTR,proximal pA,DMAi_96hrs,0.6798078406559217,0.9059352406508796,2.0061135230044963e-7,3' UTR lengthening + gene upregulated
CLPX,ENSG00000166855,PAS39636_AATAAA_0.35,2.07127323835978e-7,2.8559679343208465e-8,31.84224107853697,1,1.6721630437960798e-8,1.4487518438911916e-7,0.7232772422216577,0.5389472465509986,-0.1843299956706591,chr15,65150453,65150454,-,0.6311122443863282,2,TUTR,proximal pA,DMAi_96hrs,0.33070612682850065,0.61462839134152,1.0572482538394643e-6,3' UTR lengthening + gene upregulated
COG3,ENSG00000136152,PAS35507_APA_0.1,0.0016929373000393948,0,11.585229910842372,1,6.647771468589038e-4,0.0023362084242678142,0.41917321219417847,0.23149609934690987,-0.1876771128472686,chr13,45536377,45536378,+,0.32533465577054416,2,TUTR,proximal pA,DMAi_96hrs,0.37535422569453725,0.9085914220604554,2.7907087580120045e-5,3' UTR lengthening + gene upregulated
COL13A1,ENSG00000197467,PAS27340_APA_0.25,0.11579725035253376,1,3.1467517813547943,1,0.07607826718342,0.137929881181065,0.8492486723313286,0.6558048965899259,-0.1934437757414027,chr10,69958924,69958925,+,0.7525267844606273,0,TUTR,proximal pA,DMAi_96hrs,0.3868875514828054,1.1998826405414134,3.662314595531688e-5,3' UTR lengthening + gene upregulated
COMMD2,ENSG00000114744,PAS11973_AATAAA_0.3,2.942024270944877e-5,1.4108980039899174e-5,19.876541978900605,1,8.260777274443131e-6,4.483574979338051e-5,0.7873905926823112,0.5792482519382928,-0.2081423407440184,chr3,149740747,149740748,-,0.683319422310302,2,TUTR,proximal pA,DMAi_96hrs,0.4271908849167967,0.9506511619799628,5.815886681281571e-10,3' UTR lengthening + gene upregulated
CPEB3,ENSG00000107864,PAS28885_AATAAA_0.35,0.4515981600810402,1,0.8012789473408475,1,0.3707112601963951,0.4907281423004876,0.466368102473874,0.350612932100468,-0.11575517037340594,chr10,92048859,92048860,-,0.408490517287171,0,TUTR,proximal pA,DMAi_96hrs,0.23151034074681193,0.8768629904732805,0.007185425204798319,3' UTR lengthening + gene upregulated
CREBRF,ENSG00000164463,PAS15817_AATAAA_0.45,2.490071243353568e-7,0,29.72415019775553,1,4.9810407808064695e-8,4.029745727968649e-7,0.6162866801604301,0.3086185763390498,-0.30766810382138027,chr5,173137756,173137757,+,0.46245262824974,2,TUTR,proximal pA,DMAi_96hrs,0.6153362076427604,1.4030190534446725,2.5221084238794953e-38,3' UTR lengthening + gene upregulated
CRTC1,ENSG00000105662,PAS46485_AATAAA_0.15,3.304239416043855e-4,0,14.930047843669628,1,1.1157172054174056e-4,4.760533299095599e-4,0.769428043630865,0.4683004003693214,-0.3011276432615436,chr19,18777951,18777952,+,0.6188642220000933,2,TUTR,proximal pA,DMAi_96hrs,0.6022552865230871,0.7776990086372242,6.574078088977226e-4,3' UTR lengthening + gene upregulated
CTC1,ENSG00000178971,PAS43828_APA_0.2,1.780208324053978e-9,5.612481766818588e-11,43.99860732336674,1,3.2860959262433507e-11,4.036078066873213e-10,0.6493486360651202,0.21582391905752685,-0.4335247170075933,chr17,8227821,8227822,-,0.4325862775613235,3,TUTR,proximal pA,DMAi_96hrs,0.7467175493193345,1.2967654335749286,1.785472873641163e-9,3' UTR lengthening + gene upregulated
CTSB,ENSG00000164733,PAS23649_AATAAA_0.3,2.412297531045864e-15,1.108599080725776e-6,26.881132540820545,1,2.1636078739994409e-7,1.5547627442074713e-6,0.5850302817177272,0.4613828608955262,-0.12364742082220098,chr8,11844325,11844326,-,0.5232065713066267,2,TUTR,proximal pA,DMAi_96hrs,0.24838280519138867,0.6147530516012228,4.004098683636001e-9,3' UTR lengthening + gene upregulated
CYB5R4,ENSG00000065615,PAS18078_AATAAA_0.3,2.3921845131684284e-13,4.173532017982039e-15,62.670410737686325,1,2.443593962909397e-15,4.5494391236769206e-14,0.9756088074785996,0.6198827882869209,-0.35572601919167857,chr6,83960424,83960425,+,0.7977457978827602,3,TUTR,proximal pA,DMAi_96hrs,0.5792310227762197,0.6548091399906169,5.01828696337236e-4,3' UTR lengthening + gene upregulated
CYBRD1,ENSG00000071967,PAS6534_APA_0.15,3.1560426886094666e-5,0,19.76042196523258,1,8.778170681522001e-6,4.7352625201511855e-5,0.2335588475333866,0.07604957482266227,-0.15750927271072435,chr2,171555167,171555168,+,0.15480421117802445,2,TUTR,proximal pA,DMAi_96hrs,0.3150185454214486,0.786779218511178,3.238033733062986e-5,3' UTR lengthening + gene upregulated
CYP20A1,ENSG00000119004,PAS6843_APA_0.3,1.0867749093261934e-5,3.549083269094944e-7,28.29994330275804,1,1.0389902860283357e-7,7.909973505472674e-7,0.5962730847110598,0.3048772881106394,-0.2913957966004204,chr2,203297028,203297029,+,0.4505751864108496,2,TUTR,proximal pA,DMAi_96hrs,0.41671738264672836,0.6341624215690762,2.7180401110715624e-6,3' UTR lengthening + gene upregulated
DAB2,ENSG00000153071,PAS16137_AATAAA_0.15,0.006825949474616606,0,8.752591999625679,1,0.0030916232198346643,0.009062028120006333,0.5103520122733285,0.2634125713529306,-0.24693944092039788,chr5,39373038,39373039,-,0.3868822918131296,2,TUTR,proximal pA,DMAi_96hrs,0.49387888184079576,0.940138093599472,8.353441265535668e-10,3' UTR lengthening + gene upregulated
DDX51,ENSG00000185163,PAS35276_APA_0.2,3.87794555977207e-21,5.980051283068369e-16,68.66472087076772,1,1.1671023608008612e-16,2.461454527473901e-15,0.33751637094264475,0.0931136992317747,-0.24440267171087005,chr12,132139003,132139004,-,0.21531503508720973,2,TUTR,proximal pA,DMAi_96hrs,0.5291379535940098,0.7600795689022672,5.052398555943561e-7,3' UTR lengthening + gene upregulated
DENND4A,ENSG00000174485,PAS39651_APA_0.3,0.04757797270498765,0.015735707241243405,6.781020024191662,1,0.00921322252977563,0.02302725637320849,0.5961478630564827,0.3466405204760364,-0.2495073425804464,chr15,65661779,65661780,-,0.4713941917662595,1,TUTR,proximal pA,DMAi_96hrs,0.3707732608488594,0.6849228163332985,0.0011712170763508462,3' UTR lengthening + gene upregulated
DLGAP4,ENSG00000080845,PAS49040_ATTAAA_0.4,7.808939390028567e-13,3.182613519973494e-14,58.67128468956798,1,1.8634133271706282e-14,3.1820287149243814e-13,0.5220870778029368,0.3072982332868604,-0.21478884451607644,chr20,36527081,36527082,+,0.41469265554489865,2,TUTR,proximal pA,DMAi_96hrs,0.4221321082204672,0.7485330497099885,4.32902163387675e-12,3' UTR lengthening + gene upregulated
DOCK3,ENSG00000088538,PAS9648_APA_0.15,0.4043290768048485,1,0.9673383720347032,1,0.32534487944199664,0.4436165562306473,0.7025285611814849,0.5950811360099638,-0.10744742517152106,chr3,51383897,51383898,+,0.6488048485957243,0,TUTR,proximal pA,DMAi_96hrs,0.21489485034304207,1.1154682409049692,0.0010743678385973043,3' UTR lengthening + gene upregulated
DOK4,ENSG00000125170,PAS41646_APA_0.3,1.90901890250167e-9,1.4884519572394318e-10,42.09043222154105,1,8.714853992062043e-11,1.0146671279174287e-9,0.15370431287972786,0.03707965770199717,-0.11662465517773069,chr16,57473050,57473051,-,0.09539198529086251,2,TUTR,proximal pA,DMAi_96hrs,0.24663749411993796,0.7899112511508609,2.789313384232262e-12,3' UTR lengthening + gene upregulated
DRAM1,ENSG00000136048,PAS33142_APA_0.1,0.0012736337445635577,0,12.164674401666502,1,4.870316627840444e-4,0.001774793445771778,0.37377097952840216,0.16211789850695507,-0.2116530810214471,chr12,101921563,101921564,+,0.2679444390176786,2,TUTR,proximal pA,DMAi_96hrs,0.4233061620428943,1.3376573620740342,6.067848230297436e-13,3' UTR lengthening + gene upregulated
DROSHA,ENSG00000113360,PAS16055_AATAAA_0.2,8.874756738436256e-13,0,55.43324209701677,1,9.668746518791449e-14,1.5370306653145846e-12,0.9803778675163094,0.8274877415100775,-0.15289012600623186,chr5,31401300,31401301,-,0.9039328045131936,2,TUTR,proximal pA,DMAi_96hrs,0.3057802520124637,0.6028310503144622,1.902967041036783e-7,3' UTR lengthening + gene upregulated
DUSP4,ENSG00000120875,PAS23756_None_0.25,3.3398717981978487e-26,3.9410786207090026e-22,95.99155370822336,1,1.1537465009759578e-22,4.026955644395426e-21,0.5268073675966277,0.10767651273428196,-0.41913085486234575,chr8,29336541,29336542,-,0.3172419401654548,3,TUTR,proximal pA,DMAi_96hrs,0.7593972981351926,4.225469344342345,1.6227308551904845e-208,3' UTR lengthening + gene upregulated
EEF1A1,ENSG00000156508,PAS19267_ATTAAA_0.05,1.0377449130283161e-92,2.155482990358438e-95,431.8876654125743,1,6.310153126536337e-96,2.86318690864353e-93,0.7148397119011985,0.29347961761435726,-0.4213600942868413,chr6,73517514,73517515,-,0.504159664757778,2,TUTR,proximal pA,DMAi_96hrs,0.8035546774536823,1.1619776553122982,8.731638582967657e-227,3' UTR lengthening + gene upregulated
ELL2,ENSG00000118985,PAS16509_APA_0.3,1.7775591033423776e-8,0,35.133856976404786,1,3.078024421372082e-9,2.9715565857635285e-8,0.7181204632130994,0.43603140690623415,-0.28208905630686526,chr5,95887547,95887548,-,0.5770759350596668,2,TUTR,proximal pA,DMAi_96hrs,0.5641781126137306,1.260196880297733,6.284759707729542e-17,3' UTR lengthening + gene upregulated
EPG5,ENSG00000152223,PAS45764_APA_0.25,1.6969825002192567e-36,3.142005804222832e-13,56.32846404269549,1,6.132125324980349e-14,1.0049977532096276e-12,0.3476476913888581,0.1261391700687462,-0.22150852132011195,chr18,45850505,45850506,-,0.23689343072880212,3,TUTR,proximal pA,DMAi_96hrs,0.6832216439904395,0.808874231704822,2.6732774150568735e-14,3' UTR lengthening + gene upregulated
ESYT2,ENSG00000117868,PAS22487_ATTAAA_0.35,0.0019194344981043683,0,11.328144475297677,1,7.63411448109692e-4,0.0026407617528708383,0.4228994650518711,0.1963209250456437,-0.2265785400062274,chr7,158733731,158733732,-,0.3096101950487574,2,TUTR,proximal pA,DMAi_96hrs,0.4531570800124547,1.2224759460795112,4.2889833599459593e-11,3' UTR lengthening + gene upregulated
EXOG,ENSG00000157036,PAS9432_ATTAAA_0.2,0.12602726837136108,1,4.893773697920096,1,0.0269537096432854,0.05754932278099157,0.42675563291969976,0.28194860008572004,-0.14480703283397972,chr3,38525121,38525122,+,0.3543521165027099,0,TUTR,proximal pA,DMAi_96hrs,0.26131181465106995,0.647043175413569,4.1678501481562494e-4,3' UTR lengthening + gene upregulated
FAM114A1,ENSG00000197712,PAS12717_AATAAA_0.45,2.420802445506998e-6,0,25.039989298374053,1,5.615353436006492e-7,3.7931700517745255e-6,0.6155586495319078,0.21299418429350103,-0.4025644652384067,chr4,38944939,38944940,+,0.4142764169127044,2,TUTR,proximal pA,DMAi_96hrs,0.8051289304768134,0.7062003716405348,1.0411931096985704e-5,3' UTR lengthening + gene upregulated
FAM210B,ENSG00000124098,PAS49248_APA_0.3,1.4073688094356658e-39,0,180.95702143045128,1,2.99548195370506e-41,2.7497831738028943e-39,0.5472374684888438,0.08675323138204771,-0.4604842371067961,chr20,56366436,56366437,+,0.31699534993544576,2,TUTR,proximal pA,DMAi_96hrs,0.9209684742135922,0.7103534857499086,1.1497627727564748e-11,3' UTR lengthening + gene upregulated
FBXL2,ENSG00000153558,PAS9382_AATAAA_0.3,0.2264861043061004,1,1.9408774137787643,1,0.1635732975544058,0.258118793567321,0.8835555246113426,0.7610083242540506,-0.12254720035729194,chr3,33386632,33386633,+,0.8222819244326967,0,TUTR,proximal pA,DMAi_96hrs,0.24509440071458388,1.125006183468119,4.404358067959487e-4,3' UTR lengthening + gene upregulated
FBXO32,ENSG00000156804,PAS24506_AATAAA_0.35,1.0267075436202412e-9,7.007105677201364e-11,43.56425616808565,1,4.1026452071059926e-11,5.000315313434401e-10,0.8921214000813465,0.5616736457838166,-0.3304477542975299,chr8,123503126,123503127,-,0.7268975229325816,2,TUTR,proximal pA,DMAi_96hrs,0.6266673626003765,1.4201271198282326,1.097790783060802e-14,3' UTR lengthening + gene upregulated
FBXO42,ENSG00000037637,PAS2797_None_0.15,2.8984236005706083e-5,2.9147815127580745e-6,24.233614908074745,1,8.532991333344796e-7,5.572057375199372e-6,0.5538959235037689,0.269601363833514,-0.28429455967025496,chr1,16250661,16250662,-,0.4117486436686415,2,TUTR,proximal pA,DMAi_96hrs,0.5101317485853658,0.5897483576399496,0.004688357476869711,3' UTR lengthening + gene upregulated
FCHSD1,ENSG00000197948,PAS16881_None_0.15,8.590586354360271e-9,0,36.65914820244234,1,1.4069719353822379e-9,1.4213817624558093e-8,0.6956513553701624,0.4805283274849937,-0.2151230278851688,chr5,141640982,141640983,-,0.588089841427578,2,TUTR,proximal pA,DMAi_96hrs,0.4302460557703375,0.6249017085668472,5.94024616822072e-6,3' UTR lengthening + gene upregulated
FCHSD2,ENSG00000137478,PAS31550_ATTAAA_0.15,0.10097298912766668,1,3.4007650120183825,1,0.06516618959213409,0.12151042114743237,0.3333345454176455,0.2278482655022953,-0.1054862799153502,chr11,72837069,72837070,-,0.2805914054599704,0,TUTR,proximal pA,DMAi_96hrs,0.2109725598307005,0.6941200494268897,0.002370441501718156,3' UTR lengthening + gene upregulated
FGD6,ENSG00000180263,PAS34716_ATTAAA_0.35,0.02306517968526968,0.07015501757990937,4.172892800869249,1,0.04107561094234953,0.08243672151844471,0.2051362574831964,0.1109537131156748,-0.0941825443675216,chr12,95081311,95081312,-,0.1580449852994356,1,TUTR,proximal pA,DMAi_96hrs,0.2503789607089558,0.6282815563888784,4.520377598030506e-4,3' UTR lengthening + gene upregulated
FKBP7,ENSG00000079150,PAS8626_AATAAA_0.3,0.07221313039621119,1,4.041636493295982,1,0.04439075548165363,0.08787952976865387,0.8736203719621213,0.6512140450677202,-0.2224063268944011,chr2,178465600,178465601,-,0.7624172085149208,0,TUTR,proximal pA,DMAi_96hrs,0.4448126537888022,0.8386090837708787,0.010990974250926391,3' UTR lengthening + gene upregulated
