gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,pA_type,condition,prox_to_dist_shift,log2FoldChange,padj,APA_and_gene_class
ASL,ENSG00000126522,PAS20477_AATAAA_0.05,0.4283345991712541,1,0.8791054848963995,1,0.3484467969448694,0.4683608618096886,0.7274067631097892,0.6566702067681122,-0.07073655634167708,chr7,66092952,66092953,+,0.6920384849389507,0,TUTR,proximal pA,DMAi_96hrs,0.141473112683354,-0.9436549988390942,3.206669542357996e-4,no 3' UTR lengthening + gene downregulated
ATF6B,ENSG00000213676,PAS18916_APA_0.15,0.30858923538412675,1,1.401044240088595,1,0.23654880906421125,0.3453625736842909,0.12886523275581863,0.09519713358351888,-0.03366809917229974,chr6,32115535,32115536,-,0.11203118316966876,0,TUTR,proximal pA,DMAi_96hrs,0.0673361983445997,-0.7152400844407787,1.0681340508770604e-5,no 3' UTR lengthening + gene downregulated
ATG10,ENSG00000152348,PAS15064_APA_0.05,0.9101341428368728,1,0.023008421840188475,1,0.8794351737332482,0.9185340344662982,0.4507638482647868,0.43224139430216274,-0.01852245396262409,chr5,82254417,82254418,+,0.4415026212834748,0,TUTR,proximal pA,DMAi_96hrs,0.03704490792524806,-0.7634173521953939,0.023580875557927164,no 3' UTR lengthening + gene downregulated
ATP5MG,ENSG00000167283,PAS30584_AATAAA_0.25,2.162521354841301e-12,0,53.60952426633594,1,2.445708675118138e-13,3.752685939087067e-12,0.9735997291843392,0.929171281868682,-0.044428447315657205,chr11,118409194,118409195,+,0.9513855055265106,0,TUTR,proximal pA,DMAi_96hrs,0.0888568946313143,-0.7087813366368179,2.4154498156872103e-33,no 3' UTR lengthening + gene downregulated
B4GALNT1,ENSG00000135454,PAS34435_None_0.25,0.8887088305844779,1,0.31559045868601743,1,0.5742697469573428,0.6815108243483455,0.4480279428466105,0.3696614682368588,-0.07836647460975171,chr12,57626167,57626168,-,0.4088447055417347,0,TUTR,proximal pA,DMAi_96hrs,0.12287305863301429,-1.394295946448287,3.5264506361802096e-4,no 3' UTR lengthening + gene downregulated
B4GALT6,ENSG00000118276,PAS45714_None_0.25,0.4180512268822946,1,0.9147465225080396,1,0.33885815536138947,0.45826504004889945,0.17028876825663342,0.1274052068722703,-0.04288356138436311,chr18,31622801,31622802,-,0.14884698756445186,0,TUTR,proximal pA,DMAi_96hrs,0.08576712276872611,-0.7277295183469653,7.825947145254806e-6,no 3' UTR lengthening + gene downregulated
BAIAP2L1,ENSG00000006453,PAS21988_APA_0.35,0.5677465486818337,1,0.4776090800526731,1,0.48950730568151257,0.6057242887276424,0.804907177251105,0.7553406317309527,-0.04956654552015238,chr7,98293243,98293244,-,0.7801239044910289,0,TUTR,proximal pA,DMAi_96hrs,0.09913309104030482,-1.042938979869494,2.316221503858435e-4,no 3' UTR lengthening + gene downregulated
BARD1,ENSG00000138376,PAS8830_ATTAAA_0.25,0.6419408506439757,1,0.3237873994854681,1,0.5693403972973694,0.6772805130696272,0.7860986498135953,0.735009393512677,-0.05108925630091832,chr2,214726630,214726631,-,0.7605540216631361,0,TUTR,proximal pA,DMAi_96hrs,0.10217851260183639,-1.2292924408931991,2.957041108150337e-13,no 3' UTR lengthening + gene downregulated
BBS7,ENSG00000138686,PAS14231_APA_0.35,0.4801547678083361,1,0.32450578017403586,1,0.568912335439337,0.6770248631781274,0.3492704756197547,0.30530822313654005,-0.04396225248321467,chr4,121824759,121824760,-,0.3272893493781473,0,TUTR,proximal pA,DMAi_96hrs,-0.011937559996890168,-0.9458568282596276,2.342265190802588e-5,no 3' UTR lengthening + gene downregulated
BMAL2,ENSG00000029153,PAS32371_ATTAAA_0.15,0.5937084511714481,1,0.9042787402868272,1,0.3416370085445733,0.4615514532281045,0.30434782605097976,0.2765432383850539,-0.027804587665925865,chr12,27424083,27424084,+,0.29044553221801683,0,TUTR,proximal pA,DMAi_96hrs,0.06891229814838934,-0.6988748695456745,1.467184410214842e-9,no 3' UTR lengthening + gene downregulated
BRI3BP,ENSG00000184992,PAS33593_AATAAA_0.4,3.229425024818899e-16,0.32912160065744794,1.6968535038467962,1,0.1926999848005188,0.29386100044334923,0.20395373146339865,0.2193434580645097,0.015389726601111042,chr12,125025797,125025798,+,0.21164859476395417,0,TUTR,proximal pA,DMAi_96hrs,0.045998089512205964,-1.084209235121546,7.441340204809459e-63,no 3' UTR lengthening + gene downregulated
BUB1,ENSG00000169679,PAS8209_AATAAA_0.4,0.09827859342497666,1,3.449355993176596,1,0.06327642014894051,0.11860235505170416,0.8760086230856327,0.8163128771324674,-0.05969574595316529,chr2,110637833,110637834,-,0.84616075010905,0,TUTR,proximal pA,DMAi_96hrs,0.11939149190633055,-2.4150540367522435,3.085809438632411e-76,no 3' UTR lengthening + gene downregulated
C11orf58,ENSG00000110696,PAS29541_AATAAA_0.35,3.17349499908451e-7,1,0.1433893411012832,1,0.7049345300038915,0.7883848782388593,0.2084990005467402,0.21585644341934088,0.007357442872600678,chr11,16755345,16755346,+,0.21217772198304047,1,TUTR,proximal pA,DMAi_96hrs,-0.1189326699687068,-0.6175824563594116,3.61306705389761e-15,no 3' UTR lengthening + gene downregulated
C12orf75,ENSG00000235162,PAS33191_AATAAA_0.3,0.5819790632962503,1,0.4450025379319413,1,0.5047177735080034,0.6193554705199783,0.5916501035561278,0.5665771724452316,-0.025072931110896143,chr12,105371251,105371252,+,0.5791136380006797,0,TUTR,proximal pA,DMAi_96hrs,0.050145862221792285,-1.8431544534605928,5.8740472817449344e-52,no 3' UTR lengthening + gene downregulated
C18orf54,ENSG00000166845,PAS45412_ATTAAA_0.3,0.29169915266938135,1,1.496262830985188,1,0.2212472830041033,0.327336323960142,0.5263513453538925,0.6473441308619905,0.120992785508098,chr18,54381083,54381084,+,0.5868477381079416,0,TUTR,proximal pA,DMAi_96hrs,-0.24198557101619605,-1.2016376907646875,1.711805476053522e-6,no 3' UTR lengthening + gene downregulated
C1orf21,ENSG00000116667,PAS1982_APA_0.15,1.0717401080756016e-4,0.02975287670515887,6.881319761154373,1,0.008710122455352244,0.021980844543691244,0.04480060564540963,0.1575109127168088,0.11271030707139916,chr1,184622028,184622029,+,0.10115575918110922,2,TUTR,proximal pA,DMAi_96hrs,0.07283318762194914,-1.0654422097448923,6.10744670976671e-6,no 3' UTR lengthening + gene downregulated
C2orf72,ENSG00000204128,PAS7071_ATTAAA_0.25,0.8366961794779637,1,0.07004622192084753,1,0.7912694929659025,0.8546076453884316,0.5900878411002104,0.6185528819981363,0.028465040897925897,chr2,231048936,231048937,+,0.6043203615491733,0,TUTR,proximal pA,DMAi_96hrs,-0.056930081795851795,-0.7237776525813575,0.01137852135032573,no 3' UTR lengthening + gene downregulated
C5orf15,ENSG00000113583,PAS16747_ATTAAA_0.35,5.768392341080396e-4,0,13.782073957530883,1,2.052856798151447e-4,8.164642827809449e-4,0.08097266430142325,0.03074545756864521,-0.05022720673277803,chr5,133955962,133955963,-,0.05585906093503423,0,TUTR,proximal pA,DMAi_96hrs,0.10045441346555606,-1.0855037454697432,1.3853390577429973e-22,no 3' UTR lengthening + gene downregulated
CA2,ENSG00000104267,PAS23080_AATAAA_0.25,0.7357388560942776,1,0.17358090570522222,1,0.6769487563017514,0.766751529765013,0.1551773957320776,0.1985704521783832,0.04339305644630559,chr8,85480947,85480948,+,0.17687392395523038,0,TUTR,proximal pA,DMAi_96hrs,-0.08678611289261123,-3.632343931928915,1.1342469070927474e-21,no 3' UTR lengthening + gene downregulated
CAMK4,ENSG00000152495,PAS15216_APA_0.1,0.4473312301357564,1,0.8169311136983879,1,0.3660789666533057,0.48633930645985846,0.3442256220398041,0.26123270691563416,-0.08299291512416995,chr5,111490073,111490074,+,0.30272916447771914,0,TUTR,proximal pA,DMAi_96hrs,0.1659858302483399,-0.9592783651053132,1.0841076991469276e-5,no 3' UTR lengthening + gene downregulated
CAPN2,ENSG00000162909,PAS2299_APA_0.3,3.8896505986179683e-7,2.6197738044418465e-7,27.54619043175626,1,1.533871891994631e-7,1.1356372735089385e-6,0.20582816666601184,0.1427073799090853,-0.06312078675692656,chr1,223775482,223775483,+,0.17426777328754856,0,TUTR,proximal pA,DMAi_96hrs,0.13550660081099952,-0.6722130161908053,2.8467745699492342e-24,no 3' UTR lengthening + gene downregulated
CAPRIN1,ENSG00000135387,PAS29697_ATTAAA_0.25,2.627547229524224e-15,0.5222490455981009,3.5057774164633884,1,0.06115513715769969,0.11530808505483982,0.31855269633217964,0.2855470119240428,-0.03300568440813684,chr11,34100937,34100938,+,0.30204985412811125,0,TUTR,proximal pA,DMAi_96hrs,0.05486399640153278,-0.763654830157119,1.6784745031655125e-36,no 3' UTR lengthening + gene downregulated
CCDC152,ENSG00000198865,PAS14743_APA_0.05,0.1787957542804868,1,0.0025990662827553024,1,0.9593406300121188,0.97399875624744,0.5785787061667361,0.5810952548372602,0.002516548670524088,chr5,42800365,42800366,+,0.5798369805019982,0,TUTR,proximal pA,DMAi_96hrs,0.05685861408038878,-1.129808130828044,1.4846690588817471e-24,no 3' UTR lengthening + gene downregulated
CCDC97,ENSG00000142039,PAS46854_ATTAAA_0.1,0.11386707025544658,1,0.6645330534029199,1,0.41496415173324247,0.5336501492975645,0.0964787936832137,0.1216309560514312,0.02515216236821749,chr19,41324199,41324200,+,0.10905487486732246,0,TUTR,proximal pA,DMAi_96hrs,-0.011443950106632681,-1.083053281501804,3.9435196550279047e-10,no 3' UTR lengthening + gene downregulated
CCNA2,ENSG00000145386,PAS14229_AATAAA_0.35,0.17075192767429512,1,2.599416270913025,1,0.1069030826585489,0.18251213241242908,0.2682284387087297,0.20894236463459687,-0.05928607407413278,chr4,121817369,121817370,-,0.23858540167166328,0,TUTR,proximal pA,DMAi_96hrs,0.140343488866003,-2.637721227965096,1.0677932204395726e-80,no 3' UTR lengthening + gene downregulated
CCNI,ENSG00000118816,PAS13956_AATAAA_0.35,0.0011121481243436086,0.0396537658987518,5.1521809951082105,1,0.023217194103057063,0.05057087636135636,0.5745136107662974,0.6078876080193685,0.03337399725307111,chr4,77048061,77048062,-,0.5912006093928329,0,TUTR,proximal pA,DMAi_96hrs,-0.04656876652179859,-0.8051824666636335,2.0881588066374325e-50,no 3' UTR lengthening + gene downregulated
CD83,ENSG00000112149,PAS17371_APA_0.35,0.2532708774749823,1,0.9257805669602704,1,0.3359617476492368,0.45512313523991554,0.15176215341316307,0.09829579525531068,-0.0534663581578524,chr6,14136228,14136229,+,0.12502897433423688,0,TUTR,proximal pA,DMAi_96hrs,0.17958289743028255,-1.3175736499911117,3.676213827496801e-7,no 3' UTR lengthening + gene downregulated
CDC25A,ENSG00000164045,PAS11171_None_0.25,0.5939317189307428,1,0.4170660162344575,1,0.5184046875732079,0.6324400027894358,0.20454647164161088,0.17699302983142484,-0.02755344181018604,chr3,48158470,48158471,-,0.19076975073651783,0,TUTR,proximal pA,DMAi_96hrs,0.05510688362037208,-1.56057208510864,1.5627311054014354e-16,no 3' UTR lengthening + gene downregulated
CDC25C,ENSG00000158402,PAS16820_ATTAAA_0.45,0.24866160871262813,1,1.7763834216412988,1,0.1825940492548898,0.2818052571639364,0.26621069615896087,0.19502878567021492,-0.07118191048874589,chr5,138285579,138285580,-,0.23061974091458792,0,TUTR,proximal pA,DMAi_96hrs,0.14236382097749178,-1.9624306528118565,8.363106963488907e-18,no 3' UTR lengthening + gene downregulated
CDC6,ENSG00000094804,PAS42771_None_0,0.0768769987882056,1,3.865217656129971,1,0.049296799327704754,0.09615358267296475,0.079570544864423845,0.12719333526127047,0.04762279039684662,chr17,40302347,40302348,+,0.10338194006284716,0,TUTR,proximal pA,DMAi_96hrs,-0.06788332780831167,-1.2116879242669771,1.2569771100051007e-23,no 3' UTR lengthening + gene downregulated
CDC7,ENSG00000097046,PAS1124_None_0.25,0.5361397632792952,1,0.16536986322262237,1,0.6842599738851305,0.7725531526567436,0.3253613394859881,0.3535673539687569,0.02820601448276877,chr1,91525515,91525516,+,0.33946434672737247,0,TUTR,proximal pA,DMAi_96hrs,-0.016657794768165035,-1.8983515802011215,1.6791456507961428e-13,no 3' UTR lengthening + gene downregulated
CDCA7L,ENSG00000164649,PAS21402_ATTAAA_0.1,0.23006038458948336,1,1.9131732802052284,1,0.1666111912205584,0.26189768660533386,0.07287861867225476,0.09264297785136222,0.01976435917910746,chr7,21901626,21901627,-,0.08276079826180849,0,TUTR,proximal pA,DMAi_96hrs,-0.03952871835821503,-0.6115743001172064,3.726076940745978e-15,no 3' UTR lengthening + gene downregulated
CDKN2C,ENSG00000123080,PAS838_None_0.25,0.1583843525286049,1,2.5796375040699786,1,0.10824644872490692,0.1844882863490284,0.4205762333267909,0.33792441675570745,-0.08265181657108339,chr1,50974311,50974312,+,0.3792503250412492,0,TUTR,proximal pA,DMAi_96hrs,0.16530363314216684,-0.7681072882888567,2.336522602624383e-4,no 3' UTR lengthening + gene downregulated
CEBPZOS,ENSG00000218739,PAS5482_AATAAA_0.4,0.4512015111706082,1,1.6479566196085216,1,0.199237274402788,0.30174395906834595,0.28470744309954804,0.3239672222845414,0.03925977918499335,chr2,37202703,37202704,+,0.3043373326920447,0,TUTR,proximal pA,DMAi_96hrs,-0.09014062307600257,-1.082580104540158,9.381269239679576e-20,no 3' UTR lengthening + gene downregulated
CENPA,ENSG00000115163,PAS5330_APA_0.2,0.2805367946954204,1,1.5630222505287747,1,0.2112232528054183,0.31580054309210487,0.17861245527228234,0.2430407035184734,0.06442824824619106,chr2,26794045,26794046,+,0.21082657939537783,0,TUTR,proximal pA,DMAi_96hrs,-0.12885649649238215,-2.879940134415208,6.886646193402093e-55,no 3' UTR lengthening + gene downregulated
CENPF,ENSG00000117724,PAS2230_ATTAAA_0.15,0.01062126810210052,0,7.852521019405685,1,0.005074989033633528,0.0138862682362395,0.8070351317426182,0.7170781352592374,-0.08995699648338085,chr1,214664089,214664090,+,0.7620566335009278,0,TUTR,proximal pA,DMAi_96hrs,0.1799139929667617,-1.6862927786560955,1.6097509114541288e-141,no 3' UTR lengthening + gene downregulated
CENPH,ENSG00000153044,PAS14908_APA_0.3,0.28759598234973394,1,1.5193352419651092,1,0.21772011867276936,0.3229904908586876,0.2106743658589732,0.1333982732978035,-0.07727609256116966,chr5,69209823,69209824,+,0.17203631957838833,0,TUTR,proximal pA,DMAi_96hrs,0.15455218512233918,-3.365275437084986,4.004475739054774e-48,no 3' UTR lengthening + gene downregulated
CEP55,ENSG00000138180,PAS27602_ATTAAA_0.1,0.73308559821577,1,0.1774407621487626,1,0.6735818970618926,0.7642333317068338,0.017479377519773954,0.01343561948003582,-0.004043758039738133,chr10,93528194,93528195,+,0.015457498499904888,0,TUTR,proximal pA,DMAi_96hrs,0.008087516079476132,-1.7437597271531655,1.5801785812449477e-52,no 3' UTR lengthening + gene downregulated
CHAF1B,ENSG00000159259,PAS50224_ATTAAA_0.1,0.7229925956677667,1,0.1922174685585105,1,0.6610774104942918,0.7542994704415451,0.9049846498836486,0.8904385599489892,-0.014546089934659223,chr21,36416825,36416826,+,0.897711604916319,0,TUTR,proximal pA,DMAi_96hrs,0.029092179869318557,-0.8997956507616326,4.6528038006119415e-6,no 3' UTR lengthening + gene downregulated
CHRAC1,ENSG00000104472,PAS23490_AATAAA_0.15,0.001114240300849772,0.009888535247653072,7.614613717785687,1,0.005789715983744926,0.015542001274146918,0.8517113931847394,0.7806737952640818,-0.07103759792065767,chr8,140516698,140516699,+,0.8161925942244106,0,TUTR,proximal pA,DMAi_96hrs,0.15713017364723214,-1.117703095385065,1.7980515051716348e-22,no 3' UTR lengthening + gene downregulated
CIP2A,ENSG00000163507,PAS11596_APA_0.25,0.4197416110815672,1,0.12303411339109972,1,0.7257667656939202,0.8038149108016701,0.6902973107449046,0.6674651401153415,-0.02283217062956311,chr3,108551023,108551024,-,0.6788812254301231,0,TUTR,proximal pA,DMAi_96hrs,0.09261735104425711,-1.481553353440135,1.5369799804402731e-22,no 3' UTR lengthening + gene downregulated
CIT,ENSG00000122966,PAS35016_APA_0.15,2.941373335106336e-4,0.8879330466091234,0.4141256585717201,1,0.5198828768566405,0.6337806069977974,0.2696078431372545,0.28608237038966866,0.016474527252414106,chr12,119686124,119686125,-,0.2778451067634616,0,TUTR,proximal pA,DMAi_96hrs,0.008338386018813704,-1.811212570685808,7.740181781345025e-81,no 3' UTR lengthening + gene downregulated
CKAP2,ENSG00000136108,PAS35571_ATTAAA_0.3,2.36242578608096e-6,0.04445668997163532,6.167117717187011,1,0.013014647875895404,0.03081181021423597,0.3057490635478665,0.39710430109056777,0.09135523754270124,chr13,52476348,52476349,+,0.35142668231921714,1,TUTR,proximal pA,DMAi_96hrs,-0.014698137481562387,-1.6777017493387218,1.0431742802518927e-46,no 3' UTR lengthening + gene downregulated
CKAP2L,ENSG00000169607,PAS8235_ATTAAA_0.1,0.2267543968862901,1,1.9383401983336623,1,0.16384886614835464,0.2583739294312402,0.6914495845833715,0.6324045126344844,-0.059045071948887085,chr2,112737870,112737871,-,0.6619270486089279,0,TUTR,proximal pA,DMAi_96hrs,0.11809014389777411,-1.8094182250751731,6.75421294739105e-59,no 3' UTR lengthening + gene downregulated
COPG2,ENSG00000158623,PAS22275_ATTAAA_0.3,0.5209042535722879,1,0.5950419206039612,1,0.440476035488255,0.5593475067638716,0.1996002853137938,0.12515005894306053,-0.07445022637073329,chr7,130506530,130506531,-,0.16237517212842717,0,TUTR,proximal pA,DMAi_96hrs,0.14890045274146668,-1.0906218659578617,0.0020256981924192947,no 3' UTR lengthening + gene downregulated
COPS6,ENSG00000168090,PAS20726_AATAAA_0,0.15747495598154357,1,2.590427546139836,1,0.10751131103718298,0.1833534289713813,0.8502932064585501,0.8805255310766243,0.03023232461807424,chr7,100091906,100091907,+,0.8654093687675872,0,TUTR,proximal pA,DMAi_96hrs,-0.06046464923614825,-0.6764411018291683,1.926567265823972e-9,no 3' UTR lengthening + gene downregulated
COQ2,ENSG00000173085,PAS14018_AATAAA_0.35,0.9481004838651704,1,0.008300429496557626,1,0.9274078145744624,0.9525393547572782,0.09574475591094976,0.09213262848989634,-0.003612127421053435,chr4,83264304,83264305,-,0.09393869220042306,0,TUTR,proximal pA,DMAi_96hrs,0.00722425484210687,-1.2753623936262832,1.2859583700838052e-8,no 3' UTR lengthening + gene downregulated
COQ7,ENSG00000167186,PAS40320_AATAAA_0.25,0.9471229505101716,1,0.13286111341676587,1,0.7154837895322802,0.7960235344411292,0.5988277367385825,0.5707000184339012,-0.028127718304681304,chr16,19078300,19078301,+,0.5847638775862418,0,TUTR,proximal pA,DMAi_96hrs,0.042884533780619405,-1.2134210638850629,2.2205925906013705e-6,no 3' UTR lengthening + gene downregulated
COX20,ENSG00000203667,PAS2501_AATAAA_0.15,0.1082365841748019,1,3.2722900100934567,1,0.07045920495794734,0.12967465916527543,0.8663161799325446,0.8067849397785368,-0.05953124015400779,chr1,244843282,244843283,+,0.8365505598555407,0,TUTR,proximal pA,DMAi_96hrs,0.11906248030801547,-1.254008850952896,7.03040220723084e-24,no 3' UTR lengthening + gene downregulated
CPSF4,ENSG00000160917,PAS20700_None_0.25,0.12025698044395508,1,3.076892437864444,1,0.07941212218710669,0.1428572623984415,0.09208397544762408,0.04547452323374208,-0.04660945221388201,chr7,99456890,99456891,+,0.06877924934068308,0,TUTR,proximal pA,DMAi_96hrs,0.09321890442776404,-0.7838555132241439,4.302252901938647e-5,no 3' UTR lengthening + gene downregulated
