gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type
ABHD17C_ENSG00000136379.12,PAS41560_AATAAA_0.15,0.2136637337231495,NA,0.12307031062453412,0.2518600246835468,0.9650607587580012,0.9650607587580012,0.9650607587580012,0.9650607587580012,0.9830528106841347,0.9830528106841347,0.9830528106841347,0.9830528106841347,0.017992051926133734,chr15,80755618,80755619,+,ENSG00000136379.12,ABHD17C,0.9740567847210679,distal pA
ABHD18_ENSG00000164074.17,PAS14037_APA_0.15,0.8728416833025274,NA,0.8151893710925965,0.8921053078419836,0.7692998947664529,0.7692998947664529,0.7692998947664529,0.7692998947664529,0.7888867713201864,0.7888867713201864,0.7888867713201864,0.7888867713201864,0.019586877,chr4,128039708,128039709,+,ENSG00000164074.17,ABHD18,0.7790933330433196,distal pA
ABHD2_ENSG00000140526.18,PAS41626_AATAAA_0.05,0.001331294,5.78744710508727e-4,2.3422837206845507e-4,0.00162664,0.8307902187432399,0.8307902187432399,0.8307902187432399,0.8307902187432399,0.9637714993146294,0.9637714993146294,0.9637714993146294,0.9637714993146294,0.13298128057138947,chr15,89202353,89202354,+,ENSG00000140526.18,ABHD2,0.8972808590289346,distal pA
ABHD5_ENSG00000011198.10,PAS10100_AATAAA_0.35,0.28599660741216715,NA,0.068827259,0.16415643761054863,0.5571465564519533,0.5571465564519533,0.5571465564519533,0.5571465564519533,0.7008931608620023,0.7008931608620023,0.7008931608620023,0.7008931608620023,0.14374660441004894,chr3,43719869,43719870,+,ENSG00000011198.10,ABHD5,0.6290198586569777,distal pA
ABHD6_ENSG00000163686.15,PAS10359_AATAAA_0.25,0.015740591777618128,0,0.005040218,0.021214406378571794,0.6760391406669966,0.6760391406669966,0.6760391406669966,0.6760391406669966,0.8749521894229786,0.8749521894229786,0.8749521894229786,0.8749521894229786,0.19891304875598204,chr3,58294731,58294732,+,ENSG00000163686.15,ABHD6,0.7754956650449876,distal pA
ABI2_ENSG00000138443.17,PAS7323_AATAAA_0.2,0.001239247,0,2.623391621582782e-4,0.001788567,0.6396364343638246,0.6396364343638246,0.6396364343638246,0.6396364343638246,0.9072602238280172,0.9072602238280172,0.9072602238280172,0.9072602238280172,0.26762378946419274,chr2,203432167,203432168,+,ENSG00000138443.17,ABI2,0.7734483290959209,distal pA
ABRAXAS2_ENSG00000165660.8,PAS29876_AATAAA_0.2,0.34522278738828954,NA,0.2391059361463609,0.40440649160670455,0.8640990861055512,0.8640990861055512,0.8640990861055512,0.8640990861055512,0.9114183927360576,0.9114183927360576,0.9114183927360576,0.9114183927360576,0.047319307,chr10,124836666,124836667,+,ENSG00000165660.8,ABRAXAS2,0.8877587394208044,distal pA
ABT1_ENSG00000146109.5,PAS18560_AATAAA_0.35,0.1811865618224293,NA,0.24948543640861948,0.4156340063958744,0.018707347671349267,0.018707347671349267,0.018707347671349267,0.018707347671349267,0.029239698267877857,0.029239698267877857,0.029239698267877857,0.029239698267877857,0.010532351,chr6,26600046,26600047,+,ENSG00000146109.5,ABT1,0.023973523,distal pA
ACAD10_ENSG00000111271.15,PAS35584_APA_0.05,0.12984313,NA,0.064854979,0.1566385942547754,0.7841465890523991,0.7841465890523991,0.7841465890523991,0.7841465890523991,0.9088892477251472,0.9088892477251472,0.9088892477251472,0.9088892477251472,0.12474265867274804,chr12,111757098,111757099,+,ENSG00000111271.15,ACAD10,0.8465179183887732,distal pA
ACADSB_ENSG00000196177.13,PAS29858_AATAAA_0.2,0.013670924666439231,0.003365997,0.001362279,0.007246247,0.601115503,0.601115503,0.601115503,0.601115503,0.8132213010439402,0.8132213010439402,0.8132213010439402,0.8132213010439402,0.2121057981630282,chr10,123058288,123058289,+,ENSG00000196177.13,ACADSB,0.707168402,distal pA
ACAT1_ENSG00000075239.14,PAS32576_AATAAA_0.4,0.2900222590398322,NA,0.18043846393185867,0.33198205603682107,0.9872142327846564,0.9872142327846564,0.9872142327846564,0.9872142327846564,0.9941237935249124,0.9941237935249124,0.9941237935249124,0.9941237935249124,0.006909561,chr11,108147591,108147592,+,ENSG00000075239.14,ACAT1,0.9906690131547844,distal pA
ACER3_ENSG00000078124.13,PAS32399_ATTAAA_0.2,0.044957462,0.5361997786377919,0.2170096745133053,0.3782812379478525,0.30797515037985523,0.30797515037985523,0.30797515037985523,0.30797515037985523,0.41433773901748383,0.41433773901748383,0.41433773901748383,0.41433773901748383,0.1063625886376286,chr11,77026795,77026796,+,ENSG00000078124.13,ACER3,0.36115644469866953,distal pA
ACO1_ENSG00000122729.19,PAS26550_AATAAA_0.15,0.7128191036262485,NA,0.6116353457371482,0.7515208424293877,0.009325578,0.009325578,0.009325578,0.009325578,0.006679909,0.006679909,0.006679909,0.006679909,-0.002645668,chr9,32451783,32451784,+,ENSG00000122729.19,ACO1,0.008002743,distal pA
ACO2_ENSG00000100412.17,PAS54764_APA_0.15,0.9230241729329772,NA,0.6117800576026258,0.7516298896506464,0.9809045910048172,0.9809045910048172,0.9809045910048172,0.9809045910048172,0.978693267,0.978693267,0.978693267,0.978693267,-0.002211324,chr22,41528972,41528973,+,ENSG00000100412.17,ACO2,0.9797989288357276,distal pA
ACP1_ENSG00000143727.16,PAS5541_AATAAA_0.15,0.014102785279236665,0,0.004424346,0.019058174402348187,0.3518615465357464,0.3518615465357464,0.3518615465357464,0.3518615465357464,0.5295148576965163,0.5295148576965163,0.5295148576965163,0.5295148576965163,0.17765331116076988,chr2,278279,278280,+,ENSG00000143727.16,ACP1,0.44068820211613136,distal pA
ACSF3_ENSG00000176715.17,PAS43884_None_0.25,0.8539955692874452,NA,0.7877780666842341,0.8756639256505792,0.17073419295963077,0.17073419295963077,0.17073419295963077,0.17073419295963077,0.19777976106288853,0.19777976106288853,0.19777976106288853,0.19777976106288853,0.027045568103257756,chr16,89155760,89155761,+,ENSG00000176715.17,ACSF3,0.18425697701125965,distal pA
ACSL3_ENSG00000123983.15,PAS7510_AATAAA_0.35,1.7294584801511308e-30,2.0089553471938784e-19,2.710200957274203e-20,2.1667088724493946e-18,0.33078047370752117,0.33078047370752117,0.33078047370752117,0.33078047370752117,0.5463012892751389,0.5463012892751389,0.5463012892751389,0.5463012892751389,0.2155208155676177,chr2,222944621,222944622,+,ENSG00000123983.15,ACSL3,0.438540881,distal pA
ACSS2_ENSG00000131069.20,PAS52520_AATAAA_0.25,0.15915895430603175,NA,0.084395056,0.1905058813534996,0.8713774193712136,0.8713774193712136,0.8713774193712136,0.8713774193712136,0.9593358834606672,0.9593358834606672,0.9593358834606672,0.9593358834606672,0.087958464,chr20,34927956,34927957,+,ENSG00000131069.20,ACSS2,0.9153566514159404,distal pA
ACTN4_ENSG00000130402.14,PAS50099_AATAAA_0.2,0.7388570356715598,NA,0.43633532790728285,0.6055348855658979,0.874335102,0.874335102,0.874335102,0.874335102,0.8847406535096549,0.8847406535096549,0.8847406535096549,0.8847406535096549,0.010405551,chr19,38730529,38730530,+,ENSG00000130402.14,ACTN4,0.8795378779190919,distal pA
ACTR10_ENSG00000131966.14,PAS39204_APA_0.2,0.35679225975113815,NA,0.23742237756568044,0.402527134,0.033510033,0.033510033,0.033510033,0.033510033,0.046626946356304266,0.046626946356304266,0.046626946356304266,0.046626946356304266,0.013116913563352428,chr14,58235631,58235632,+,ENSG00000131966.14,ACTR10,0.04006849,distal pA
ACTR2_ENSG00000138071.15,PAS6166_AATAAA_0.25,0.13783891862163242,NA,0.021615743,0.067927244,0.7866868158124067,0.7866868158124067,0.7866868158124067,0.7866868158124067,0.8432686390222202,0.8432686390222202,0.8432686390222202,0.8432686390222202,0.056581823,chr2,65271250,65271251,+,ENSG00000138071.15,ACTR2,0.8149777274173134,distal pA
ACTR3B_ENSG00000133627.18,PAS22524_AATAAA_0.25,0.899306887,NA,0.8496835946219616,0.9154688105758312,0.741107309,0.741107309,0.741107309,0.741107309,0.7299186681763132,0.7299186681763132,0.7299186681763132,0.7299186681763132,-0.011188641,chr7,152855370,152855371,+,ENSG00000133627.18,ACTR3B,0.7355129885058171,distal pA
ACTR3_ENSG00000115091.12,PAS6651_ATTAAA_0.35,0.034187823,0.005491937,7.408951168324631e-4,0.004278144,0.12136402571353422,0.12136402571353422,0.12136402571353422,0.12136402571353422,0.24030642851883952,0.24030642851883952,0.24030642851883952,0.24030642851883952,0.11894240280530533,chr2,113961549,113961550,+,ENSG00000115091.12,ACTR3,0.18083522711618688,distal pA
ACVR2B_ENSG00000114739.14,PAS10030_AATAAA_0.2,0.2573047873909874,NA,0.42124767682442416,0.5928567491513823,0.19864642691090828,0.19864642691090828,0.19864642691090828,0.19864642691090828,0.1428969798747306,0.1428969798747306,0.1428969798747306,0.1428969798747306,-0.055749447,chr3,38493139,38493140,+,ENSG00000114739.14,ACVR2B,0.17077170339281944,distal pA
ADARB1_ENSG00000197381.18,PAS53980_AATAAA_0.15,2.1209688765171865e-7,8.169755340198757e-8,3.306446622812747e-8,6.344126370142573e-7,0.36248187892512607,0.36248187892512607,0.36248187892512607,0.36248187892512607,0.6615331871957897,0.6615331871957897,0.6615331871957897,0.6615331871957897,0.2990513082706636,chr21,45226558,45226559,+,ENSG00000197381.18,ADARB1,0.5120075330604579,distal pA
ADD3_ENSG00000148700.15,PAS29694_AATAAA_0.25,0.078364477,NA,0.034834014538210896,0.097734625,0.607960961,0.607960961,0.607960961,0.607960961,0.4950965225472992,0.4950965225472992,0.4950965225472992,0.4950965225472992,-0.112864438,chr10,110135563,110135564,+,ENSG00000148700.15,ADD3,0.5515287415279676,distal pA
ADIPOR2_ENSG00000006831.10,PAS34266_AATAAA_0.25,0.6461768579410814,NA,0.5335101237359697,0.6891963520147936,0.8859348076357613,0.8859348076357613,0.8859348076357613,0.8859348076357613,0.8963292160195974,0.8963292160195974,0.8963292160195974,0.8963292160195974,0.010394408383836096,chr12,1788670,1788671,+,ENSG00000006831.10,ADIPOR2,0.8911320118276793,distal pA
ADK_ENSG00000156110.15,PAS29273_AATAAA_0.45,1.0621635276788482e-4,0.7347867014231448,0.29738136654520303,0.4706727709248906,0.19872138801586273,0.19872138801586273,0.19872138801586273,0.19872138801586273,0.24936313874782576,0.24936313874782576,0.24936313874782576,0.24936313874782576,0.050641751,chr10,74709022,74709023,+,ENSG00000156110.15,ADK,0.22404226338184424,distal pA
ADM_ENSG00000148926.10,PAS31482_AATAAA_0.1,0.2512518195246232,NA,0.1503387810365797,0.2915391521949613,0.9780067694854244,0.9780067694854244,0.9780067694854244,0.9780067694854244,0.9911376420332004,0.9911376420332004,0.9911376420332004,0.9911376420332004,0.013130872547776227,chr11,10307395,10307396,+,ENSG00000148926.10,ADM,0.9845722057593125,distal pA
ADO_ENSG00000181915.6,PAS29093_AATAAA_0.25,0.5265554712480007,NA,0.39823795333156486,0.5721182962024011,0.4060900302348024,0.4060900302348024,0.4060900302348024,0.4060900302348024,0.4721524379712498,0.4721524379712498,0.4721524379712498,0.4721524379712498,0.066062408,chr10,62808470,62808471,+,ENSG00000181915.6,ADO,0.43912123410302606,distal pA
ADSL_ENSG00000239900.14,PAS54731_AATAAA_0.4,0.30791565154389117,NA,0.19555012454972043,0.35117445150786136,0.015156536164874224,0.015156536164874224,0.015156536164874224,0.015156536164874224,0.031910337,0.031910337,0.031910337,0.031910337,0.016753801276803038,chr22,40367878,40367879,+,ENSG00000239900.14,ADSL,0.023533436803275742,distal pA
AEBP2_ENSG00000139154.16,PAS34527_AATAAA_0.35,0.22442807316728935,NA,0.2730150197341207,0.4418974126354513,0.036779412,0.036779412,0.036779412,0.036779412,0.058859955378019635,0.058859955378019635,0.058859955378019635,0.058859955378019635,0.022080543,chr12,19521559,19521560,+,ENSG00000139154.16,AEBP2,0.047819683681170386,distal pA
AFTPH_ENSG00000119844.17,PAS6144_AATAAA_0.2,0.11887343971219536,NA,0.044722977,0.11819644020219336,0.2586066409119301,0.2586066409119301,0.2586066409119301,0.2586066409119301,0.3310697934239448,0.3310697934239448,0.3310697934239448,0.3310697934239448,0.072463153,chr2,64593001,64593002,+,ENSG00000119844.17,AFTPH,0.29483821716793746,distal pA
AGAP1_ENSG00000157985.20,PAS7642_AATAAA_0.15,0.2722729722505802,NA,0.29872510301259003,0.4722986296129602,0.533363032,0.533363032,0.533363032,0.533363032,0.6101015137260256,0.6101015137260256,0.6101015137260256,0.6101015137260256,0.076738482,chr2,236131791,236131792,+,ENSG00000157985.20,AGAP1,0.5717322729695438,distal pA
AGAP3_ENSG00000133612.20,PAS22508_AATAAA_0.05,0.032267847100708215,0,0.011894424869737982,0.042229453,0.5961568364608634,0.5961568364608634,0.5961568364608634,0.5961568364608634,0.7177611763141958,0.7177611763141958,0.7177611763141958,0.7177611763141958,0.1216043398533324,chr7,151144433,151144434,+,ENSG00000133612.20,AGAP3,0.6569590063875296,distal pA
AGBL5_ENSG00000084693.16,PAS5746_AATAAA_0.35,0.006760348,0,0.001849909,0.009358238,0.10361663953163748,0.10361663953163748,0.10361663953163748,0.10361663953163748,0.3545849342331585,0.3545849342331585,0.3545849342331585,0.3545849342331585,0.25096829470152104,chr2,27070612,27070613,+,ENSG00000084693.16,AGBL5,0.229100787,distal pA
AGFG1_ENSG00000173744.18,PAS7535_AATAAA_0.2,7.956069848862286e-7,1.6426915220946435e-8,3.324133715992545e-9,7.737684564903964e-8,0.2257188465143608,0.2257188465143608,0.2257188465143608,0.2257188465143608,0.5181218089991972,0.5181218089991972,0.5181218089991972,0.5181218089991972,0.29240296248483644,chr2,227561215,227561216,+,ENSG00000173744.18,AGFG1,0.371920328,distal pA
AGGF1_ENSG00000164252.13,PAS15959_APA_0.25,0.8552433525111632,NA,0.6413944895548723,0.7737567467009434,0.5474722157106672,0.5474722157106672,0.5474722157106672,0.5474722157106672,0.5880002282611974,0.5880002282611974,0.5880002282611974,0.5880002282611974,0.040528013,chr5,77065209,77065210,+,ENSG00000164252.13,AGGF1,0.5677362219859323,distal pA
AGL_ENSG00000162688.17,PAS1281_AATAAA_0.15,0.8300369442192753,NA,0.7425531016941698,0.8470248510343379,0.8068287255789026,0.8068287255789026,0.8068287255789026,0.8068287255789026,0.8205668281524972,0.8205668281524972,0.8205668281524972,0.8205668281524972,0.013738102573594537,chr1,99924019,99924020,+,ENSG00000162688.17,AGL,0.8136977768656999,distal pA
AGO1_ENSG00000092847.14,PAS671_APA_0.15,8.133158842762153e-4,0.001836023,1.8576786917087583e-4,0.001340703,0.3495150121662093,0.3495150121662093,0.3495150121662093,0.3495150121662093,0.1553219198619774,0.1553219198619774,0.1553219198619774,0.1553219198619774,-0.194193092,chr1,35924295,35924296,+,ENSG00000092847.14,AGO1,0.25241846601409335,distal pA
AGO3_ENSG00000126070.20,PAS682_AATAAA_0.15,0.2757518711485295,NA,0.037296184507599646,0.1027515647791077,0.29302386652138634,0.29302386652138634,0.29302386652138634,0.29302386652138634,0.48770629243887553,0.48770629243887553,0.48770629243887553,0.48770629243887553,0.1946824259174892,chr1,36072496,36072497,+,ENSG00000126070.20,AGO3,0.39036507948013094,distal pA
AGO4_ENSG00000134698.11,PAS667_AATAAA_0.35,0.1670926780257703,NA,0.0901649,0.1998687515863783,0.7072925401664483,0.7072925401664483,0.7072925401664483,0.7072925401664483,0.445236931,0.445236931,0.445236931,0.445236931,-0.262055609,chr1,35857886,35857887,+,ENSG00000134698.11,AGO4,0.5762647355098391,distal pA
AGPAT3_ENSG00000160216.21,PAS53947_ATTAAA_0.4,7.237950402043088e-4,1,0.2535602917424884,0.4200256880110214,0.2752735538968475,0.2752735538968475,0.2752735538968475,0.2752735538968475,0.3194413901580121,0.3194413901580121,0.3194413901580121,0.3194413901580121,0.044167836261164606,chr21,43986533,43986534,+,ENSG00000160216.21,AGPAT3,0.2973574720274298,distal pA
AGPAT5_ENSG00000155189.12,PAS23985_AATAAA_0.2,0.009190208,0.039840910431549977,0.005374777,0.022239258,0.11011778,0.11011778,0.11011778,0.11011778,0.205041501,0.205041501,0.205041501,0.205041501,0.094923721,chr8,6761448,6761449,+,ENSG00000155189.12,AGPAT5,0.1575796407579425,distal pA
AGPS_ENSG00000018510.18,PAS7088_AATAAA_0.35,4.4464659870267504e-5,0.003888953,3.147857964666503e-4,0.00208373,0.17263211663813116,0.17263211663813116,0.17263211663813116,0.17263211663813116,0.33882164301861073,0.33882164301861073,0.33882164301861073,0.33882164301861073,0.16618952638047957,chr2,177543832,177543833,+,ENSG00000018510.18,AGPS,0.25572687982837095,distal pA
AHCYL1_ENSG00000168710.18,PAS1395_ATTAAA_0.15,0.45342502081010577,NA,0.3251638713337702,0.5008918403353444,0.16181872708656742,0.16181872708656742,0.16181872708656742,0.16181872708656742,0.18053689941719384,0.18053689941719384,0.18053689941719384,0.18053689941719384,0.018718172330626448,chr1,110023740,110023741,+,ENSG00000168710.18,AHCYL1,0.17117781325188064,distal pA
AHR_ENSG00000106546.14,PAS21360_AATAAA_0.4,0.685264041,NA,0.3164073770226146,0.49168893680327863,0.7804079785853353,0.7804079785853353,0.7804079785853353,0.7804079785853353,0.7315443748290457,0.7315443748290457,0.7315443748290457,0.7315443748290457,-0.048863604,chr7,17346144,17346145,+,ENSG00000106546.14,AHR,0.7559761767071904,distal pA
AIF1L_ENSG00000126878.13,PAS27381_AATAAA_0.2,0.5395162671196891,NA,0.4129097831022688,0.5855899567889014,0.9512027433705756,0.9512027433705756,0.9512027433705756,0.9512027433705756,0.9671808158761068,0.9671808158761068,0.9671808158761068,0.9671808158761068,0.015978072505531182,chr9,131123142,131123143,+,ENSG00000126878.13,AIF1L,0.9591917796233412,distal pA
AIG1_ENSG00000146416.19,PAS19499_AATAAA_0.2,0.018964558680660454,0,0.006282618,0.025264024261539696,0.44072169253083326,0.44072169253083326,0.44072169253083326,0.44072169253083326,0.7872283942301697,0.7872283942301697,0.7872283942301697,0.7872283942301697,0.3465067016993364,chr6,143340301,143340302,+,ENSG00000146416.19,AIG1,0.6139750433805015,distal pA
AIMP1_ENSG00000164022.18,PAS13927_AATAAA_0.3,9.256300300601216e-4,0.8032994410052673,0.1625548509849633,0.30802401292029374,0.3636669775704202,0.3636669775704202,0.3636669775704202,0.3636669775704202,0.45253734800297296,0.45253734800297296,0.45253734800297296,0.45253734800297296,0.08887037,chr4,106348490,106348491,+,ENSG00000164022.18,AIMP1,0.4081021627866966,distal pA
AIMP2_ENSG00000106305.10,PAS21265_AATAAA_0.3,0.5170228983601272,NA,0.3880588277127601,0.5618905747318614,0.00701959,0.00701959,0.00701959,0.00701959,0.010878714,0.010878714,0.010878714,0.010878714,0.003859125,chr7,6024634,6024635,+,ENSG00000106305.10,AIMP2,0.008949152,distal pA
AKAP1_ENSG00000121057.13,PAS46114_None_0.15,0.4373651662768964,NA,0.30998801972398243,0.48456975590134627,0.6051696110683598,0.6051696110683598,0.6051696110683598,0.6051696110683598,0.5728067990379451,0.5728067990379451,0.5728067990379451,0.5728067990379451,-0.032362812,chr17,57121245,57121246,+,ENSG00000121057.13,AKAP1,0.5889882050531524,distal pA
AKAP9_ENSG00000127914.19,PAS21939_AATAAA_0.3,0.963366387,NA,0.8513197266429507,0.9165591381596372,0.8057810736427051,0.8057810736427051,0.8057810736427051,0.8057810736427051,0.7963791374684848,0.7963791374684848,0.7963791374684848,0.7963791374684848,-0.009401936,chr7,92110666,92110667,+,ENSG00000127914.19,AKAP9,0.801080106,distal pA
AKIP1_ENSG00000166452.12,PAS31452_AATAAA_0.35,2.3492919594342952e-6,0,2.293872764493794e-7,3.5535184659649534e-6,0.5878353209806586,0.5878353209806586,0.5878353209806586,0.5878353209806586,0.8499701840254612,0.8499701840254612,0.8499701840254612,0.8499701840254612,0.2621348630448026,chr11,8920076,8920077,+,ENSG00000166452.12,AKIP1,0.7189027525030599,distal pA
AKIRIN1_ENSG00000174574.16,PAS725_AATAAA_0.1,0.00638455,0.0042687,0.001727619,0.00882223,0.6231709828417988,0.6231709828417988,0.6231709828417988,0.6231709828417988,0.4522576433134796,0.4522576433134796,0.4522576433134796,0.4522576433134796,-0.17091334,chr1,39005884,39005885,+,ENSG00000174574.16,AKIRIN1,0.5377143130776392,distal pA
ALDH16A1_ENSG00000161618.10,PAS50450_AATAAA_0.25,5.247395442844948e-9,0,2.9815970003447186e-10,8.34517902098158e-9,0.26150191186965643,0.26150191186965643,0.26150191186965643,0.26150191186965643,0.4359418592951799,0.4359418592951799,0.4359418592951799,0.4359418592951799,0.1744399474255235,chr19,49471046,49471047,+,ENSG00000161618.10,ALDH16A1,0.3487218855824182,distal pA
ALDH1B1_ENSG00000137124.8,PAS26676_AATAAA_0.25,0.511673704,NA,0.19680941573503105,0.3526343733640878,0.6614785442244593,0.6614785442244593,0.6614785442244593,0.6614785442244593,0.7189958017057725,0.7189958017057725,0.7189958017057725,0.7189958017057725,0.057517257,chr9,38398657,38398658,+,ENSG00000137124.8,ALDH1B1,0.6902371729651159,distal pA
ALDH3A2_ENSG00000072210.19,PAS45398_APA_0.25,0.1811865618224293,NA,0.09990267,0.2158958593177793,0.4934298597229784,0.4934298597229784,0.4934298597229784,0.4934298597229784,0.5750604473901986,0.5750604473901986,0.5750604473901986,0.5750604473901986,0.081630588,chr17,19677594,19677595,+,ENSG00000072210.19,ALDH3A2,0.5342451535565885,distal pA
ALDH3B1_ENSG00000006534.17,PAS32216_APA_0.3,0.5848278102656562,NA,0.4643832725206883,0.6316082767823155,0.12505617141636227,0.12505617141636227,0.12505617141636227,0.12505617141636227,0.148471766,0.148471766,0.148471766,0.148471766,0.023415594726842737,chr11,68030144,68030145,+,ENSG00000006534.17,ALDH3B1,0.13676396877978364,distal pA
ALDH5A1_ENSG00000112294.14,PAS18500_AATAAA_0.15,4.124702210327999e-9,0,2.2675285997290336e-10,6.592029572069405e-9,0.3647150933781333,0.3647150933781333,0.3647150933781333,0.3647150933781333,0.683732522,0.683732522,0.683732522,0.683732522,0.3190174282396978,chr6,24537205,24537206,+,ENSG00000112294.14,ALDH5A1,0.5242238074979821,distal pA
ALG10B_ENSG00000175548.9,PAS34731_AATAAA_0.2,0.099144587,NA,0.048361227279037224,0.12553904820363895,0.6016873662486331,0.6016873662486331,0.6016873662486331,0.6016873662486331,0.7370115791526366,0.7370115791526366,0.7370115791526366,0.7370115791526366,0.13532421290400354,chr12,38329719,38329720,+,ENSG00000175548.9,ALG10B,0.6693494727006348,distal pA
ALG10_ENSG00000139133.7,PAS34725_AATAAA_0.35,0.1571397329451437,NA,0.083034247,0.18810583242599463,0.4957299781524859,0.4957299781524859,0.4957299781524859,0.4957299781524859,0.2989501427242448,0.2989501427242448,0.2989501427242448,0.2989501427242448,-0.196779835,chr12,34028298,34028299,+,ENSG00000139133.7,ALG10,0.39734006043836534,distal pA
ALG11_ENSG00000253710.5,PAS38001_ATTAAA_0.2,8.710998332670559e-4,0,1.747560280892678e-4,0.001267359,0.8430190604835972,0.8430190604835972,0.8430190604835972,0.8430190604835972,0.9686697796473492,0.9686697796473492,0.9686697796473492,0.9686697796473492,0.12565071916375203,chr13,52033570,52033571,+,ENSG00000253710.5,ALG11,0.9058444200654732,distal pA
ALG13_ENSG00000101901.13,PAS56050_AATAAA_0.3,0.047619389,0.004731842,0.001915061,0.009629798,0.5404435639925929,0.5404435639925929,0.5404435639925929,0.5404435639925929,0.8214590992730499,0.8214590992730499,0.8214590992730499,0.8214590992730499,0.2810155352804571,chrX,111760643,111760644,+,ENSG00000101901.13,ALG13,0.6809513316328214,distal pA
